"AccSpeciesName","AccSpeciesID","CD_REF","FAMILLE"
"Aira praecox",2147,80911,"Poaceae"
"Aira provincialis",2148,80912,"Poaceae"
"Aira tenorei",73981,80923,"Poaceae"
"Airopsis tenella",2152,971406,"Poaceae"
"Ajuga chamaepitys",2162,80978,"Lamiaceae"
"Ajuga genevensis",2165,80980,"Lamiaceae"
"Ajuga iva",2168,80983,"Lamiaceae"
"Ajuga pyramidalis",2170,80988,"Lamiaceae"
"Ajuga reptans",2172,80990,"Lamiaceae"
"Akebia quinata",2176,81001,"Lardizabalaceae"
"Albizia julibrissin",2237,447347,"Fabaceae"
"Alcea biennis",2288,81019,"Malvaceae"
"Alcea rosea",2292,81023,"Malvaceae"
"Alchemilla acutiloba",2297,81027,"Rosaceae"
"Alchemilla alpigena",2298,81032,"Rosaceae"
"Alchemilla alpina",2299,81033,"Rosaceae"
"Alchemilla borderei",275102,81046,"Rosaceae"
"Alchemilla colorata",2305,81055,"Rosaceae"
"Alchemilla conjuncta",2307,81057,"Rosaceae"
"Alchemilla connivens",2308,81058,"Rosaceae"
"Alchemilla controversa",275111,717055,"Rosaceae"
"Alchemilla coriacea",2309,81059,"Rosaceae"
"Alchemilla crinita",2310,81063,"Rosaceae"
"Alchemilla decumbens",2314,81065,"Rosaceae"
"Alchemilla demissa",74054,81068,"Rosaceae"
"Alchemilla diluta",275113,610822,"Rosaceae"
"Alchemilla fallax",2320,81072,"Rosaceae"
"Alchemilla filicaulis",2321,81073,"Rosaceae"
"Alchemilla fissa",2323,81075,"Rosaceae"
"Alchemilla flabellata",2324,81076,"Rosaceae"
"Alchemilla flexicaulis",2325,81079,"Rosaceae"
"Alchemilla frigens",404536,81083,"Rosaceae"
"Alchemilla fulgens",74060,81086,"Rosaceae"
"Alchemilla glabra",2327,81088,"Rosaceae"
"Alchemilla glacialis",2328,717719,"Rosaceae"
"Alchemilla glaucescens",2329,81091,"Rosaceae"
"Alchemilla glomerulans",2330,81092,"Rosaceae"
"Alchemilla grossidens",2333,81096,"Rosaceae"
"Alchemilla heteropoda",2335,81097,"Rosaceae"
"Alchemilla hoppeana",2337,81098,"Rosaceae"
"Alchemilla incisa",2340,81104,"Rosaceae"
"Alchemilla mollis",2348,610820,"Rosaceae"
"Alchemilla monticola",2349,81130,"Rosaceae"
"Alchemilla montserratii",275149,717061,"Rosaceae"
"Alchemilla obscura",2351,717063,"Rosaceae"
"Alchemilla ozana",275156,717064,"Rosaceae"
"Alchemilla pallens",2355,81137,"Rosaceae"
"Alchemilla pentaphyllea",2357,81140,"Rosaceae"
"Alchemilla petiolulans",2358,717721,"Rosaceae"
"Alchemilla plicata",2360,81142,"Rosaceae"
"Alchemilla polatschekiana",275161,717065,"Rosaceae"
"Alchemilla propinqua",2362,717066,"Rosaceae"
"Alchemilla reniformis",2365,81153,"Rosaceae"
"Alchemilla saxatilis",2367,81159,"Rosaceae"
"Alchemilla schmidelyana",74114,81161,"Rosaceae"
"Alchemilla splendens",2374,81166,"Rosaceae"
"Alchemilla strigosula",2376,608142,"Rosaceae"
"Alchemilla subcrenata",2377,81170,"Rosaceae"
"Alchemilla subglobosa",2378,717722,"Rosaceae"
"Alchemilla subsericea",74131,81171,"Rosaceae"
"Alchemilla transiens",74139,81179,"Rosaceae"
"Alchemilla trunciloba",2381,81182,"Rosaceae"
"Alchemilla vetteri",74142,81190,"Rosaceae"
"Alchemilla xanthochlora",2391,81195,"Rosaceae"
"Alisma gramineum",2471,81260,"Alismataceae"
"Alisma lanceolatum",2472,81263,"Alismataceae"
"Alliaria petiolata",2496,81295,"Brassicaceae"
"Allium acutiflorum",74189,81297,"Amaryllidaceae"
"Allium ampeloprasum",2502,81313,"Amaryllidaceae"
"Allium angulosum",2504,81316,"Amaryllidaceae"
"Allium carinatum",2515,81336,"Amaryllidaceae"
"Allium cepa",2516,81339,"Amaryllidaceae"
"Allium chamaemoly",74202,81341,"Amaryllidaceae"
"Allium commutatum",74205,81350,"Amaryllidaceae"
"Allium corsicum",275596,81359,"Amaryllidaceae"
"Allium cyrilli",275606,610829,"Amaryllidaceae"
"Allium ericetorum",2529,81369,"Amaryllidaceae"
"Allium fistulosum",2531,81373,"Amaryllidaceae"
"Allium flavum",2532,81376,"Amaryllidaceae"
"Allium longispathum",275834,923594,"Amaryllidaceae"
"Allium lusitanicum",2540,81423,"Amaryllidaceae"
"Allium moly",2542,81433,"Amaryllidaceae"
"Allium moschatum",74231,81439,"Amaryllidaceae"
"Allium multibulbosum",275890,81440,"Amaryllidaceae"
"Allium narcissiflorum",74232,81443,"Amaryllidaceae"
"Allium neapolitanum",2544,81445,"Amaryllidaceae"
"Allium nigrum",2546,81449,"Amaryllidaceae"
"Allium oleraceum",2548,81457,"Amaryllidaceae"
"Allium oporinanthum",74236,81459,"Amaryllidaceae"
"Allium pallens",2549,81463,"Amaryllidaceae"
"Allium parciflorum",74241,81468,"Amaryllidaceae"
"Allium pendulinum",74242,81473,"Amaryllidaceae"
"Allium polyanthum",74247,81479,"Amaryllidaceae"
"Allium roseum",2560,81499,"Amaryllidaceae"
"Allium rotundum",2562,81501,"Amaryllidaceae"
"Allium sativum",2565,81505,"Amaryllidaceae"
"Allium savii",276019,81506,"Amaryllidaceae"
"Allium scaberrimum",74260,81507,"Amaryllidaceae"
"Allium schoenoprasum",2566,81508,"Amaryllidaceae"
"Allium scorodoprasum",2568,81510,"Amaryllidaceae"
"Allium siculum",74263,81516,"Amaryllidaceae"
"Allium sphaerocephalon",2572,81520,"Amaryllidaceae"
"Allium strictum",2576,81522,"Amaryllidaceae"
"Allium suaveolens",2577,81523,"Amaryllidaceae"
"Allium subhirsutum",2578,81525,"Amaryllidaceae"
"Allium tenuiflorum",74270,81530,"Amaryllidaceae"
"Allium trifoliatum",65414,81537,"Amaryllidaceae"
"Allium triquetrum",2583,81538,"Amaryllidaceae"
"Allium ursinum",2587,81541,"Amaryllidaceae"
"Allium victorialis",2589,81543,"Amaryllidaceae"
"Allium vineale",2590,81544,"Amaryllidaceae"
"Alnus alnobetula",2704,81563,"Betulaceae"
"Alnus cordata",2705,81567,"Betulaceae"
"Alnus glutinosa",2710,81569,"Betulaceae"
"Alnus incana",2712,81570,"Betulaceae"
"Aloe arborescens",2746,81588,"Asphodelaceae"
"Aloe maculata",2787,81595,"Asphodelaceae"
"Alopecurus aequalis",2833,81610,"Poaceae"
"Alopecurus arundinaceus",2840,81620,"Poaceae"
"Alopecurus bulbosus",2849,81624,"Poaceae"
"Alopecurus geniculatus",2854,81637,"Poaceae"
"Alopecurus myosuroides",2869,81648,"Poaceae"
"Alopecurus pratensis",2872,81656,"Poaceae"
"Alopecurus rendlei",2873,81658,"Poaceae"
"Alternanthera philoxeroides",2993,81831,"Amaranthaceae"
"Althaea cannabina",3000,81837,"Malvaceae"
"Althaea officinalis",3003,81856,"Malvaceae"
"Althenia filiformis",277168,81869,"Potamogetonaceae"
"Alyssoides utriculata",3029,81875,"Brassicaceae"
"Alyssum alpestre",3030,81876,"Brassicaceae"
"Alyssum alyssoides",3031,81878,"Brassicaceae"
"Alyssum loiseleurii",202436,81915,"Brassicaceae"
"Alyssum montanum",3055,81923,"Brassicaceae"
"Alyssum serpyllifolium",3066,81943,"Brassicaceae"
"Alyssum simplex",3067,81944,"Brassicaceae"
"Amaranthus albus",3099,81955,"Amaranthaceae"
"Amaranthus blitoides",3103,81963,"Amaranthaceae"
"Amaranthus blitum",3104,81966,"Amaranthaceae"
"Amaranthus caudatus",3108,81971,"Amaranthaceae"
"Amaranthus cruentus",3111,81976,"Amaranthaceae"
"Amaranthus deflexus",3112,81978,"Amaranthaceae"
"Amaranthus graecizans",3119,81991,"Amaranthaceae"
"Amaranthus hybridus",3120,81992,"Amaranthaceae"
"Amaranthus hypochondriacus",3121,81994,"Amaranthaceae"
"Amaranthus muricatus",74465,82006,"Amaranthaceae"
"Amaranthus retroflexus",3134,82018,"Amaranthaceae"
"Amaranthus spinosus",3137,82023,"Amaranthaceae"
"Amaranthus viridis",3143,82033,"Amaranthaceae"
"Amaryllis belladonna",74471,82060,"Amaryllidaceae"
"Ambrosia artemisiifolia",3157,82080,"Asteraceae"
"Ambrosia psilostachya",3168,610847,"Asteraceae"
"Ambrosia tenuifolia",3169,82092,"Asteraceae"
"Ambrosia trifida",3170,82093,"Asteraceae"
"Ambrosina bassii",74485,82095,"Araceae"
"Amelanchier lamarckii",3184,82101,"Rosaceae"
"Amelanchier ovalis",3186,82103,"Rosaceae"
"Amelanchier spicata",3192,162649,"Rosaceae"
"Ammannia coccinea",3206,82120,"Lythraceae"
"Ammannia robusta",65522,160299,"Lythraceae"
"Ammi majus",3210,82130,"Apiaceae"
"Ammoides pusilla",3217,82136,"Apiaceae"
"Ammophila arenaria",3218,82139,"Poaceae"
"Amorpha fruticosa",3239,82164,"Fabaceae"
"Ampelodesmos mauritanicus",3273,82173,"Poaceae"
"Amsinckia calycina",202717,788797,"Boraginaceae"
"Amsinckia lycopsoides",3324,82194,"Boraginaceae"
"Anacamptis collina",277940,82280,"Orchidaceae"
"Anacamptis coriophora",202844,82282,"Orchidaceae"
"Anacamptis laxiflora",74669,82283,"Orchidaceae"
"Anacamptis morio",74670,82285,"Orchidaceae"
"Anacamptis palustris",202847,82286,"Orchidaceae"
"Anacamptis papilionacea",202849,82287,"Orchidaceae"
"Anacamptis pyramidalis",3375,82288,"Orchidaceae"
"Anacyclus clavatus",3386,82305,"Asteraceae"
"Anagyris foetida",3425,82350,"Fabaceae"
"Anarrhinum bellidifolium",3437,82356,"Plantaginaceae"
"Anarrhinum corsicum",74692,82357,"Plantaginaceae"
"Anchusa crispa",74711,82376,"Boraginaceae"
"Anchusa ochroleuca",3461,82390,"Boraginaceae"
"Anchusa officinalis",3462,82391,"Boraginaceae"
"Anchusa undulata",3463,82408,"Boraginaceae"
"Andrachne telephioides",3510,82414,"Phyllanthaceae"
"Andromeda polifolia",3515,82420,"Ericaceae"
"Andropogon distachyos",3553,82439,"Poaceae"
"Andropogon virginicus",3639,610708,"Poaceae"
"Androsace adfinis",65551,82476,"Primulaceae"
"Androsace alpina",3643,82478,"Primulaceae"
"Androsace chaixii",74740,82492,"Primulaceae"
"Androsace ciliata",74741,82494,"Primulaceae"
"Androsace elongata",3645,82498,"Primulaceae"
"Androsace halleri",405611,82503,"Primulaceae"
"Androsace helvetica",3647,82504,"Primulaceae"
"Androsace lactea",3648,82509,"Primulaceae"
"Androsace maxima",3649,82516,"Primulaceae"
"Androsace obtusifolia",3650,82519,"Primulaceae"
"Androsace pubescens",74747,82529,"Primulaceae"
"Androsace pyrenaica",74748,82531,"Primulaceae"
"Androsace septentrionalis",3652,82535,"Primulaceae"
"Androsace villosa",3654,82544,"Primulaceae"
"Androsace vitaliana",65554,82545,"Primulaceae"
"Andryala integrifolia",3660,82562,"Asteraceae"
"Andryala ragusina",3662,82571,"Asteraceae"
"Anemone apennina",3673,82598,"Ranunculaceae"
"Anemone baldensis",3674,82600,"Ranunculaceae"
"Anemone blanda",3675,610709,"Ranunculaceae"
"Anemone coronaria",3678,82607,"Ranunculaceae"
"Anemone hortensis",3686,82623,"Ranunculaceae"
"Anemone nemorosa",3691,82637,"Ranunculaceae"
"Anemone palmata",3693,82642,"Ranunculaceae"
"Anemone ranunculoides",3701,82656,"Ranunculaceae"
"Anemone sylvestris",3708,82665,"Ranunculaceae"
"Anemone trifolia",74783,82666,"Ranunculaceae"
"Anethum graveolens",3724,82692,"Apiaceae"
"Angelica archangelica",3730,82705,"Apiaceae"
"Angelica heterocarpa",203127,82715,"Apiaceae"
"Angelica razulii",74799,82733,"Apiaceae"
"Angelica sylvestris",3738,82738,"Apiaceae"
"Anisosciadium orientale",65577,717084,"Apiaceae"
"Anoda cristata",3890,82775,"Malvaceae"
"Anogramma leptophylla",3903,82783,"Pteridaceae"
"Anredera cordifolia",3919,446987,"Basellaceae"
"Antennaria carpatica",3922,82794,"Asteraceae"
"Antennaria dioica",3925,82796,"Asteraceae"
"Anthemis arvensis",3944,82817,"Asteraceae"
"Anthemis cotula",3948,82833,"Asteraceae"
"Anthemis cretica",3949,82835,"Asteraceae"
"Anthemis maritima",65586,82856,"Asteraceae"
"Anthemis ruthenica",3956,610724,"Asteraceae"
"Anthemis secundiramea",74989,82880,"Asteraceae"
"Anthericum liliago",3979,82903,"Asparagaceae"
"Anthericum ramosum",3980,82909,"Asparagaceae"
"Anthoxanthum aristatum",4026,82916,"Poaceae"
"Anthoxanthum odoratum",4036,82922,"Poaceae"
"Anthoxanthum ovatum",4037,82923,"Poaceae"
"Anthriscus caucalis",4042,82931,"Apiaceae"
"Anthriscus cerefolium",4043,82932,"Apiaceae"
"Anthriscus nitida",4044,82943,"Apiaceae"
"Anthriscus sylvestris",4045,82952,"Apiaceae"
"Anthyllis barba-jovis",4061,82965,"Fabaceae"
"Anthyllis circinnata",405952,717086,"Fabaceae"
"Anthyllis cytisoides",4063,82972,"Fabaceae"
"Anthyllis hermanniae",4066,82979,"Fabaceae"
"Anthyllis montana",65602,82985,"Fabaceae"
"Anthyllis vulneraria",4072,82999,"Fabaceae"
"Antinoria agrostidea",4115,83001,"Poaceae"
"Antinoria insularis",4116,83002,"Poaceae"
"Antirrhinum majus",4128,83058,"Plantaginaceae"
"Antirrhinum sempervirens",75044,83079,"Plantaginaceae"
"Apera interrupta",4169,83152,"Poaceae"
"Aphanes arvensis",4185,83159,"Rosaceae"
"Aphanes australis",4187,83160,"Rosaceae"
"Aphanes floribunda",280258,83164,"Rosaceae"
"Aphanes minutiflora",280260,83167,"Rosaceae"
"Aphyllanthes monspeliensis",4204,83171,"Asparagaceae"
"Apios americana",4208,83177,"Fabaceae"
"Apium graveolens",4210,83195,"Apiaceae"
"Aponogeton distachyos",203910,83232,"Aponogetonaceae"
"Aposeris foetida",4291,83234,"Asteraceae"
"Aquilegia alpina",4321,83240,"Ranunculaceae"
"Aquilegia atrata",4322,83243,"Ranunculaceae"
"Aquilegia dumeticola",406322,83250,"Ranunculaceae"
"Aquilegia litardierei",75106,83254,"Ranunculaceae"
"Aquilegia pyrenaica",75110,83260,"Ranunculaceae"
"Aquilegia viscosa",4336,83266,"Ranunculaceae"
"Aquilegia vulgaris",4337,83267,"Ranunculaceae"
"Arabidopsis arenosa",75112,610746,"Brassicaceae"
"Arabidopsis cebennensis",203961,717729,"Brassicaceae"
"Arabidopsis halleri",75113,610747,"Brassicaceae"
"Arabidopsis thaliana",4341,83272,"Brassicaceae"
"Arabis allionii",75116,83276,"Brassicaceae"
"Arabis alpina",4342,83279,"Brassicaceae"
"Arabis auriculata",4343,83285,"Brassicaceae"
"Arabis caerulea",4348,83296,"Brassicaceae"
"Arabis caucasica",4350,83299,"Brassicaceae"
"Arabis ciliata",4351,83303,"Brassicaceae"
"Arabis collina",4352,83306,"Brassicaceae"
"Arabis hirsuta",4357,83332,"Brassicaceae"
"Arabis nova",4367,83359,"Brassicaceae"
"Arabis parvula",4369,610749,"Brassicaceae"
"Arabis planisiliqua",4374,83375,"Brassicaceae"
"Arabis sagittata",4385,83398,"Brassicaceae"
"Arabis scabra",4386,83402,"Brassicaceae"
"Arabis serpillifolia",4387,608824,"Brassicaceae"
"Arabis soyeri",4388,83409,"Brassicaceae"
"Arabis verna",4395,83422,"Brassicaceae"
"Araucaria araucana",4417,83465,"Araucariaceae"
"Araujia sericifera",4431,83469,"Apocynaceae"
"Arbutus unedo",4447,83481,"Ericaceae"
"Arceuthobium oxycedri",75165,83488,"Viscaceae"
"Arctium lappa",4489,83499,"Asteraceae"
"Arctium minus",4491,83502,"Asteraceae"
"Arctium nemorosum",4493,83503,"Asteraceae"
"Arctium tomentosum",4498,83507,"Asteraceae"
"Arctotheca calendula",4534,83529,"Asteraceae"
"Arenaria aggregata",75245,83535,"Caryophyllaceae"
"Arenaria balearica",75246,83541,"Caryophyllaceae"
"Arenaria bertolonii",75247,83545,"Caryophyllaceae"
"Arenaria biflora",4599,83546,"Caryophyllaceae"
"Arenaria ciliata",4602,83562,"Caryophyllaceae"
"Arenaria cinerea",75249,83563,"Caryophyllaceae"
"Arenaria controversa",75250,83565,"Caryophyllaceae"
"Arenaria grandiflora",75253,83584,"Caryophyllaceae"
"Arenaria hispida",75256,83588,"Caryophyllaceae"
"Arenaria leptoclados",4609,83596,"Caryophyllaceae"
"Arenaria ligericina",75260,83598,"Caryophyllaceae"
"Arenaria modesta",75264,83615,"Caryophyllaceae"
"Arenaria montana",4611,83617,"Caryophyllaceae"
"Arenaria provincialis",204357,83636,"Caryophyllaceae"
"Arenaria purpurascens",75267,83638,"Caryophyllaceae"
"Arenaria serpyllifolia",4614,83653,"Caryophyllaceae"
"Arenaria tetraquetra",75268,83669,"Caryophyllaceae"
"Argentina anserina",64234,83714,"Rosaceae"
"Argyrolobium zanonii",4689,83722,"Fabaceae"
"Arisarum vulgare",4700,83755,"Araceae"
"Aristolochia clematitis",75335,83777,"Aristolochiaceae"
"Aristolochia clusii",5029,83778,"Aristolochiaceae"
"Aristolochia pallida",5054,83789,"Aristolochiaceae"
"Aristolochia paucinervis",5056,83790,"Aristolochiaceae"
"Aristolochia pistolochia",5058,83791,"Aristolochiaceae"
"Aristolochia rotunda",5060,83793,"Aristolochiaceae"
"Aristolochia tyrrhena",5069,83796,"Aristolochiaceae"
"Armeria alpina",5078,83808,"Plumbaginaceae"
"Armeria arenaria",5080,83809,"Plumbaginaceae"
"Armeria belgenciensis",406761,83810,"Plumbaginaceae"
"Armeria bubanii",406764,83811,"Plumbaginaceae"
"Armeria girardii",75371,83823,"Plumbaginaceae"
"Armeria leucocephala",75372,83827,"Plumbaginaceae"
"Armeria maritima",5085,83832,"Plumbaginaceae"
"Armeria muelleri",406800,83836,"Plumbaginaceae"
"Armeria multiceps",75374,83837,"Plumbaginaceae"
"Armeria pubinervis",406804,83843,"Plumbaginaceae"
"Armeria pungens",5088,83844,"Plumbaginaceae"
"Armeria ruscinonensis",406809,83847,"Plumbaginaceae"
"Armeria soleirolii",75377,83852,"Plumbaginaceae"
"Armoracia rusticana",5093,83866,"Brassicaceae"
"Arnica montana",5104,83874,"Asteraceae"
"Arnoseris minima",5107,83890,"Asteraceae"
"Arrhenatherum elatius",5134,83912,"Poaceae"
"Artedia squamata",5153,160518,"Apiaceae"
"Artemisia absinthium",5155,83933,"Asteraceae"
"Artemisia alba",65720,83934,"Asteraceae"
"Artemisia annua",5160,83938,"Asteraceae"
"Artemisia arborescens",5162,83941,"Asteraceae"
"Artemisia armeniaca",5167,83943,"Asteraceae"
"Artemisia atrata",75411,83945,"Asteraceae"
"Artemisia biennis",5172,83949,"Asteraceae"
"Artemisia borealis",75413,83951,"Asteraceae"
"Artemisia caerulescens",75414,83952,"Asteraceae"
"Artemisia campestris",5176,83953,"Asteraceae"
"Artemisia chamaemelifolia",75416,83958,"Asteraceae"
"Artemisia genipi",5188,83973,"Asteraceae"
"Artemisia glacialis",75422,83974,"Asteraceae"
"Artemisia insipida",75424,83992,"Asteraceae"
"Artemisia maritima",5209,84003,"Asteraceae"
"Artemisia molinieri",75435,84005,"Asteraceae"
"Artemisia pontica",5225,84021,"Asteraceae"
"Artemisia scoparia",5235,84037,"Asteraceae"
"Artemisia umbelliformis",5253,84053,"Asteraceae"
"Artemisia verlotiorum",5255,84057,"Asteraceae"
"Artemisia vulgaris",5257,84061,"Asteraceae"
"Arum cylindraceum",5390,84100,"Araceae"
"Arum italicum",5392,84110,"Araceae"
"Arum maculatum",5393,84112,"Araceae"
"Arum pictum",75492,84120,"Araceae"
"Aruncus dioicus",5395,84135,"Rosaceae"
"Arundo donaciformis",406999,788856,"Poaceae"
"Arundo donax",5471,84173,"Poaceae"
"Arundo micrantha",407006,84195,"Poaceae"
"Asarina procumbens",5482,84229,"Plantaginaceae"
"Asarum europaeum",5485,84230,"Asaraceae"
"Asclepias syriaca",5512,84251,"Apocynaceae"
"Asparagus acutifolius",5526,84264,"Asparagaceae"
"Asparagus albus",5529,84265,"Asparagaceae"
"Asparagus asparagoides",5531,84269,"Asparagaceae"
"Asparagus maritimus",75574,84277,"Asparagaceae"
"Asparagus officinalis",5540,84279,"Asparagaceae"
"Asparagus tenuifolius",65762,84286,"Asparagaceae"
"Asperugo procumbens",5554,84290,"Boraginaceae"
"Asperula aristata",5555,84296,"Rubiaceae"
"Asperula arvensis",5556,84297,"Rubiaceae"
"Asperula cynanchica",5558,84306,"Rubiaceae"
"Asperula hexaphylla",75583,84310,"Rubiaceae"
"Asperula hirta",75584,84311,"Rubiaceae"
"Asperula laevigata",5562,84312,"Rubiaceae"
"Asperula purpurea",5567,84319,"Rubiaceae"
"Asperula taurina",5569,84328,"Rubiaceae"
"Asperula tinctoria",5570,84330,"Rubiaceae"
"Asphodelus albus",5575,84338,"Asphodelaceae"
"Asphodelus ayardii",75592,84343,"Asphodelaceae"
"Asphodelus cerasiferus",75593,84345,"Asphodelaceae"
"Asphodelus fistulosus",5576,84355,"Asphodelaceae"
"Asphodelus macrocarpus",282848,84362,"Asphodelaceae"
"Asphodelus ramosus",5579,84372,"Asphodelaceae"
"Asplenium adiantum-nigrum",5634,84458,"Aspleniaceae"
"Asplenium balearicum",75627,84466,"Aspleniaceae"
"Asplenium ceterach",5649,84472,"Aspleniaceae"
"Asplenium cuneifolium",5653,84476,"Aspleniaceae"
"Asplenium fissum",5657,84483,"Aspleniaceae"
"Asplenium jahandiezii",205337,84494,"Aspleniaceae"
"Asplenium marinum",5672,84501,"Aspleniaceae"
"Asplenium obovatum",5679,84511,"Aspleniaceae"
"Asplenium onopteris",5682,84513,"Aspleniaceae"
"Asplenium petrarchae",75684,84514,"Aspleniaceae"
"Asplenium ruta-muraria",5690,84521,"Aspleniaceae"
"Asplenium sagittatum",75702,84522,"Aspleniaceae"
"Asplenium scolopendrium",5693,84524,"Aspleniaceae"
"Asplenium seelosii",5694,84525,"Aspleniaceae"
"Asplenium septentrionale",5695,84526,"Aspleniaceae"
"Asplenium trichomanes",5703,84534,"Aspleniaceae"
"Asplenium viride",5707,84540,"Aspleniaceae"
"Aster alpinus",5718,84622,"Asteraceae"
"Aster amellus",5720,84626,"Asteraceae"
"Aster pyrenaeus",75736,84699,"Asteraceae"
"Asteriscus aquaticus",5784,84738,"Asteraceae"
"Astragalus alopecuroides",283547,84790,"Fabaceae"
"Astragalus alopecurus",5807,84791,"Fabaceae"
"Astragalus alpinus",5808,84792,"Fabaceae"
"Astragalus ankylotus",283562,610849,"Fabaceae"
"Astragalus asterias",283577,717091,"Fabaceae"
"Astragalus australis",5817,84800,"Fabaceae"
"Astragalus austriacus",75782,84801,"Fabaceae"
"Astragalus baionensis",75783,84802,"Fabaceae"
"Astragalus boeticus",5820,84805,"Fabaceae"
"Astragalus cicer",5826,84817,"Fabaceae"
"Astragalus crenatus",283679,717092,"Fabaceae"
"Astragalus danicus",5833,84828,"Fabaceae"
"Astragalus depressus",75800,84831,"Fabaceae"
"Astragalus echinatus",5835,84834,"Fabaceae"
"Astragalus frigidus",5840,84839,"Fabaceae"
"Astragalus glaux",75810,84842,"Fabaceae"
"Astragalus glycyphyllos",5849,84843,"Fabaceae"
"Astragalus hamosus",5851,84846,"Fabaceae"
"Astragalus hypoglottis",75815,84852,"Fabaceae"
"Astragalus incanus",75816,84853,"Fabaceae"
"Astragalus leontinus",75824,84859,"Fabaceae"
"Astragalus monspessulanus",5868,84869,"Fabaceae"
"Astragalus odoratus",5877,84875,"Fabaceae"
"Astragalus onobrychis",5878,84876,"Fabaceae"
"Astragalus penduliflorus",5883,84882,"Fabaceae"
"Astragalus scorpioides",75842,84895,"Fabaceae"
"Astragalus sempervirens",75843,84897,"Fabaceae"
"Astragalus sesameus",75845,84900,"Fabaceae"
"Astragalus stella",75852,84904,"Fabaceae"
"Astragalus tragacantha",5906,84910,"Fabaceae"
"Astragalus tribuloides",65849,610850,"Fabaceae"
"Astragalus vesicarius",65851,84920,"Fabaceae"
"Astrantia major",5917,84936,"Apiaceae"
"Astrantia minor",75869,84937,"Apiaceae"
"Athamanta cretensis",5991,84962,"Apiaceae"
"Athyrium filix-femina",6006,84999,"Athyriaceae"
"Atocion armeria",407550,85017,"Caryophyllaceae"
"Atocion rupestre",407554,717731,"Caryophyllaceae"
"Atractylis cancellata",6026,85020,"Asteraceae"
"Atractylis humilis",6028,85023,"Asteraceae"
"Atriplex glabriuscula",6085,85063,"Amaranthaceae"
"Atriplex halimus",6088,85068,"Amaranthaceae"
"Atriplex hortensis",6091,85075,"Amaranthaceae"
"Atriplex laciniata",6101,85079,"Amaranthaceae"
"Atriplex littoralis",6114,85083,"Amaranthaceae"
"Atriplex longipes",6116,85084,"Amaranthaceae"
"Atriplex micrantha",6119,85089,"Amaranthaceae"
"Atriplex oblongifolia",6131,85099,"Amaranthaceae"
"Atriplex patula",6142,85102,"Amaranthaceae"
"Atriplex prostrata",6152,85112,"Amaranthaceae"
"Atriplex rosea",6161,85114,"Amaranthaceae"
"Atriplex tatarica",6178,85132,"Amaranthaceae"
"Aubrieta deltoidea",6208,85170,"Brassicaceae"
"Aucuba japonica",6215,85174,"Garryaceae"
"Aurinia petraea",6270,85185,"Brassicaceae"
"Aurinia saxatilis",6272,85186,"Brassicaceae"
"Avena barbata",6328,85208,"Poaceae"
"Avena brevis",6329,85211,"Poaceae"
"Avena fatua",6335,85250,"Poaceae"
"Avena nuda",6339,85323,"Poaceae"
"Avena sativa",6342,85357,"Poaceae"
"Avena sterilis",6344,85374,"Poaceae"
"Avena strigosa",6345,85378,"Poaceae"
"Azolla filiculoides",6471,85469,"Salviniaceae"
"Baccharis halimifolia",6528,85474,"Asteraceae"
"Baldellia ranunculoides",6655,85486,"Alismataceae"
"Baldellia repens",6656,718909,"Alismataceae"
"Ballota nigra",6666,85502,"Lamiaceae"
"Barbarea bracteosa",6896,85531,"Brassicaceae"
"Barbarea intermedia",6898,85536,"Brassicaceae"
"Barbarea rupicola",76309,85550,"Brassicaceae"
"Barbarea stricta",6901,85553,"Brassicaceae"
"Barbarea verna",6902,85555,"Brassicaceae"
"Barbarea vulgaris",6903,761965,"Brassicaceae"
"Bartsia alpina",6930,85602,"Orobanchaceae"
"Bassia hyssopifolia",6954,85627,"Amaranthaceae"
"Bassia laniflora",6955,85628,"Amaranthaceae"
"Bassia prostrata",6960,85629,"Amaranthaceae"
"Bassia scoparia",6962,85631,"Amaranthaceae"
"Bellardia trixago",7166,85703,"Orobanchaceae"
"Bellardia viscosa",408199,85704,"Orobanchaceae"
"Bellevalia ciliata",76474,85708,"Asparagaceae"
"Bellevalia romana",76477,945634,"Asparagaceae"
"Bellevalia trifoliata",76480,85715,"Asparagaceae"
"Bellis annua",7172,85728,"Asteraceae"
"Bellis perennis",7173,85740,"Asteraceae"
"Bellis sylvestris",7174,85745,"Asteraceae"
"Bellium bellidioides",76486,85747,"Asteraceae"
"Berardia lanuginosa",208715,85759,"Asteraceae"
"Berberis aetnensis",7190,85761,"Berberidaceae"
"Berberis aquifolium",7193,85763,"Berberidaceae"
"Berberis thunbergii",7226,85773,"Berberidaceae"
"Berberis vulgaris",7230,85774,"Berberidaceae"
"Bergenia crassifolia",7237,85779,"Saxifragaceae"
"Berteroa incana",7285,85795,"Brassicaceae"
"Berula erecta",7297,85798,"Apiaceae"
"Beta macrocarpa",7307,85811,"Amaranthaceae"
"Beta trigyna",7313,85819,"Amaranthaceae"
"Beta vulgaris",7314,85820,"Amaranthaceae"
"Betula nana",7350,85897,"Betulaceae"
"Betula pendula",7356,85903,"Betulaceae"
"Betula pubescens",7359,85904,"Betulaceae"
"Bidens aurea",66015,85940,"Asteraceae"
"Bidens bipinnata",7385,608062,"Asteraceae"
"Bidens cernua",7387,85946,"Asteraceae"
