"CD_REF_vasc_2018","Nom.scientifique_vasc_2018","CD_REF","LB_NOM","FAMILLE","taxonomy"
114226,"Poa glauca Vahl, 1790",114226,"Poa glauca","Poaceae","unchanged"
114243,"Poa hybrida Gaudin, 1808",114243,"Poa hybrida","Poaceae","unchanged"
114247,"Poa infirma Kunth, 1816",114247,"Poa infirma","Poaceae","unchanged"
114262,"Poa laxa Haenke, 1791",114262,"Poa laxa","Poaceae","unchanged"
114287,"Poa minor Gaudin, 1808",114287,"Poa minor","Poaceae","unchanged"
114289,"Poa molinerii Balb., 1801",114289,"Poa molinerii","Poaceae","unchanged"
114297,"Poa nemoralis L., 1753",114297,"Poa nemoralis","Poaceae","unchanged"
114312,"Poa palustris L., 1759",114312,"Poa palustris","Poaceae","unchanged"
114321,"Poa perconcinna J.R.Edm., 1978",114321,"Poa perconcinna","Poaceae","unchanged"
114332,"Poa pratensis L., 1753",114332,"Poa pratensis","Poaceae","unchanged"
114398,"Poa supina Schrad., 1806",114398,"Poa supina","Poaceae","unchanged"
114416,"Poa trivialis L., 1753",114416,"Poa trivialis","Poaceae","unchanged"
114468,"Podospermum laciniatum (L.) DC., 1805",114468,"Podospermum laciniatum","Asteraceae","unchanged"
717855,"Podospermum purpureum (L.) W.D.J.Koch & Ziz",717855,"Podospermum purpureum","Asteraceae","unchanged"
611645,"Podranea ricasoliana (Tanfani) Sprague, 1904",611645,"Podranea ricasoliana","Bignoniaceae","unchanged"
114480,"Polemonium caeruleum L., 1753",114480,"Polemonium caeruleum","Polemoniaceae","unchanged"
114515,"Polycarpon polycarpoides (Biv.) Zodda, 1908",NA,NA,NA,"species_removed"
114517,"Polycarpon tetraphyllum (L.) L., 1759",114517,"Polycarpon tetraphyllum","Caryophyllaceae","unchanged"
114519,"Polycnemum arvense L., 1753",114519,"Polycnemum arvense","Amaranthaceae","unchanged"
114520,"Polycnemum majus A.Braun, 1841",114520,"Polycnemum majus","Amaranthaceae","unchanged"
114522,"Polygala alpestris Rchb., 1823",114522,"Polygala alpestris","Polygalaceae","unchanged"
114523,"Polygala alpina (DC.) Steud., 1821",114523,"Polygala alpina","Polygalaceae","unchanged"
114526,"Polygala amarella Crantz, 1769",114526,"Polygala amarella","Polygalaceae","unchanged"
114539,"Polygala calcarea F.W.Schultz, 1837",114539,"Polygala calcarea","Polygalaceae","unchanged"
114545,"Polygala comosa Schkuhr, 1796",114545,"Polygala comosa","Polygalaceae","unchanged"
114548,"Polygala curtissii A.Gray, 1867",114548,"Polygala curtissii","Polygalaceae","unchanged"
114554,"Polygala exilis DC., 1813",114554,"Polygala exilis","Polygalaceae","unchanged"
114569,"Polygala monspeliaca L., 1753",114569,"Polygala monspeliaca","Polygalaceae","unchanged"
114572,"Polygala myrtifolia L., 1753",114572,"Polygala myrtifolia","Polygalaceae","unchanged"
114573,"Polygala nicaeensis Risso ex W.D.J.Koch, 1830",114573,"Polygala nicaeensis","Polygalaceae","unchanged"
114579,"Polygala pedemontana Perrier & B.Verl., 1863",114579,"Polygala pedemontana","Polygalaceae","unchanged"
114586,"Polygala rupestris Pourr., 1788",114586,"Polygala rupestris","Polygalaceae","unchanged"
114589,"Polygala serpyllifolia Hose, 1797",114589,"Polygala serpyllifolia","Polygalaceae","unchanged"
114595,"Polygala vulgaris L., 1753",114595,"Polygala vulgaris","Polygalaceae","unchanged"
847197,"Polygaloides chamaebuxus (L.) O.Schwarz, 1949",847197,"Polygaloides chamaebuxus","Polygalaceae","unchanged"
114611,"Polygonatum multiflorum (L.) All., 1785",114611,"Polygonatum multiflorum","Asparagaceae","unchanged"
114612,"Polygonatum odoratum (Mill.) Druce, 1906",114612,"Polygonatum odoratum","Asparagaceae","unchanged"
114616,"Polygonatum verticillatum (L.) All., 1785",114616,"Polygonatum verticillatum","Asparagaceae","unchanged"
114654,"Polygonum arenarium Waldst. & Kit., 1802",114654,"Polygonum arenarium","Polygonaceae","unchanged"
114658,"Polygonum aviculare L., 1753",114658,"Polygonum aviculare","Polygonaceae","unchanged"
114660,"Polygonum bellardii All., 1785",114660,"Polygonum bellardii","Polygonaceae","unchanged"
114779,"Polygonum maritimum L., 1753",114779,"Polygonum maritimum","Polygonaceae","unchanged"
114844,"Polygonum raii Bab., 1836",114844,"Polygonum raii","Polygonaceae","unchanged"
114854,"Polygonum robertii Loisel., 1827",114854,"Polygonum robertii","Polygonaceae","unchanged"
114856,"Polygonum romanum Jacq., 1768",114856,"Polygonum romanum","Polygonaceae","unchanged"
114870,"Polygonum scoparium Req. ex Loisel., 1827",114870,"Polygonum scoparium","Polygonaceae","unchanged"
114942,"Polypodium cambricum L., 1753",114942,"Polypodium cambricum","Polypodiaceae","unchanged"
114972,"Polypodium interjectum Shivas, 1961",114972,"Polypodium interjectum","Polypodiaceae","unchanged"
115016,"Polypodium vulgare L., 1753",115016,"Polypodium vulgare","Polypodiaceae","unchanged"
115025,"Polypogon maritimus Willd., 1801",115025,"Polypogon maritimus","Poaceae","unchanged"
115027,"Polypogon monspeliensis (L.) Desf., 1798",115027,"Polypogon monspeliensis","Poaceae","unchanged"
115030,"Polypogon subspathaceus Req., 1825",115030,"Polypogon subspathaceus","Poaceae","unchanged"
115031,"Polypogon viridis (Gouan) Breistr., 1966",115031,"Polypogon viridis","Poaceae","unchanged"
115041,"Polystichum aculeatum (L.) Roth, 1799",115041,"Polystichum aculeatum","Dryopteridaceae","unchanged"
115046,"Polystichum braunii (Spenn.) F�e, 1852",115046,"Polystichum braunii","Dryopteridaceae","unchanged"
115061,"Polystichum lonchitis (L.) Roth, 1799",115061,"Polystichum lonchitis","Dryopteridaceae","unchanged"
115076,"Polystichum setiferum (Forssk.) T.Moore ex Woyn., 1913",115076,"Polystichum setiferum","Dryopteridaceae","unchanged"
115096,"Pontederia cordata L., 1753",115096,"Pontederia cordata","Pontederiaceae","unchanged"
115110,"Populus alba L., 1753",115110,"Populus alba","Salicaceae","unchanged"
115113,"Populus balsamifera L., 1753",115113,"Populus balsamifera","Salicaceae","unchanged"
115122,"Populus deltoides Bartram ex Marshall, 1785",115122,"Populus deltoides","Salicaceae","unchanged"
115145,"Populus nigra L., 1753",115145,"Populus nigra","Salicaceae","unchanged"
115156,"Populus tremula L., 1753",115156,"Populus tremula","Salicaceae","unchanged"
717431,"Portulaca cypria Danin, 2008",115215,"Portulaca oleracea","Portulacaceae","name_changed"
717432,"Portulaca granulatostellulata (Poelln.) Ricceri & Arrigoni, 2000",115215,"Portulaca oleracea","Portulacaceae","name_changed"
717433,"Portulaca nitida (Danin & H.G.Baker) Ricceri & Arrigoni, 2000",115215,"Portulaca oleracea","Portulacaceae","name_changed"
115215,"Portulaca oleracea L., 1753",115215,"Portulaca oleracea","Portulacaceae","unchanged"
717434,"Portulaca papillatostellulata (Danin & H.G.Baker) Danin, 2006",115215,"Portulaca oleracea","Portulacaceae","name_changed"
717435,"Portulaca sardoa Danin, Bagella & Marossu, 2012",115215,"Portulaca oleracea","Portulacaceae","name_changed"
115218,"Portulaca sativa Haw., 1803",115215,"Portulaca oleracea","Portulacaceae","name_changed"
717436,"Portulaca trituberculata Danin, Domina & Raimondo, 2008",115215,"Portulaca oleracea","Portulacaceae","name_changed"
115222,"Posidonia oceanica (L.) Delile, 1813",115222,"Posidonia oceanica","Posidoniaceae","unchanged"
115226,"Potamogeton acutifolius Link, 1818",115226,"Potamogeton acutifolius","Potamogetonaceae","unchanged"
115228,"Potamogeton alpinus Balb., 1804",115228,"Potamogeton alpinus","Potamogetonaceae","unchanged"
115233,"Potamogeton berchtoldii Fieber, 1838",115233,"Potamogeton berchtoldii","Potamogetonaceae","unchanged"
115237,"Potamogeton coloratus Hornem., 1813",115237,"Potamogeton coloratus","Potamogetonaceae","unchanged"
115240,"Potamogeton compressus L., 1753",115240,"Potamogeton compressus","Potamogetonaceae","unchanged"
115245,"Potamogeton crispus L., 1753",115245,"Potamogeton crispus","Potamogetonaceae","unchanged"
115256,"Potamogeton friesii Rupr., 1845",115256,"Potamogeton friesii","Potamogetonaceae","unchanged"
115258,"Potamogeton gramineus L., 1753",115258,"Potamogeton gramineus","Potamogetonaceae","unchanged"
115270,"Potamogeton lucens L., 1753",115270,"Potamogeton lucens","Potamogetonaceae","unchanged"
115280,"Potamogeton natans L., 1753",115280,"Potamogeton natans","Potamogetonaceae","unchanged"
115282,"Potamogeton nodosus Poir., 1816",115282,"Potamogeton nodosus","Potamogetonaceae","unchanged"
115286,"Potamogeton obtusifolius Mert. & W.D.J.Koch, 1823",115286,"Potamogeton obtusifolius","Potamogetonaceae","unchanged"
115296,"Potamogeton perfoliatus L., 1753",115296,"Potamogeton perfoliatus","Potamogetonaceae","unchanged"
115301,"Potamogeton polygonifolius Pourr., 1788",115301,"Potamogeton polygonifolius","Potamogetonaceae","unchanged"
115302,"Potamogeton praelongus Wulfen, 1805",115302,"Potamogeton praelongus","Potamogetonaceae","unchanged"
115305,"Potamogeton pusillus L., 1753",115305,"Potamogeton pusillus","Potamogetonaceae","unchanged"
115310,"Potamogeton rutilus Wolfg., 1827",115310,"Potamogeton rutilus","Potamogetonaceae","unchanged"
717857,"Potamogeton schweinfurthii A.Benn., 1901",717857,"Potamogeton schweinfurthii","Potamogetonaceae","unchanged"
115326,"Potamogeton trichoides Cham. & Schltdl., 1827",115326,"Potamogeton trichoides","Potamogetonaceae","unchanged"
115395,"Potentilla alba L., 1753",115395,"Potentilla alba","Rosaceae","unchanged"
608803,"Potentilla alchemilloides Lapeyr., 1782",115397,"Potentilla alchimilloides","Rosaceae","name_changed"
611470,"Potentilla alsatica T.Gregor, 2004",611470,"Potentilla alsatica","Rosaceae","unchanged"
115400,"Potentilla anglica Laichard., 1790",115400,"Potentilla anglica","Rosaceae","unchanged"
115407,"Potentilla argentea L., 1753",115407,"Potentilla argentea","Rosaceae","unchanged"
115414,"Potentilla aurea L., 1756",115414,"Potentilla aurea","Rosaceae","unchanged"
115425,"Potentilla brauneana Hoppe, 1804",115425,"Potentilla brauneana","Rosaceae","unchanged"
115431,"Potentilla caulescens L., 1756",115431,"Potentilla caulescens","Rosaceae","unchanged"
115437,"Potentilla cinerea Chaix ex Vill., 1779",115437,"Potentilla cinerea","Rosaceae","unchanged"
115449,"Potentilla crantzii (Crantz) Beck ex Fritsch, 1897",115449,"Potentilla crantzii","Rosaceae","unchanged"
115452,"Potentilla crassinervia Viv., 1825",115452,"Potentilla crassinervia","Rosaceae","unchanged"
115458,"Potentilla delphinensis Gren. & Godr., 1848",115458,"Potentilla delphinensis","Rosaceae","unchanged"
115470,"Potentilla erecta (L.) R�usch., 1797",115470,"Potentilla erecta","Rosaceae","unchanged"
115474,"Potentilla fagineicola Lamotte, 1877",115474,"Potentilla fagineicola","Rosaceae","unchanged"
115486,"Potentilla frigida Vill., 1788",115486,"Potentilla frigida","Rosaceae","unchanged"
115498,"Potentilla grandiflora L., 1753",115498,"Potentilla grandiflora","Rosaceae","unchanged"
115509,"Potentilla heptaphylla L., 1755",115509,"Potentilla heptaphylla","Rosaceae","unchanged"
115515,"Potentilla hirta L., 1753",115515,"Potentilla hirta","Rosaceae","unchanged"
115519,"Potentilla inaperta Jord., 1849",115519,"Potentilla inaperta","Rosaceae","unchanged"
717858,"Potentilla incana Zimmeter",115693,"Potentilla velutina","Rosaceae","name_changed"
115526,"Potentilla inclinata Vill., 1788",115526,"Potentilla inclinata","Rosaceae","unchanged"
115527,"Potentilla indica (Andrews) Th.Wolf, 1904",115527,"Potentilla indica","Rosaceae","unchanged"
115530,"Potentilla intermedia L., 1767",115530,"Potentilla intermedia","Rosaceae","unchanged"
115737,"Potentilla mathonetii Jord., 1849",115737,"Potentilla mathonnetii","Rosaceae","unchanged"
115554,"Potentilla micrantha Ramond ex DC., 1805",115554,"Potentilla micrantha","Rosaceae","unchanged"
115560,"Potentilla montana Brot., 1804",115560,"Potentilla montana","Rosaceae","unchanged"
115563,"Potentilla multifida L., 1753",115563,"Potentilla multifida","Rosaceae","unchanged"
115566,"Potentilla neglecta Baumg., 1816",115566,"Potentilla neglecta","Rosaceae","unchanged"
115572,"Potentilla nitida L., 1756",115572,"Potentilla nitida","Rosaceae","unchanged"
115573,"Potentilla nivalis Lapeyr., 1782",115573,"Potentilla nivalis","Rosaceae","unchanged"
115574,"Potentilla nivea L., 1753",115574,"Potentilla nivea","Rosaceae","unchanged"
115575,"Potentilla norvegica L., 1753",115575,"Potentilla norvegica","Rosaceae","unchanged"
611467,"Potentilla pedata Willd. ex Hornem., 1815",611467,"Potentilla pedata","Rosaceae","unchanged"
115595,"Potentilla pensylvanica L., 1767",115595,"Potentilla pensylvanica","Rosaceae","unchanged"
115614,"Potentilla puberula Kra?an, 1867",115614,"Potentilla puberula","Rosaceae","unchanged"
115619,"Potentilla pyrenaica Ramond ex DC., 1805",115619,"Potentilla pyrenaica","Rosaceae","unchanged"
115620,"Potentilla recta L., 1753",115620,"Potentilla recta","Rosaceae","unchanged"
115624,"Potentilla reptans L., 1753",115624,"Potentilla reptans","Rosaceae","unchanged"
115637,"Potentilla saxifraga Ardoino ex De Not., 1848",115637,"Potentilla saxifraga","Rosaceae","unchanged"
115655,"Potentilla sterilis (L.) Garcke, 1856",115655,"Potentilla sterilis","Rosaceae","unchanged"
115669,"Potentilla supina L., 1753",115669,"Potentilla supina","Rosaceae","unchanged"
115678,"Potentilla thuringiaca Bernh. ex Link, 1822",115678,"Potentilla thuringiaca","Rosaceae","unchanged"
115687,"Potentilla valderia L., 1759",115687,"Potentilla valderia","Rosaceae","unchanged"
115693,"Potentilla velutina Lehm., 1835",115693,"Potentilla velutina","Rosaceae","unchanged"
115694,"Potentilla verna L., 1753",115694,"Potentilla verna","Rosaceae","unchanged"
115789,"Poterium sanguisorba L., 1753",115789,"Poterium sanguisorba","Rosaceae","unchanged"
115792,"Poterium verrucosum Link ex G.Don, 1832",115792,"Poterium verrucosum","Rosaceae","unchanged"
115797,"Prangos trifida (Mill.) Herrnst. & Heyn, 1977",115797,"Prangos trifida","Apiaceae","unchanged"
115800,"Prasium majus L., 1753",115800,"Prasium majus","Lamiaceae","unchanged"
115813,"Prenanthes purpurea L., 1753",115813,"Prenanthes purpurea","Asteraceae","unchanged"
115833,"Primula allionii Loisel., 1809",115833,"Primula allionii","Primulaceae","unchanged"
115865,"Primula elatior (L.) Hill, 1765",115865,"Primula elatior","Primulaceae","unchanged"
115868,"Primula farinosa L., 1753",115868,"Primula farinosa","Primulaceae","unchanged"
115873,"Primula halleri J.F.Gmel., 1775",115873,"Primula halleri","Primulaceae","unchanged"
115875,"Primula hirsuta All., 1773",115875,"Primula hirsuta","Primulaceae","unchanged"
115883,"Primula integrifolia L., 1753",115883,"Primula integrifolia","Primulaceae","unchanged"
115888,"Primula latifolia Lapeyr., 1813",115888,"Primula latifolia","Primulaceae","unchanged"
115891,"Primula lutea Vill., 1787",115891,"Primula lutea","Primulaceae","unchanged"
115893,"Primula marginata Curtis, 1792",115893,"Primula marginata","Primulaceae","unchanged"
115894,"Primula matthioli (L.) J.A.Richt., 1894",115894,"Primula matthioli","Primulaceae","unchanged"
115903,"Primula pedemontana E.Thomas ex Gaudin, 1828",115903,"Primula pedemontana","Primulaceae","unchanged"
115918,"Primula veris L., 1753",115918,"Primula veris","Primulaceae","unchanged"
115925,"Primula vulgaris Huds., 1762",115925,"Primula vulgaris","Primulaceae","unchanged"
115975,"Prospero autumnale (L.) Speta, 1982",115975,"Prospero autumnale","Asparagaceae","unchanged"
610864,"Prospero corsicum (Boullu) J.-M.Tison, 2006",610864,"Prospero corsicum","Asparagaceae","unchanged"
161781,"Prospero obtusifolium (Poir.) Speta, 1982",161781,"Prospero obtusifolium","Asparagaceae","unchanged"
115977,"Prospero pulchellum (Munby) Speta, 1982",115977,"Prospero pulchellum","Asparagaceae","unchanged"
115993,"Prunella grandiflora (L.) Scholler, 1775",1030499,"Prunella grandiflora","Lamiaceae","name_changed"
115994,"Prunella hastifolia Brot., 1804",115994,"Prunella hastifolia","Lamiaceae","unchanged"
115996,"Prunella hyssopifolia L., 1753",115996,"Prunella hyssopifolia","Lamiaceae","unchanged"
115998,"Prunella laciniata (L.) L., 1763",115998,"Prunella laciniata","Lamiaceae","unchanged"
116012,"Prunella vulgaris L., 1753",116012,"Prunella vulgaris","Lamiaceae","unchanged"
116041,"Prunus armeniaca L., 1753",116041,"Prunus armeniaca","Rosaceae","unchanged"
116043,"Prunus avium (L.) L., 1755",116043,"Prunus avium","Rosaceae","unchanged"
116050,"Prunus brigantina Vill., 1786",116050,"Prunus brigantina","Rosaceae","unchanged"
116053,"Prunus cerasifera Ehrh., 1784",116053,"Prunus cerasifera","Rosaceae","unchanged"
116054,"Prunus cerasus L., 1753",116054,"Prunus cerasus","Rosaceae","unchanged"
116067,"Prunus domestica L., 1753",116067,"Prunus domestica","Rosaceae","unchanged"
116068,"Prunus dulcis (Mill.) D.A.Webb, 1967",116068,"Prunus dulcis","Rosaceae","unchanged"
116089,"Prunus laurocerasus L., 1753",116089,"Prunus laurocerasus","Rosaceae","unchanged"
116093,"Prunus lusitanica L., 1753",116093,"Prunus lusitanica","Rosaceae","unchanged"
116096,"Prunus mahaleb L., 1753",116096,"Prunus mahaleb","Rosaceae","unchanged"
116109,"Prunus padus L., 1753",116109,"Prunus padus","Rosaceae","unchanged"
116112,"Prunus persica (L.) Batsch, 1801",116112,"Prunus persica","Rosaceae","unchanged"
116117,"Prunus prostrata Labill., 1791",116117,"Prunus prostrata","Rosaceae","unchanged"
116137,"Prunus serotina Ehrh., 1784",116137,"Prunus serotina","Rosaceae","unchanged"
116142,"Prunus spinosa L., 1753",116142,"Prunus spinosa","Rosaceae","unchanged"
116155,"Prunus virginiana L., 1753",116155,"Prunus virginiana","Rosaceae","unchanged"
116192,"Pseudarrhenatherum longifolium (Thore) Rouy, 1922",116192,"Pseudarrhenatherum longifolium","Poaceae","unchanged"
116197,"Pseudofumaria alba (Mill.) Lid�n, 1986",116197,"Pseudo-fumaria alba","Papaveraceae","unchanged"
116198,"Pseudofumaria lutea (L.) Borkh., 1797",116198,"Pseudo-fumaria lutea","Papaveraceae","unchanged"
116202,"Pseudognaphalium undulatum (L.) Hilliard & Burtt, 1981",116202,"Pseudognaphalium undulatum","Asteraceae","unchanged"
116206,"Pseudorchis albida (L.) �.L�ve & D.L�ve, 1969",116206,"Pseudorchis albida","Orchidaceae","unchanged"
116210,"Pseudorlaya pumila (L.) Grande, 1925",116210,"Pseudorlaya pumila","Apiaceae","unchanged"
717437,"Pseudosclerochloa rupestris (With.) Tzvelev, 2004",717437,"Pseudosclerochloa rupestris","Poaceae","unchanged"
116216,"Pseudotsuga menziesii (Mirb.) Franco, 1950",116216,"Pseudotsuga menziesii","Pinaceae","unchanged"
717438,"Pseudoturritis turrita (L.) Al-Shehbaz, 2005",717438,"Pseudoturritis turrita","Brassicaceae","unchanged"
116225,"Psilurus incurvus (Gouan) Schinz & Thell., 1913",116225,"Psilurus incurvus","Poaceae","unchanged"
610865,"Psychine stylosa Desf., 1798",610865,"Psychine stylosa","Brassicaceae","unchanged"
116263,"Ptelea trifoliata L., 1753",116263,"Ptelea trifoliata","Rutaceae","unchanged"
116265,"Pteridium aquilinum (L.) Kuhn, 1879",116265,"Pteridium aquilinum","Dennstaedtiaceae","unchanged"
116272,"Pteris cretica L., 1767",116272,"Pteris cretica","Pteridaceae","unchanged"
116285,"Pteris vittata L., 1753",116285,"Pteris vittata","Pteridaceae","unchanged"
116289,"Pterocarya fraxinifolia (Poir.) Spach, 1834",116289,"Pterocarya fraxinifolia","Juglandaceae","unchanged"
116297,"Pteroselinum austriacum (Jacq.) Rchb., 1832",116297,"Pteroselinum austriacum","Apiaceae","unchanged"
116323,"Ptilostemon casabonae (L.) Greuter, 1967",116323,"Ptilostemon casabonae","Asteraceae","unchanged"
116324,"Ptilostemon gnaphaloides (Cirillo) Soj�k, 1962",116324,"Ptilostemon gnaphaloides","Asteraceae","unchanged"
116339,"Ptychotis saxifraga (L.) Loret & Barrandon, 1876",116339,"Ptychotis saxifraga","Apiaceae","unchanged"
761901,"Puccinellia distans (Jacq.) Parl., 1848",761901,"Puccinellia distans","Poaceae","unchanged"
116349,"Puccinellia fasciculata (Torr.) E.P.Bicknell, 1907",116349,"Puccinellia fasciculata","Poaceae","unchanged"
116350,"Puccinellia festuciformis (Host) Parl., 1850",116350,"Puccinellia festuciformis","Poaceae","unchanged"
116354,"Puccinellia maritima (Huds.) Parl., 1850",116354,"Puccinellia maritima","Poaceae","unchanged"
116392,"Pulicaria dysenterica (L.) Bernh., 1800",116392,"Pulicaria dysenterica","Asteraceae","unchanged"
116396,"Pulicaria odora (L.) Rchb., 1831",116396,"Pulicaria odora","Asteraceae","unchanged"
116401,"Pulicaria sicula (L.) Moris, 1843",116401,"Pulicaria sicula","Asteraceae","unchanged"
116405,"Pulicaria vulgaris Gaertn., 1791",116405,"Pulicaria vulgaris","Asteraceae","unchanged"
116407,"Pulmonaria affinis Jord., 1854",116407,"Pulmonaria affinis","Boraginaceae","unchanged"
116411,"Pulmonaria angustifolia L., 1753",116412,"Pulmonaria australis","Boraginaceae","name_changed"
116416,"Pulmonaria longifolia (Bastard) Boreau, 1857",116416,"Pulmonaria longifolia","Boraginaceae","unchanged"
116418,"Pulmonaria mollis Wulfen ex Hornem., 1813",116418,"Pulmonaria mollis","Boraginaceae","unchanged"
116419,"Pulmonaria montana Lej., 1811",116419,"Pulmonaria montana","Boraginaceae","unchanged"
116421,"Pulmonaria obscura Dumort., 1865",116421,"Pulmonaria obscura","Boraginaceae","unchanged"
116422,"Pulmonaria officinalis L., 1753",116422,"Pulmonaria officinalis","Boraginaceae","unchanged"
116426,"Pulmonaria saccharata Mill., 1768",969890,"Pulmonaria hirta","Boraginaceae","name_changed"
447462,"Punica granatum L., 1753",447462,"Punica granatum","Lythraceae","unchanged"
116485,"Pyracantha coccinea M.Roem., 1847",116485,"Pyracantha coccinea","Rosaceae","unchanged"
116531,"Pyrola chlorantha Sw., 1810",116531,"Pyrola chlorantha","Ericaceae","unchanged"
116542,"Pyrola media Sw., 1804",116542,"Pyrola media","Ericaceae","unchanged"
116543,"Pyrola minor L., 1753",116543,"Pyrola minor","Ericaceae","unchanged"
116547,"Pyrola rotundifolia L., 1753",116547,"Pyrola rotundifolia","Ericaceae","unchanged"
116574,"Pyrus communis L., 1753",116574,"Pyrus communis","Rosaceae","unchanged"
116576,"Pyrus cordata Desv., 1818",116576,"Pyrus cordata","Rosaceae","unchanged"
116594,"Pyrus nivalis Jacq., 1774",116594,"Pyrus nivalis","Rosaceae","unchanged"
116610,"Pyrus spinosa Forssk., 1775",116610,"Pyrus spinosa","Rosaceae","unchanged"
116633,"Quamoclit coccinea (L.) Moench, 1794",103678,"Ipomoea coccinea","Convolvulaceae","name_changed"
116670,"Quercus cerris L., 1753",116670,"Quercus cerris","Fagaceae","unchanged"
116672,"Quercus coccifera L., 1753",116672,"Quercus coccifera","Fagaceae","unchanged"
116677,"Quercus crenata Lam., 1785",116677,"Quercus crenata","Fagaceae","unchanged"
116704,"Quercus ilex L., 1753",116704,"Quercus ilex","Fagaceae","unchanged"
116708,"Quercus ithaburensis Decne., 1835",116708,"Quercus ithaburensis","Fagaceae","unchanged"
116740,"Quercus palustris M�nchh., 1770",116740,"Quercus palustris","Fagaceae","unchanged"
521658,"Quercus petraea Liebl., 1784",521658,"Quercus petraea","Fagaceae","unchanged"
116751,"Quercus pubescens Willd., 1805",116751,"Quercus pubescens","Fagaceae","unchanged"
116754,"Quercus pyrenaica Willd., 1805",116754,"Quercus pyrenaica","Fagaceae","unchanged"
116759,"Quercus robur L., 1753",116759,"Quercus robur","Fagaceae","unchanged"
116762,"Quercus rubra L., 1753",116762,"Quercus rubra","Fagaceae","unchanged"
116774,"Quercus suber L., 1753",116774,"Quercus suber","Fagaceae","unchanged"
116870,"Radiola linoides Roth, 1788",106330,"Linum radiola","Linaceae","name_changed"
116876,"Ramonda myconi (L.) Rchb., 1831",116876,"Ramonda myconi","Gesneriaceae","unchanged"
116902,"Ranunculus aconitifolius L., 1753",116902,"Ranunculus aconitifolius","Ranunculaceae","unchanged"
116903,"Ranunculus acris L., 1753",116903,"Ranunculus acris","Ranunculaceae","unchanged"
116907,"Ranunculus aduncus Gren., 1847",116907,"Ranunculus aduncus","Ranunculaceae","unchanged"
116917,"Ranunculus alpestris L., 1753",116917,"Ranunculus alpestris","Ranunculaceae","unchanged"
116919,"Ranunculus amplexicaulis L., 1753",116919,"Ranunculus amplexicaulis","Ranunculaceae","unchanged"
116922,"Ranunculus angustifolius DC., 1808",116922,"Ranunculus angustifolius","Ranunculaceae","unchanged"
116928,"Ranunculus aquatilis L., 1753",116928,"Ranunculus aquatilis","Ranunculaceae","unchanged"
116932,"Ranunculus arvensis L., 1753",116932,"Ranunculus arvensis","Ranunculaceae","unchanged"
116936,"Ranunculus auricomus L., 1753",116936,"Ranunculus auricomus","Ranunculaceae","unchanged"
116948,"Ranunculus breyninus Crantz, 1763",116948,"Ranunculus breyninus","Ranunculaceae","unchanged"
116952,"Ranunculus bulbosus L., 1753",116952,"Ranunculus bulbosus","Ranunculaceae","unchanged"
116953,"Ranunculus bullatus L., 1753",116953,"Ranunculus bullatus","Ranunculaceae","unchanged"
116963,"Ranunculus canutii Coss. ex Ardoino, 1867",116963,"Ranunculus canutii","Ranunculaceae","unchanged"
116967,"Ranunculus carinthiacus Hoppe, 1826",116967,"Ranunculus carinthiacus","Ranunculaceae","unchanged"
717444,"Ranunculus caucasicus M.Bieb., 1808",717444,"Ranunculus caucasicus","Ranunculaceae","unchanged"
116979,"Ranunculus circinatus Sibth., 1794",116979,"Ranunculus circinatus","Ranunculaceae","unchanged"
116981,"Ranunculus clethraphilus Litard., 1909",116981,"Ranunculus clethrophilus","Ranunculaceae","unchanged"
116989,"Ranunculus cordiger Viv., 1824",116989,"Ranunculus cordiger","Ranunculaceae","unchanged"
117025,"Ranunculus flammula L., 1753",117025,"Ranunculus flammula","Ranunculaceae","unchanged"
117027,"Ranunculus fluitans Lam., 1779",117027,"Ranunculus fluitans","Ranunculaceae","unchanged"
117043,"Ranunculus glacialis L., 1753",117043,"Ranunculus glacialis","Ranunculaceae","unchanged"
117047,"Ranunculus gouanii Willd., 1799",117047,"Ranunculus gouanii","Ranunculaceae","unchanged"
117049,"Ranunculus gramineus L., 1753",117049,"Ranunculus gramineus","Ranunculaceae","unchanged"
117056,"Ranunculus hederaceus L., 1753",117056,"Ranunculus hederaceus","Ranunculaceae","unchanged"
117081,"Ranunculus kuepferi Greuter & Burdet, 1987",117081,"Ranunculus kuepferi","Ranunculaceae","unchanged"
117087,"Ranunculus lanuginosus L., 1753",117087,"Ranunculus lanuginosus","Ranunculaceae","unchanged"
117090,"Ranunculus lateriflorus DC., 1817",117090,"Ranunculus lateriflorus","Ranunculaceae","unchanged"
117096,"Ranunculus lingua L., 1753",117096,"Ranunculus lingua","Ranunculaceae","unchanged"
117104,"Ranunculus lutarius (Revel) Bouvet, 1874",117104,"Ranunculus lutarius","Ranunculaceae","unchanged"
117108,"Ranunculus macrophyllus Desf., 1798",117108,"Ranunculus macrophyllus","Ranunculaceae","unchanged"
117111,"Ranunculus marschlinsii Steud., 1841",117111,"Ranunculus marschlinsii","Ranunculaceae","unchanged"
117119,"Ranunculus millefoliatus Vahl, 1791",117119,"Ranunculus millefoliatus","Ranunculaceae","unchanged"
117123,"Ranunculus monspeliacus L., 1753",117123,"Ranunculus monspeliacus","Ranunculaceae","unchanged"
117125,"Ranunculus montanus Willd., 1799",117125,"Ranunculus montanus","Ranunculaceae","unchanged"
117128,"Ranunculus muricatus L., 1753",117128,"Ranunculus muricatus","Ranunculaceae","unchanged"
