"CD_REF_vasc_2018","Nom.scientifique_vasc_2018","CD_REF","LB_NOM","FAMILLE","taxonomy"
97472,"Euphorbia canutii Parl., 1869",97472,"Euphorbia canutii","Euphorbiaceae","unchanged"
97477,"Euphorbia chamaesyce L., 1753",97477,"Euphorbia chamaesyce","Euphorbiaceae","unchanged"
97478,"Euphorbia characias L., 1753",97478,"Euphorbia characias","Euphorbiaceae","unchanged"
97482,"Euphorbia corsica Req., 1825",97482,"Euphorbia corsica","Euphorbiaceae","unchanged"
97486,"Euphorbia cuneifolia Guss., 1826",97486,"Euphorbia cuneifolia","Euphorbiaceae","unchanged"
97490,"Euphorbia cyparissias L., 1753",97490,"Euphorbia cyparissias","Euphorbiaceae","unchanged"
611146,"Euphorbia davidii Subils, 1984",611146,"Euphorbia davidii","Euphorbiaceae","unchanged"
97492,"Euphorbia dendroides L., 1753",97492,"Euphorbia dendroides","Euphorbiaceae","unchanged"
97502,"Euphorbia dulcis L., 1753",97502,"Euphorbia dulcis","Euphorbiaceae","unchanged"
97504,"Euphorbia duvalii Lecoq & Lamotte, 1847",97504,"Euphorbia duvalii","Euphorbiaceae","unchanged"
97508,"Euphorbia esula L., 1753",97508,"Euphorbia esula","Euphorbiaceae","unchanged"
97511,"Euphorbia exigua L., 1753",97511,"Euphorbia exigua","Euphorbiaceae","unchanged"
97513,"Euphorbia falcata L., 1753",97513,"Euphorbia falcata","Euphorbiaceae","unchanged"
97516,"Euphorbia flavicoma DC., 1813",97516,"Euphorbia flavicoma","Euphorbiaceae","unchanged"
97522,"Euphorbia gayi Salis, 1834",97522,"Euphorbia gayi","Euphorbiaceae","unchanged"
97527,"Euphorbia glyptosperma Engelm., 1859",97527,"Euphorbia glyptosperma","Euphorbiaceae","unchanged"
97533,"Euphorbia graminifolia Vill., 1786",97533,"Euphorbia graminifolia","Euphorbiaceae","unchanged"
97537,"Euphorbia helioscopia L., 1753",97537,"Euphorbia helioscopia","Euphorbiaceae","unchanged"
97541,"Euphorbia hirsuta L., 1759",97541,"Euphorbia hirsuta","Euphorbiaceae","unchanged"
97543,"Euphorbia humifusa Willd. ex Schltdl., 1813",97543,"Euphorbia humifusa","Euphorbiaceae","unchanged"
97544,"Euphorbia hyberna L., 1753",97544,"Euphorbia hyberna","Euphorbiaceae","unchanged"
619438,"Euphorbia illirica Lam., 1788",619438,"Euphorbia illirica","Euphorbiaceae","unchanged"
97550,"Euphorbia insularis Boiss., 1860",97550,"Euphorbia insularis","Euphorbiaceae","unchanged"
97556,"Euphorbia lathyris L., 1753",97556,"Euphorbia lathyris","Euphorbiaceae","unchanged"
97567,"Euphorbia loreyi Jord., 1855",97567,"Euphorbia loreyi","Euphorbiaceae","unchanged"
97571,"Euphorbia maculata L., 1753",97571,"Euphorbia maculata","Euphorbiaceae","unchanged"
97574,"Euphorbia marginata Pursh, 1814",97574,"Euphorbia marginata","Euphorbiaceae","unchanged"
97591,"Euphorbia nicaeensis All., 1785",97591,"Euphorbia nicaeensis","Euphorbiaceae","unchanged"
97594,"Euphorbia nutans Lag., 1816",97594,"Euphorbia nutans","Euphorbiaceae","unchanged"
97601,"Euphorbia palustris L., 1753",97601,"Euphorbia palustris","Euphorbiaceae","unchanged"
97604,"Euphorbia paralias L., 1753",97604,"Euphorbia paralias","Euphorbiaceae","unchanged"
97607,"Euphorbia peplis L., 1753",97607,"Euphorbia peplis","Euphorbiaceae","unchanged"
97609,"Euphorbia peplus L., 1753",97609,"Euphorbia peplus","Euphorbiaceae","unchanged"
97615,"Euphorbia pithyusa L., 1753",97615,"Euphorbia pithyusa","Euphorbiaceae","unchanged"
97616,"Euphorbia platyphyllos L., 1753",97616,"Euphorbia platyphyllos","Euphorbiaceae","unchanged"
97619,"Euphorbia polygonifolia L., 1753",97619,"Euphorbia polygonifolia","Euphorbiaceae","unchanged"
97623,"Euphorbia prostrata Aiton, 1789",97623,"Euphorbia prostrata","Euphorbiaceae","unchanged"
97630,"Euphorbia pterococca Brot., 1804",97630,"Euphorbia pterococca","Euphorbiaceae","unchanged"
97635,"Euphorbia pyrenaica Jord., 1846",97635,"Euphorbia pyrenaica","Euphorbiaceae","unchanged"
97659,"Euphorbia segetalis L., 1753",97659,"Euphorbia segetalis","Euphorbiaceae","unchanged"
97660,"Euphorbia seguieriana Neck., 1770",97660,"Euphorbia seguieriana","Euphorbiaceae","unchanged"
97666,"Euphorbia serpens Kunth, 1817",97666,"Euphorbia serpens","Euphorbiaceae","unchanged"
97667,"Euphorbia serrata L., 1753",97667,"Euphorbia serrata","Euphorbiaceae","unchanged"
97673,"Euphorbia spinosa L., 1753",97673,"Euphorbia spinosa","Euphorbiaceae","unchanged"
97676,"Euphorbia stricta L., 1759",97676,"Euphorbia stricta","Euphorbiaceae","unchanged"
97680,"Euphorbia sulcata Lens ex Loisel., 1828",97680,"Euphorbia sulcata","Euphorbiaceae","unchanged"
97685,"Euphorbia taurinensis All., 1785",97685,"Euphorbia taurinensis","Euphorbiaceae","unchanged"
97687,"Euphorbia terracina L., 1762",97687,"Euphorbia terracina","Euphorbiaceae","unchanged"
97696,"Euphorbia variabilis Ces., 1838",97695,"Euphorbia vallinoana","Euphorbiaceae","name_changed"
97725,"Euphrasia alpina Lam., 1786",97725,"Euphrasia alpina","Orobanchaceae","unchanged"
97740,"Euphrasia cebennensis A.B.Martins, 1859",97776,"Euphrasia nemorosa","Orobanchaceae","name_changed"
97759,"Euphrasia hirtella Jord. ex Reut., 1856",97759,"Euphrasia hirtella","Orobanchaceae","unchanged"
97771,"Euphrasia micrantha Rchb., 1831",97771,"Euphrasia micrantha","Orobanchaceae","unchanged"
97772,"Euphrasia minima Jacq. ex DC., 1805",97772,"Euphrasia minima","Orobanchaceae","unchanged"
97775,"Euphrasia nana (Rouy) Prain, 1913",97775,"Euphrasia nana","Orobanchaceae","unchanged"
97776,"Euphrasia nemorosa (Pers.) Wallr., 1815",97776,"Euphrasia nemorosa","Orobanchaceae","unchanged"
97781,"Euphrasia officinalis L., 1753",97781,"Euphrasia officinalis","Orobanchaceae","unchanged"
97784,"Euphrasia pectinata Ten., 1815",97784,"Euphrasia pectinata","Orobanchaceae","unchanged"
97785,"Euphrasia picta Wimm., 1857",1019425,"Euphrasia officinalis subsp. picta","Orobanchaceae","species_to_subspecies"
97804,"Euphrasia salisburgensis Funck, 1794",97804,"Euphrasia salisburgensis","Orobanchaceae","unchanged"
97811,"Euphrasia stricta D.Wolff ex J.F.Lehm., 1809",97811,"Euphrasia stricta","Orobanchaceae","unchanged"
97817,"Euphrasia tetraquetra (Br�b.) Arrond., 1863",97817,"Euphrasia tetraquetra","Orobanchaceae","unchanged"
97862,"Euthamia graminifolia (L.) Nutt., 1818",97862,"Euthamia graminifolia","Asteraceae","unchanged"
97904,"Exaculum pusillum (Lam.) Caruel, 1886",97904,"Exaculum pusillum","Gentianaceae","unchanged"
97931,"Fagopyrum cymosum (Trevir.) C.F.W.Meissn., 1832",97931,"Fagopyrum cymosum","Polygonaceae","unchanged"
97935,"Fagopyrum esculentum Moench, 1794",97935,"Fagopyrum esculentum","Polygonaceae","unchanged"
97940,"Fagopyrum tataricum (L.) Gaertn., 1790",97940,"Fagopyrum tataricum","Polygonaceae","unchanged"
97947,"Fagus sylvatica L., 1753",97947,"Fagus sylvatica","Fagaceae","unchanged"
97956,"Falcaria vulgaris Bernh., 1800",97956,"Falcaria vulgaris","Apiaceae","unchanged"
97961,"Fallopia baldschuanica (Regel) Holub, 1971",97961,"Fallopia baldschuanica","Polygonaceae","unchanged"
97962,"Fallopia convolvulus (L.) �.L�ve, 1970",97962,"Fallopia convolvulus","Polygonaceae","unchanged"
97963,"Fallopia dumetorum (L.) Holub, 1971",97963,"Fallopia dumetorum","Polygonaceae","unchanged"
717758,"Fascicularia bicolor (Ruiz & Pav.) Mez, 1896",717758,"Fascicularia bicolor","Bromeliaceae","unchanged"
97994,"Fedia graciliflora Fisch. & C.A.Mey., 1840",97994,"Fedia graciliflora","Caprifoliaceae","unchanged"
98014,"Ferula arrigonii Bocchieri, 1989",98014,"Ferula arrigonii","Apiaceae","unchanged"
98020,"Ferula communis L., 1753",98020,"Ferula communis","Apiaceae","unchanged"
98023,"Ferula glauca L., 1753",98023,"Ferula glauca","Apiaceae","unchanged"
98032,"Ferulago campestris (Besser) Grecescu, 1898",98032,"Ferulago campestris","Apiaceae","unchanged"
98039,"Festuca acuminata Gaudin, 1811",98039,"Festuca acuminata","Poaceae","unchanged"
98048,"Festuca alfrediana Foggi & M.A.Signorini, 1997",98048,"Festuca alfrediana","Poaceae","unchanged"
98054,"Festuca alpina Suter, 1802",98054,"Festuca alpina","Poaceae","unchanged"
98060,"Festuca amethystina L., 1753",98060,"Festuca amethystina","Poaceae","unchanged"
98072,"Festuca arenaria Osbeck, 1788",98072,"Festuca arenaria","Poaceae","unchanged"
98076,"Festuca armoricana Kergu�len, 1975",98076,"Festuca armoricana","Poaceae","unchanged"
98079,"Festuca arvernensis Auquier, Kergu�len & Markgr.-Dann., 1978",98079,"Festuca arvernensis","Poaceae","unchanged"
98086,"Festuca auquieri Kergu�len, 1979",98086,"Festuca auquieri","Poaceae","unchanged"
98104,"Festuca billyi Kergu�len & Plonka, 1991",98104,"Festuca billyi","Poaceae","unchanged"
98107,"Festuca borderei (Hack.) K.Richt., 1890",98107,"Festuca borderei","Poaceae","unchanged"
98110,"Festuca breistrofferi Chas, Kergu�len & Plonka, 1994",98110,"Festuca breistrofferi","Poaceae","unchanged"
98114,"Festuca brevipila R.Tracey, 1977",98114,"Festuca brevipila","Poaceae","unchanged"
98120,"Festuca burgundiana Auquier & Kergu�len, 1978",98120,"Festuca burgundiana","Poaceae","unchanged"
98139,"Festuca chasii Kergu�len & Plonka, 1994",98139,"Festuca chasii","Poaceae","unchanged"
98141,"Festuca christiani-bernardii Kergu�len, 1979",98141,"Festuca christiani-bernardi","Poaceae","unchanged"
98147,"Festuca cinerea Vill., 1786",98147,"Festuca cinerea","Poaceae","unchanged"
98172,"Festuca cyrnea (Litard. & St.-Yves) Markgr.-Dann., 1978",98172,"Festuca cyrnea","Poaceae","unchanged"
98206,"Festuca duvalii (St.-Yves) Stohr, 1955",945050,"Festuca duvalii","Poaceae","name_changed"
98213,"Festuca eskia Ramond ex DC., 1805",98213,"Festuca eskia","Poaceae","unchanged"
98216,"Festuca fabrei Kergu�len & Plonka, 1988",98216,"Festuca fabrei","Poaceae","unchanged"
98228,"Festuca filiformis Pourr., 1788",98228,"Festuca filiformis","Poaceae","unchanged"
98232,"Festuca flavescens Bellardi, 1792",98232,"Festuca flavescens","Poaceae","unchanged"
98244,"Festuca gamisansii Kergu�len, 1987",98244,"Festuca gamisansii","Poaceae","unchanged"
98246,"Festuca gautieri (Hack.) K.Richt., 1890",98246,"Festuca gautieri","Poaceae","unchanged"
98252,"Festuca glacialis Mi�gev., 1874",98252,"Festuca glacialis","Poaceae","unchanged"
98258,"Festuca glauca Vill., 1787",98258,"Festuca glauca","Poaceae","unchanged"
98272,"Festuca halleri All., 1785",98272,"Festuca halleri","Poaceae","unchanged"
611171,"Festuca heteroidea (Verg.) Jauzein & J.-M.Tison, 2010",611171,"Festuca heteroidea","Poaceae","unchanged"
98278,"Festuca heteromalla Pourr., 1788",98278,"Festuca heteromalla","Poaceae","unchanged"
98279,"Festuca heteropachys (St.-Yves) Patzke ex Auquier, 1973",98279,"Festuca heteropachys","Poaceae","unchanged"
98280,"Festuca heterophylla Lam., 1779",98280,"Festuca heterophylla","Poaceae","unchanged"
98289,"Festuca huonii Auquier, 1973",98289,"Festuca huonii","Poaceae","unchanged"
611182,"Festuca inops De Not., 1844",611182,"Festuca inops","Poaceae","unchanged"
98305,"Festuca intercedens (Hack.) L�di ex Bech., 1940",98305,"Festuca intercedens","Poaceae","unchanged"
98312,"Festuca juncifolia St.-Amans, 1821",98312,"Festuca juncifolia","Poaceae","unchanged"
98319,"Festuca laevigata Gaudin, 1808",98319,"Festuca laevigata","Poaceae","unchanged"
98322,"Festuca lahonderei Kergu�len & Plonka, 1988",98322,"Festuca lahonderei","Poaceae","unchanged"
98334,"Festuca lemanii Bastard, 1809",98334,"Festuca lemanii","Poaceae","unchanged"
98349,"Festuca longifolia Thuill., 1799",98349,"Festuca longifolia","Poaceae","unchanged"
98358,"Festuca marginata (Hack.) K.Richt., 1890",98358,"Festuca marginata","Poaceae","unchanged"
98370,"Festuca melanopsis Foggi, Gr.Rossi & Signorini, 1999",98370,"Festuca melanopsis","Poaceae","unchanged"
98374,"Festuca microphylla (St.-Yves) Patzke, 1964",98374,"Festuca microphylla","Poaceae","unchanged"
98404,"Festuca nigrescens Lam., 1788",98404,"Festuca nigrescens","Poaceae","unchanged"
98415,"Festuca occitanica (Litard.) Auquier & Kergu�len, 1975",98415,"Festuca occitanica","Poaceae","unchanged"
98417,"Festuca ochroleuca Timb.-Lagr., 1870",98417,"Festuca ochroleuca","Poaceae","unchanged"
98425,"Festuca ovina L., 1753",98425,"Festuca ovina","Poaceae","unchanged"
98426,"Festuca pallens Host, 1802",98426,"Festuca pallens","Poaceae","unchanged"
98433,"Festuca patzkei Markgr.-Dann., 1978",98433,"Festuca patzkei","Poaceae","unchanged"
717201,"Festuca plonkae Foggi & Signorini, 2005",717201,"Festuca plonkae","Poaceae","unchanged"
98467,"Festuca prudhommei Kergu�len & Plonka, 1994",98467,"Festuca prudhommei","Poaceae","unchanged"
98477,"Festuca pumila Chaix, 1785",98477,"Festuca pumila","Poaceae","unchanged"
98485,"Festuca pyrenaica Reut., 1861",98485,"Festuca pyrenaica","Poaceae","unchanged"
98506,"Festuca rivularis Boiss., 1838",98506,"Festuca rivularis","Poaceae","unchanged"
98512,"Festuca rubra L., 1753",98512,"Festuca rubra","Poaceae","unchanged"
98516,"Festuca rupicola Heuff., 1858",98516,"Festuca rupicola","Poaceae","unchanged"
98522,"Festuca sardoa (Hack.) K.Richt., 1890",98522,"Festuca sardoa","Poaceae","unchanged"
98527,"Festuca scabriculmis (Hack.) K.Richt., 1890",98527,"Festuca scabriculmis","Poaceae","unchanged"
98586,"Festuca trichophylla (Ducros ex Gaudin) K.Richt., 1890",98586,"Festuca trichophylla","Poaceae","unchanged"
98596,"Festuca valesiaca Schleich. ex Gaudin, 1811",98596,"Festuca valesiaca","Poaceae","unchanged"
98600,"Festuca vasconcensis (Markgr.-Dann.) Auquier & Kergu�len, 1976",98600,"Festuca vasconcensis","Poaceae","unchanged"
98607,"Festuca violacea Schleich. ex Gaudin, 1808",98607,"Festuca violacea","Poaceae","unchanged"
98633,"Festuca yvesii Sennen & Pau, 1917",98633,"Festuca yvesii","Poaceae","unchanged"
98640,"Fibigia clypeata (L.) Medik., 1792",98640,"Fibigia clypeata","Brassicaceae","unchanged"
98651,"Ficaria verna Huds., 1762",98651,"Ficaria verna","Ranunculaceae","unchanged"
98653,"Ficus carica L., 1753",98653,"Ficus carica","Moraceae","unchanged"
98669,"Filago arvensis L., 1753",98669,"Filago arvensis","Asteraceae","unchanged"
611763,"Filago carpetana (Lange) Chrtek & Holub, 1963",611763,"Filago carpetana","Asteraceae","unchanged"
717759,"Filago gaditana (Pau) Andr�s-S�nchez & Galbany",717759,"Filago gaditana","Asteraceae","unchanged"
98681,"Filago germanica L., 1763",98681,"Filago germanica","Asteraceae","unchanged"
98687,"Filago lutescens Jord., 1846",98687,"Filago lutescens","Asteraceae","unchanged"
98694,"Filago neglecta (Soy.-Will.) DC., 1838",98694,"Filago neglecta","Asteraceae","unchanged"
98698,"Filago pygmaea L., 1753",98698,"Filago pygmaea","Asteraceae","unchanged"
98699,"Filago pyramidata L., 1753",98699,"Filago pyramidata","Asteraceae","unchanged"
98704,"Filago tyrrhenica Chrtek & Holub, 1963",98704,"Filago tyrrhenica","Asteraceae","unchanged"
98717,"Filipendula ulmaria (L.) Maxim., 1879",98717,"Filipendula ulmaria","Rosaceae","unchanged"
98718,"Filipendula vulgaris Moench, 1794",98718,"Filipendula vulgaris","Rosaceae","unchanged"
98723,"Fimbristylis bisumbellata (Forssk.) Bubani, 1850",98723,"Fimbristylis bisumbellata","Cyperaceae","unchanged"
98756,"Foeniculum vulgare Mill., 1768",98756,"Foeniculum vulgare","Apiaceae","unchanged"
98787,"Fourraea alpina (L.) Greuter & Burdet, 1984",98787,"Fourraea alpina","Brassicaceae","unchanged"
98830,"Fragaria moschata Weston, 1771",98830,"Fragaria moschata","Rosaceae","unchanged"
98865,"Fragaria vesca L., 1753",98865,"Fragaria vesca","Rosaceae","unchanged"
98868,"Fragaria viridis Weston, 1771",98868,"Fragaria viridis","Rosaceae","unchanged"
98887,"Frangula alnus Mill., 1768",98887,"Frangula alnus","Rhamnaceae","unchanged"
717204,"Frankenia composita Pau & Font Quer, 1928",717204,"Frankenia composita","Frankeniaceae","unchanged"
98897,"Frankenia hirsuta L., 1753",98897,"Frankenia hirsuta","Frankeniaceae","unchanged"
98900,"Frankenia laevis L., 1753",98900,"Frankenia laevis","Frankeniaceae","unchanged"
98903,"Frankenia pulverulenta L., 1753",98903,"Frankenia pulverulenta","Frankeniaceae","unchanged"
98910,"Fraxinus angustifolia Vahl, 1804",98910,"Fraxinus angustifolia","Oleaceae","unchanged"
98921,"Fraxinus excelsior L., 1753",98921,"Fraxinus excelsior","Oleaceae","unchanged"
98933,"Fraxinus ornus L., 1753",98933,"Fraxinus ornus","Oleaceae","unchanged"
98939,"Fraxinus pennsylvanica Marshall, 1785",98939,"Fraxinus pennsylvanica","Oleaceae","unchanged"
98958,"Freesia alba (G.L.Mey.) Gumbl., 1896",98958,"Freesia alba","Iridaceae","unchanged"
98967,"Fritillaria burnatii (Planch.) Backh., 1879",98967,"Fritillaria burnatii","Liliaceae","unchanged"
98970,"Fritillaria imperialis L., 1753",98970,"Fritillaria imperialis","Liliaceae","unchanged"
98972,"Fritillaria involucrata All., 1789",98972,"Fritillaria involucrata","Liliaceae","unchanged"
98977,"Fritillaria meleagris L., 1753",98977,"Fritillaria meleagris","Liliaceae","unchanged"
98978,"Fritillaria moggridgei Baker, 1879",98978,"Fritillaria moggridgei","Liliaceae","unchanged"
98979,"Fritillaria montana Hoppe, 1832",98979,"Fritillaria montana","Liliaceae","unchanged"
98985,"Fritillaria pyrenaica L., 1753",98985,"Fritillaria pyrenaica","Liliaceae","unchanged"
98988,"Fritillaria tubiformis Gren. & Godr., 1855",98988,"Fritillaria tubiformis","Liliaceae","unchanged"
99011,"Fuirena pubescens (Poir.) Kunth, 1837",99011,"Fuirena pubescens","Cyperaceae","unchanged"
99015,"Fumana ericifolia Wallr., 1840",99015,"Fumana ericifolia","Cistaceae","unchanged"
99016,"Fumana ericoides (Cav.) Gand., 1883",99016,"Fumana ericoides","Cistaceae","unchanged"
99021,"Fumana juniperina (Lag. ex Dunal) Pau, 1904",99021,"Fumana juniperina","Cistaceae","unchanged"
99022,"Fumana laevipes (L.) Spach, 1836",99022,"Fumana laevipes","Cistaceae","unchanged"
99028,"Fumana procumbens (Dunal) Gren. & Godr., 1847",99028,"Fumana procumbens","Cistaceae","unchanged"
99032,"Fumana thymifolia (L.) Spach ex Webb, 1838",99032,"Fumana thymifolia","Cistaceae","unchanged"
99033,"Fumana viridis (Ten.) Font Quer",99023,"Fumana laevis","Cistaceae","name_changed"
99051,"Fumaria bastardii Boreau, 1847",99051,"Fumaria bastardii","Papaveraceae","unchanged"
99053,"Fumaria bicolor Sommier ex Nicotra, 1897",99053,"Fumaria bicolor","Papaveraceae","unchanged"
99062,"Fumaria capreolata L., 1753",99062,"Fumaria capreolata","Papaveraceae","unchanged"
99072,"Fumaria densiflora DC., 1813",99072,"Fumaria densiflora","Papaveraceae","unchanged"
99077,"Fumaria flabellata Gasp., 1842",99077,"Fumaria flabellata","Papaveraceae","unchanged"
159678,"Fumaria gaillardotii Boiss., 1867",99050,"Fumaria barnolae","Papaveraceae","name_changed"
99090,"Fumaria kralikii Jord., 1848",99090,"Fumaria kralikii","Papaveraceae","unchanged"
99106,"Fumaria muralis Sond. ex W.D.J.Koch, 1845",99106,"Fumaria muralis","Papaveraceae","unchanged"
99108,"Fumaria officinalis L., 1753",99108,"Fumaria officinalis","Papaveraceae","unchanged"
99111,"Fumaria parviflora Lam., 1788",99111,"Fumaria parviflora","Papaveraceae","unchanged"
99112,"Fumaria petteri Rchb., 1839",99112,"Fumaria petteri","Papaveraceae","unchanged"
99123,"Fumaria schleicheri Soy.-Will., 1828",99123,"Fumaria schleicheri","Papaveraceae","unchanged"
99139,"Fumaria vaillantii Loisel., 1809",99139,"Fumaria vaillantii","Papaveraceae","unchanged"
788873,"Gagea apulica Peruzzi & J.-M.Tison",788873,"Gagea apulica","Liliaceae","unchanged"
99165,"Gagea bohemica (Zauschn.) Schult. & Schult.f., 1829",99165,"Gagea bohemica","Liliaceae","unchanged"
99180,"Gagea fragifera (Vill.) E.Bayer & G.L�pez, 1989",99184,"Gagea liottardii","Liliaceae","name_changed"
99181,"Gagea granatelli (Parl.) Parl., 1845",99181,"Gagea granatelli","Liliaceae","unchanged"
99182,"Gagea lacaitae A.Terracc., 1904",99182,"Gagea lacaitae","Liliaceae","unchanged"
99214,"Gagea luberonensis J.-M.Tison, 1998",99214,"Gagea luberonensis","Liliaceae","unchanged"
717206,"Gagea lusitanica A.Terracc., 1904",717206,"Gagea lusitanica","Liliaceae","unchanged"
