"NOM_VALIDE","CD_REF","SOURCE","SELECTED_TYPOLOGY_ENG"
"Daucus carota L., 1753",94503,"KEW","Food and Beverages"
"Descurainia sophia (L.) Webb ex Prantl, 1891",94645,"KEW","Food and Beverages"
"Dioscorea communis (L.) Caddick & Wilkin, 2002",611652,"KEW","Food and Beverages"
"Dipsacus fullonum L., 1753",95149,"KEW","Food and Beverages"
"Charybdis maritima (L.) Speta, 1998",161772,"KEW","Food and Beverages"
"Eclipta prostrata (L.) L., 1771",95806,"KEW","Food and Beverages"
"Hippophae rhamnoides L., 1753",102863,"KEW","Food and Beverages"
"Elytrigia repens (L.) Desv. ex Nevski, 1934",96046,"KEW","Food and Beverages"
"Epilobium hirsutum L., 1753",96180,"KEW","Food and Beverages"
"Equisetum arvense L., 1753",96508,"KEW","Food and Beverages"
"Erigeron canadensis L., 1753",96749,"KEW","Food and Beverages"
"Erodium cicutarium (L.) L'Hér., 1789",96895,"KEW","Food and Beverages"
"Euphorbia lathyris L., 1753",97556,"KEW","Food and Beverages"
"Reynoutria japonica Houtt., 1777",117503,"KEW","Food and Beverages"
"Ferula communis L., 1753",98020,"KEW","Food and Beverages"
"Ficus carica L., 1753",98653,"KEW","Food and Beverages"
"Filipendula ulmaria (L.) Maxim., 1879",98717,"KEW","Food and Beverages"
"Foeniculum vulgare Mill., 1768",98756,"KEW","Food and Beverages"
"Fragaria vesca L., 1753",98865,"KEW","Food and Beverages"
"Galinsoga parviflora Cav., 1795",99358,"KEW","Food and Beverages"
"Galium odoratum (L.) Scop., 1771",99488,"KEW","Food and Beverages"
"Gentiana lutea L., 1753",99903,"KEW","Food and Beverages"
"Geum urbanum L., 1753",100225,"KEW","Food and Beverages"
"Helichrysum italicum (Roth) G.Don, 1830",101080,"KEW","Food and Beverages"
"Hesperis matronalis L., 1753",101460,"KEW","Food and Beverages"
"Humulus lupulus L., 1753",103031,"KEW","Food and Beverages"
"Hyssopus officinalis L., 1753",103406,"KEW","Food and Beverages"
"Impatiens balsamina L., 1753",445494,"KEW","Food and Beverages"
"Inula helenium L., 1753",103627,"KEW","Food and Beverages"
"Iris pseudacorus L., 1753",103772,"KEW","Food and Beverages"
"Juncus effusus L., 1753",104173,"KEW","Food and Beverages"
"Juniperus communis L., 1753",104397,"KEW","Food and Beverages"
"Lactuca serriola L., 1756",104775,"KEW","Food and Beverages"
"Laurus nobilis L., 1753",105295,"KEW","Food and Beverages"
"Lavandula stoechas L., 1753",105321,"KEW","Food and Beverages"
"Lemna gibba L., 1753",105427,"KEW","Food and Beverages"
"Lepidium draba L., 1753",105621,"KEW","Food and Beverages"
"Lotus corniculatus L., 1753",106653,"KEW","Food and Beverages"
"Lycium barbarum L., 1753",106965,"KEW","Food and Beverages"
"Malus sylvestris (L.) Mill., 1768",107217,"KEW","Food and Beverages"
"Malva sylvestris L., 1753",107318,"KEW","Food and Beverages"
"Marrubium vulgare L., 1753",107397,"KEW","Food and Beverages"
"Matricaria chamomilla L., 1753",107440,"KEW","Food and Beverages"
"Melilotus altissimus Thuill., 1799",107887,"KEW","Food and Beverages"
"Melissa officinalis L., 1753",107992,"KEW","Food and Beverages"
"Mentha aquatica L., 1753",108027,"KEW","Food and Beverages"
"Mentha arvensis L., 1753",108029,"KEW","Food and Beverages"
"Mentha longifolia (L.) Huds., 1762",108103,"KEW","Food and Beverages"
"Mentha pulegium L., 1753",108138,"KEW","Food and Beverages"
"Mentha suaveolens Ehrh., 1792",108168,"KEW","Food and Beverages"
"Myrica gale L., 1753",109130,"KEW","Food and Beverages"
"Myrrhis odorata (L.) Scop., 1771",109161,"KEW","Food and Beverages"
"Myrtus communis L., 1753",109186,"KEW","Food and Beverages"
"Nasturtium officinale W.T.Aiton, 1812",109422,"KEW","Food and Beverages"
"Nuphar lutea (L.) Sm., 1809",109732,"KEW","Food and Beverages"
"Origanum vulgare L., 1753",111289,"KEW","Food and Beverages"
"Osmunda regalis L., 1753",111815,"KEW","Food and Beverages"
"Oxalis acetosella L., 1753",111859,"KEW","Food and Beverages"
"Paliurus spina-christi Mill., 1768",112061,"KEW","Food and Beverages"
"Papaver rhoeas L., 1753",112355,"KEW","Food and Beverages"
"Pastinaca sativa L., 1753",112550,"KEW","Food and Beverages"
"Persicaria hydropiper (L.) Spach, 1841",112739,"KEW","Food and Beverages"
"Imperatoria ostruthium L., 1753",103578,"KEW","Food and Beverages"
"Phragmites australis (Cav.) Trin. ex Steud., 1840",113260,"KEW","Food and Beverages"
"Phytolacca americana L., 1753",113418,"KEW","Food and Beverages"
"Pinus cembra L., 1753",113651,"KEW","Food and Beverages"
"Pinus halepensis Mill., 1768",113665,"KEW","Food and Beverages"
"Pinus mugo Turra, 1764",113682,"KEW","Food and Beverages"
"Pinus pinea L., 1753",113690,"KEW","Food and Beverages"
"Pinus sylvestris L., 1753",113703,"KEW","Food and Beverages"
"Pistacia lentiscus L., 1753",113744,"KEW","Food and Beverages"
"Plantago afra L., 1762",113804,"KEW","Food and Beverages"
"Plantago arenaria Waldst. & Kit., 1802",113809,"KEW","Food and Beverages"
"Plantago lanceolata L., 1753",113893,"KEW","Food and Beverages"
"Plantago major L., 1753",113904,"KEW","Food and Beverages"
"Plantago ovata Forssk., 1775",113924,"KEW","Food and Beverages"
"Polygonum aviculare L., 1753",114658,"KEW","Food and Beverages"
"Polypodium vulgare L., 1753",115016,"KEW","Food and Beverages"
"Populus alba L., 1753",115110,"KEW","Food and Beverages"
"Portulaca oleracea L., 1753",115215,"KEW","Food and Beverages"
"Primula veris L., 1753",115918,"KEW","Food and Beverages"
"Prunus avium (L.) L., 1755",116043,"KEW","Food and Beverages"
"Prunus laurocerasus L., 1753",116089,"KEW","Food and Beverages"
"Prunus mahaleb L., 1753",116096,"KEW","Food and Beverages"
"Prunus padus L., 1753",116109,"KEW","Food and Beverages"
"Prunus spinosa L., 1753",116142,"KEW","Food and Beverages"
"Pteridium aquilinum (L.) Kuhn, 1879",116265,"KEW","Food and Beverages"
"Pyrus communis L., 1753",116574,"KEW","Food and Beverages"
"Quercus ilex L., 1753 [nom. et typ. cons. prop.]",116704,"KEW","Food and Beverages"
"Quercus robur L., 1753",116759,"KEW","Food and Beverages"
"Rhus coriaria L., 1753",117712,"KEW","Food and Beverages"
"Ribes rubrum L., 1753",117774,"KEW","Food and Beverages"
"Ribes uva-crispa L., 1753",117787,"KEW","Food and Beverages"
"Ricinus communis L., 1753",117806,"KEW","Food and Beverages"
"Salvia rosmarinus Spenn., 1835",1027822,"KEW","Food and Beverages"
"Rubus idaeus L., 1753",119149,"KEW","Food and Beverages"
"Rumex acetosa L., 1753 [nom. et typ. cons.]",119418,"KEW","Food and Beverages"
"Rumex crispus L., 1753",119473,"KEW","Food and Beverages"
"Rumex patientia L., 1753",119558,"KEW","Food and Beverages"
"Ruscus aculeatus L., 1753",119698,"KEW","Food and Beverages"
"Sagittaria sagittifolia L., 1753",119860,"KEW","Food and Beverages"
"Salicornia europaea L., 1753",119881,"KEW","Food and Beverages"
"Salvia fruticosa Mill., 1768",120642,"KEW","Food and Beverages"
"Salvia officinalis L., 1753",120678,"KEW","Food and Beverages"
"Sambucus racemosa L., 1753",120720,"KEW","Food and Beverages"
"Sambucus ebulus L., 1753",120712,"KEW","Food and Beverages"
"Sambucus nigra L., 1753",120717,"KEW","Food and Beverages"
"Sanguisorba officinalis L., 1753",120758,"KEW","Food and Beverages"
"Satureja montana L., 1753",120908,"KEW","Food and Beverages"
"Scabiosa columbaria L., 1753",121334,"KEW","Food and Beverages"
"Silene vulgaris (Moench) Garcke, 1869",123683,"KEW","Food and Beverages"
"Silybum marianum (L.) Gaertn., 1791",123705,"KEW","Food and Beverages"
"Sinapis alba L., 1753",123711,"KEW","Food and Beverages"
"Solanum nigrum L., 1753",124080,"KEW","Food and Beverages"
"Solidago virgaurea L., 1753",124205,"KEW","Food and Beverages"
"Sonchus asper (L.) Hill, 1769",124233,"KEW","Food and Beverages"
"Sorbus aucuparia L., 1753",124308,"KEW","Food and Beverages"
"Spartium junceum L., 1753",124453,"KEW","Food and Beverages"
"Spergula arvensis L., 1753",124499,"KEW","Food and Beverages"
"Stellaria media (L.) Vill., 1789",125014,"KEW","Food and Beverages"
"Symphytum officinale L., 1753",125355,"KEW","Food and Beverages"
"Tamarix gallica L., 1753",125426,"KEW","Food and Beverages"
"Tanacetum parthenium (L.) Sch.Bip., 1844",125469,"KEW","Food and Beverages"
"Tanacetum vulgare L., 1753",125474,"KEW","Food and Beverages"
"Taraxacum officinale F.H.Wigg., 1780",717630,"KEW","Food and Beverages"
"Taraxacum dens-leonis Desf., 1799",125568,"KEW","Food and Beverages"
"Taxus baccata L., 1753",125816,"KEW","Food and Beverages"
"Teucrium polium L., 1753",126019,"KEW","Food and Beverages"
"Thymus vulgaris L., 1753",126582,"KEW","Food and Beverages"
"Tribulus terrestris L., 1753",127131,"KEW","Food and Beverages"
"Trifolium pratense L., 1753",127439,"KEW","Food and Beverages"
"Tussilago farfara L., 1753",128042,"KEW","Food and Beverages"
"Typha latifolia L., 1753",128077,"KEW","Food and Beverages"
"Urtica dioica L., 1753",128268,"KEW","Food and Beverages"
"Vaccinium myrtillus L., 1753",128345,"KEW","Food and Beverages"
"Vaccinium vitis-idaea L., 1753",128355,"KEW","Food and Beverages"
"Valeriana officinalis L., 1753",128419,"KEW","Food and Beverages"
"Valerianella locusta (L.) Laterr., 1821",128476,"KEW","Food and Beverages"
"Verbena officinalis L., 1753",128754,"KEW","Food and Beverages"
"Veronica beccabunga L., 1753",128808,"KEW","Food and Beverages"
"Veronica officinalis L., 1753",128938,"KEW","Food and Beverages"
"Viburnum opulus L., 1753",129087,"KEW","Food and Beverages"
"Viola odorata L., 1753",129632,"KEW","Food and Beverages"
"Viola tricolor L., 1753",129723,"KEW","Food and Beverages"
"Xanthium strumarium L., 1753",130492,"KEW","Food and Beverages"
"Ziziphus jujuba Mill., 1768 [nom. cons.]",162352,"KEW","Food and Beverages"
"Asclepias syriaca L., 1753",84251,"KEW","Other"
"Ballota nigra L., 1753",85502,"KEW","Other"
"Cochlearia officinalis L., 1753",92052,"KEW","Other"
"Origanum vulgare L., 1753",111289,"KEW","Other"
"Salix alba L., 1753 [nom. et typ. cons.]",119915,"KEW","Other"
"Silybum marianum (L.) Gaertn., 1791",123705,"KEW","Other"
"Succisa pratensis Moench, 1794",125295,"KEW","Other"
"Taraxacum officinale F.H.Wigg., 1780",717630,"KEW","Other"
"Taraxacum dens-leonis Desf., 1799",125568,"KEW","Other"
"Tragopogon pratensis L., 1753",127029,"KEW","Other"
"Tussilago farfara L., 1753",128042,"KEW","Other"
"Abies alba Mill., 1768",79319,"KEW","Crafts"
"Acacia dealbata Link, 1822",79691,"KEW","Crafts"
"Acer campestre L., 1753",79734,"KEW","Crafts"
"Acer negundo L., 1753",79766,"KEW","Crafts"
"Achillea millefolium L., 1753",79908,"KEW","Crafts"
"Aconitum napellus L., 1753",80037,"KEW","Crafts"
"Acorus calamus L., 1753",80086,"KEW","Crafts"
"Adonis vernalis L., 1753",80240,"KEW","Crafts"
"Agave americana L., 1753",80383,"KEW","Crafts"
"Agrimonia eupatoria L., 1753",80410,"KEW","Crafts"
"Ailanthus altissima (Mill.) Swingle, 1916",80824,"KEW","Crafts"
"Alkanna matthioli Tausch, 1824",81287,"KEW","Crafts"
"Alnus alnobetula (Ehrh.) K.Koch, 1872",81563,"KEW","Crafts"
"Alnus glutinosa (L.) Gaertn., 1790",81569,"KEW","Crafts"
"Alnus incana (L.) Moench, 1794",81570,"KEW","Crafts"
"Althaea officinalis L., 1753",81856,"KEW","Crafts"
"Visnaga daucoides Gaertn., 1788",129910,"KEW","Crafts"
"Lysimachia arvensis (L.) U.Manns & Anderb., 2009",610909,"KEW","Crafts"
"Anchusa azurea Mill., 1768",618756,"KEW","Crafts"
"Anchusa officinalis L., 1753",82391,"KEW","Crafts"
"Anthoxanthum odoratum L., 1753",82922,"KEW","Crafts"
"Anthriscus sylvestris (L.) Hoffm., 1814",82952,"KEW","Crafts"
"Apium graveolens L., 1753",83195,"KEW","Crafts"
"Arbutus unedo L., 1753",83481,"KEW","Crafts"
"Arctium lappa L., 1753",83499,"KEW","Crafts"
"Arctostaphylos uva-ursi (L.) Spreng., 1825",83528,"KEW","Crafts"
"Roemeria argemone (L.) C.Morales, R.Mend. & Romero García, 1988",117874,"KEW","Crafts"
"Armoracia rusticana G.Gaertn., B.Mey. & Scherb., 1800",83866,"KEW","Crafts"
"Arnica montana L., 1753",83874,"KEW","Crafts"
"Artemisia absinthium L., 1753",83933,"KEW","Crafts"
"Artemisia annua L., 1753",83938,"KEW","Crafts"
"Artemisia glacialis L., 1763",83974,"KEW","Crafts"
"Artemisia maritima L., 1753",84003,"KEW","Crafts"
"Artemisia vulgaris L., 1753",84061,"KEW","Crafts"
"Arum italicum Mill., 1768",84110,"KEW","Crafts"
"Arum maculatum L., 1753",84112,"KEW","Crafts"
"Arundo donax L., 1753",84173,"KEW","Crafts"
"Asarum europaeum L., 1753",84230,"KEW","Crafts"
"Asclepias syriaca L., 1753",84251,"KEW","Crafts"
"Atropa bella-donna L., 1753",85152,"KEW","Crafts"
"Berberis vulgaris L., 1753",85774,"KEW","Crafts"
"Beta vulgaris L., 1753",85820,"KEW","Crafts"
"Betula pendula Roth, 1788",85903,"KEW","Crafts"
"Betula pubescens Ehrh., 1791",85904,"KEW","Crafts"
"Bidens pilosa L., 1753",85972,"KEW","Crafts"
"Borago officinalis L., 1753",86156,"KEW","Crafts"
"Buxus sempervirens L., 1753",87143,"KEW","Crafts"
"Capsella bursa-pastoris (L.) Medik., 1792",87849,"KEW","Crafts"
"Carlina acaulis L., 1753",89147,"KEW","Crafts"
"Carpinus betulus L., 1753",89200,"KEW","Crafts"
"Carum carvi L., 1753",89250,"KEW","Crafts"
"Castanea sativa Mill., 1768",89304,"KEW","Crafts"
"Cedrus atlantica (Endl.) Manetti ex Carrière, 1855",89452,"KEW","Crafts"
"Celtis australis L., 1753",89468,"KEW","Crafts"
"Centaurea benedicta (L.) L., 1763",89531,"KEW","Crafts"
"Ceratonia siliqua L., 1753",447038,"KEW","Crafts"
"Cercis siliquastrum L., 1753",90234,"KEW","Crafts"
"Chamaemelum nobile (L.) All., 1785",90470,"KEW","Crafts"
"Chenopodium album L., 1753",90681,"KEW","Crafts"
"Dysphania ambrosioides (L.) Mosyakin & Clemants, 2002",611753,"KEW","Crafts"
"Cistus ladanifer L., 1753",91680,"KEW","Crafts"
"Clematis vitalba L., 1753",91886,"KEW","Crafts"
"Colchicum autumnale L., 1753",92127,"KEW","Crafts"
"Colutea arborescens L., 1753",92196,"KEW","Crafts"
"Convallaria majalis L., 1753",92282,"KEW","Crafts"
"Coriaria myrtifolia L., 1753",92467,"KEW","Crafts"
"Cormus domestica (L.) Spach, 1834",92488,"KEW","Crafts"
"Cornus mas L., 1753",92497,"KEW","Crafts"
"Cornus sanguinea L., 1753",92501,"KEW","Crafts"
"Corrigiola litoralis L., 1753",92566,"KEW","Crafts"
"Corylus avellana L., 1753",92606,"KEW","Crafts"
"Cotinus coggygria Scop., 1771",92631,"KEW","Crafts"
"Crataegus azarolus L., 1753",92824,"KEW","Crafts"
"Crataegus germanica (L.) Kuntze, 1891",92854,"KEW","Crafts"
"Crataegus monogyna Jacq., 1775",92876,"KEW","Crafts"
"Cupressus sempervirens L., 1753",93590,"KEW","Crafts"
"Cyclamen purpurascens Mill., 1768",93708,"KEW","Crafts"
"Cynodon dactylon (L.) Pers., 1805",93803,"KEW","Crafts"
"Cyperus longus L., 1753",93967,"KEW","Crafts"
"Cyperus rotundus L., 1753",94011,"KEW","Crafts"
"Cytisus scoparius (L.) Link, 1822",94164,"KEW","Crafts"
"Daphne gnidium L., 1753",94427,"KEW","Crafts"
"Daphne laureola L., 1753",94432,"KEW","Crafts"
"Datura stramonium L., 1753",94489,"KEW","Crafts"
"Daucus carota L., 1753",94503,"KEW","Crafts"
"Deschampsia cespitosa (L.) P.Beauv., 1812",94626,"KEW","Crafts"
"Digitalis purpurea L., 1753",94959,"KEW","Crafts"
"Dipsacus fullonum L., 1753",95149,"KEW","Crafts"
"Dittrichia viscosa (L.) Greuter, 1973",95187,"KEW","Crafts"
"Charybdis maritima (L.) Speta, 1998",161772,"KEW","Crafts"
"Eclipta prostrata (L.) L., 1771",95806,"KEW","Crafts"
"Hippophae rhamnoides L., 1753",102863,"KEW","Crafts"
"Elytrigia repens (L.) Desv. ex Nevski, 1934",96046,"KEW","Crafts"
"Ephedra distachya L., 1753",96101,"KEW","Crafts"
"Epilobium hirsutum L., 1753",96180,"KEW","Crafts"
"Equisetum arvense L., 1753",96508,"KEW","Crafts"
"Equisetum hyemale L., 1753",96523,"KEW","Crafts"
"Equisetum sylvaticum L., 1753",96545,"KEW","Crafts"
"Erica scoparia L., 1753",96691,"KEW","Crafts"
"Erigeron canadensis L., 1753",96749,"KEW","Crafts"
"Erodium cicutarium (L.) L'Hér., 1789",96895,"KEW","Crafts"
"Euonymus europaeus L., 1753",609982,"KEW","Crafts"
"Eupatorium cannabinum L., 1753",97434,"KEW","Crafts"
"Euphorbia lathyris L., 1753",97556,"KEW","Crafts"
"Euphorbia palustris L., 1753",97601,"KEW","Crafts"
"Fagus sylvatica L., 1753",97947,"KEW","Crafts"
"Ferula communis L., 1753",98020,"KEW","Crafts"
"Ficus carica L., 1753",98653,"KEW","Crafts"
"Filipendula ulmaria (L.) Maxim., 1879",98717,"KEW","Crafts"
"Foeniculum vulgare Mill., 1768",98756,"KEW","Crafts"
"Fragaria vesca L., 1753",98865,"KEW","Crafts"
"Frangula alnus Mill., 1768",98887,"KEW","Crafts"
"Fraxinus angustifolia Vahl, 1804 [nom. cons.]",98910,"KEW","Crafts"
"Fraxinus excelsior L., 1753",98921,"KEW","Crafts"
"Fraxinus ornus L., 1753",98933,"KEW","Crafts"
"Galium aparine L., 1753",99373,"KEW","Crafts"
"Galium verum L., 1753",99582,"KEW","Crafts"
"Genista tinctoria L., 1753",99828,"KEW","Crafts"
"Globularia alypum L., 1753",100335,"KEW","Crafts"
"Hedera helix L., 1753",100787,"KEW","Crafts"
"Helichrysum italicum (Roth) G.Don, 1830",101080,"KEW","Crafts"
"Heracleum sphondylium L., 1753",101300,"KEW","Crafts"
"Humulus lupulus L., 1753",103031,"KEW","Crafts"
"Hypericum perforatum L., 1753",103316,"KEW","Crafts"
"Hyssopus officinalis L., 1753",103406,"KEW","Crafts"
"Ilex aquifolium L., 1753",103514,"KEW","Crafts"
"Impatiens balsamina L., 1753",445494,"KEW","Crafts"
"Inula helenium L., 1753",103627,"KEW","Crafts"
"Iris pseudacorus L., 1753",103772,"KEW","Crafts"
"Isatis tinctoria L., 1753",103817,"KEW","Crafts"
"Juncus effusus L., 1753",104173,"KEW","Crafts"
"Juniperus communis L., 1753",104397,"KEW","Crafts"
"Juniperus oxycedrus L., 1753",104409,"KEW","Crafts"
"Juniperus sabina L., 1753",104413,"KEW","Crafts"
"Juniperus thurifera L., 1753",104419,"KEW","Crafts"
"Lactuca viminea (L.) J.Presl & C.Presl, 1819",104786,"KEW","Crafts"
"Larix decidua Mill., 1768",105042,"KEW","Crafts"
"Laurus nobilis L., 1753",105295,"KEW","Crafts"
"Lavandula angustifolia Mill., 1768",105297,"KEW","Crafts"
"Lavandula latifolia Medik., 1784",105312,"KEW","Crafts"
"Leucanthemum vulgare Lam., 1779",105817,"KEW","Crafts"
"Ligustrum vulgare L., 1753",105966,"KEW","Crafts"
"Lonicera periclymenum L., 1753",106581,"KEW","Crafts"
"Lysimachia vulgaris L., 1753",107090,"KEW","Crafts"
"Malus sylvestris (L.) Mill., 1768",107217,"KEW","Crafts"
"Malva sylvestris L., 1753",107318,"KEW","Crafts"
"Matricaria chamomilla L., 1753",107440,"KEW","Crafts"
"Melilotus albus Medik., 1787",107886,"KEW","Crafts"
"Melissa officinalis L., 1753",107992,"KEW","Crafts"
"Mentha aquatica L., 1753",108027,"KEW","Crafts"
"Mentha arvensis L., 1753",108029,"KEW","Crafts"
"Mentha longifolia (L.) Huds., 1762",108103,"KEW","Crafts"
"Mentha pulegium L., 1753",108138,"KEW","Crafts"
"Meum athamanticum Jacq., 1776",108454,"KEW","Crafts"
"Myrica gale L., 1753",109130,"KEW","Crafts"
"Myrtus communis L., 1753",109186,"KEW","Crafts"
"Narcissus poeticus L., 1753",109291,"KEW","Crafts"
"Nuphar lutea (L.) Sm., 1809",109732,"KEW","Crafts"
"Oenanthe aquatica (L.) Poir., 1798",109861,"KEW","Crafts"
"Onopordum acanthium L., 1753",110244,"KEW","Crafts"
"Origanum vulgare L., 1753",111289,"KEW","Crafts"
"Osmunda regalis L., 1753",111815,"KEW","Crafts"
"Paliurus spina-christi Mill., 1768",112061,"KEW","Crafts"
"Parthenocissus tricuspidata (Siebold & Zucc.) Planch., 1887",112467,"KEW","Crafts"
"Pastinaca sativa L., 1753",112550,"KEW","Crafts"
"Imperatoria ostruthium L., 1753",103578,"KEW","Crafts"
"Phragmites australis (Cav.) Trin. ex Steud., 1840",113260,"KEW","Crafts"
"Phytolacca americana L., 1753",113418,"KEW","Crafts"
"Picea abies (L.) H.Karst., 1881",113432,"KEW","Crafts"
"Pimpinella saxifraga L., 1753",113596,"KEW","Crafts"
"Pinus cembra L., 1753",113651,"KEW","Crafts"
"Pinus halepensis Mill., 1768",113665,"KEW","Crafts"
"Pinus mugo Turra, 1764",113682,"KEW","Crafts"
"Pinus pinaster Aiton, 1789",113689,"KEW","Crafts"
"Pinus pinea L., 1753",113690,"KEW","Crafts"
"Pinus sylvestris L., 1753",113703,"KEW","Crafts"
"Pistacia lentiscus L., 1753",113744,"KEW","Crafts"
"Plantago afra L., 1762",113804,"KEW","Crafts"
"Plantago lanceolata L., 1753",113893,"KEW","Crafts"
"Plantago major L., 1753",113904,"KEW","Crafts"
"Plantago ovata Forssk., 1775",113924,"KEW","Crafts"
"Plumbago europaea L., 1753",114080,"KEW","Crafts"
"Polygonatum multiflorum (L.) All., 1785",114611,"KEW","Crafts"
"Polygonum aviculare L., 1753",114658,"KEW","Crafts"
"Populus alba L., 1753",115110,"KEW","Crafts"
"Populus nigra L., 1753",115145,"KEW","Crafts"
"Populus tremula L., 1753",115156,"KEW","Crafts"
"Portulaca oleracea L., 1753",115215,"KEW","Crafts"
"Prunus avium (L.) L., 1755",116043,"KEW","Crafts"
"Prunus laurocerasus L., 1753",116089,"KEW","Crafts"
"Prunus mahaleb L., 1753",116096,"KEW","Crafts"
"Prunus padus L., 1753",116109,"KEW","Crafts"
"Prunus spinosa L., 1753",116142,"KEW","Crafts"
