CD_REF,FAMILLE,Nom scientifique,Rang,Categorie,Commentaires
102001,Asteraceae,"Hieracium gaudinii Christener, 1863",espece,DD,
102003,Asteraceae,"Hieracium gavarniense Arv.-Touv. & Gaut., 1904",espece,DD,
102004,Asteraceae,"Hieracium gavellei de Retz, 1946",espece,EN,
611273,Asteraceae,"Hieracium girerdii Gottschl., 2004",espece,DD,
102013,Asteraceae,"Hieracium glanduliferum Hoppe, 1815",espece,LC,
102015,Asteraceae,"Hieracium glareosum J.Serres, 1855",espece,LC,
717239,Asteraceae,"Hieracium glaucifrons (N�geli & Peter) Zahn, 1905",espece,DD,
102017,Asteraceae,"Hieracium glaucinum Jord., 1848",espece,LC,
790785,Asteraceae,"Hieracium glaucinum subsp. glauciniforme (Zahn) Greuter, 2008",sous-espece,LC,
102019,Asteraceae,"Hieracium glaucopsis Gren. & Godr., 1850",espece,LC,
102020,Asteraceae,"Hieracium glaucum All., 1773",espece,LC,
717241,Asteraceae,"Hieracium godetii Christener ex Godet, 1869",espece,LC,
102028,Asteraceae,"Hieracium gouanii Arv.-Touv., 1886",espece,LC,
102036,Asteraceae,"Hieracium grovesianum Arv.-Touv. ex Belli, 1897",espece,NAa,Exotiques
102037,Asteraceae,"Hieracium gymnocerinthe Arv.-Touv. & Gaut., 1897",espece,DD,
102041,Asteraceae,"Hieracium halleri Vill., 1788",espece,LC,
102042,Asteraceae,"Hieracium hastile Arv.-Touv. & Gaut., 1894",espece,LC,
102043,Asteraceae,"Hieracium hecatadenum Arv.-Touv. & Gaut., 1904",espece,DD,
102046,Asteraceae,"Hieracium hemiplecum Arv.-Touv., 1877",espece,LC,
717242,Asteraceae,"Hieracium heterospermum Arv.-Touv., 1880",espece,DD,
102054,Asteraceae,"Hieracium hugueninianum Arv.-Touv. ex Briq., 1901",espece,DD,
102055,Asteraceae,"Hieracium humile Jacq., 1777",espece,LC,
810875,Asteraceae,Hieracium hypoplecum (Arv.-Touv.) Arv.-Touv. & Gaut.,espece,DD,
102070,Asteraceae,"Hieracium inquinatum Jord. ex Boreau, 1857",espece,DD,
102073,Asteraceae,"Hieracium insuetum Jord. ex Boreau, 1857",espece,LC,
611265,Asteraceae,"Hieracium insulanum Litard., 1909",espece,NT,
717244,Asteraceae,"Hieracium intricatum Arv.-Touv., 1876",espece,DD,
102078,Asteraceae,"Hieracium intybaceum All., 1773",espece,LC,
102081,Asteraceae,"Hieracium intybelloides Arv.-Touv. & Gaut., 1907",espece,DD,
102083,Asteraceae,"Hieracium inuloides Tausch, 1837",espece,DD,
102084,Asteraceae,"Hieracium irriguum (Fr.) Dahlst., 1894",espece,LC,
102086,Asteraceae,"Hieracium isolanum (Besse & Zahn) Zahn, 1916",espece,VU,
102087,Asteraceae,"Hieracium issleri Touton & Zahn, 1914",espece,CR,
102089,Asteraceae,"Hieracium jaceoides Arv.-Touv., 1873",espece,LC,
102093,Asteraceae,"Hieracium jaubertianum Timb.-Lagr. & Loret, 1858",espece,LC,
102097,Asteraceae,"Hieracium juraniforme Zahn, 1905",espece,DD,
788791,Asteraceae,"Hieracium juranum Rapin, 1842",espece,LC,
161684,Asteraceae,"Hieracium jurassicum Griseb., 1853",espece,LC,
102103,Asteraceae,"Hieracium kochianum Jord., 1849",espece,DD,
102106,Asteraceae,"Hieracium lachenalii Suter, 1802",espece,LC,
102112,Asteraceae,"Hieracium lactucifolium Arv.-Touv., 1873",espece,LC,
717771,Asteraceae,Hieracium laevifrons Sudre,espece,DD,
102115,Asteraceae,"Hieracium laevigatum Willd., 1803",espece,LC,
102124,Asteraceae,"Hieracium lanceolatum Vill., 1788",espece,LC,
717245,Asteraceae,"Hieracium lancidens (Zahn) Prain, 1913",espece,DD,
102125,Asteraceae,"Hieracium langei Fr., 1862",espece,LC,
717247,Asteraceae,"Hieracium lanseanum Arv.-Touv., 1872",espece,DD,
102128,Asteraceae,"Hieracium lantoscanum Burnat & Gremli, 1883",espece,LC,
102135,Asteraceae,"Hieracium laureolum Arv.-Touv., 1876",espece,LC,
102139,Asteraceae,"Hieracium lawsonii Vill., 1779",espece,LC,
102143,Asteraceae,"Hieracium legraeanum Arv.-Touv., 1897",espece,LC,
102144,Asteraceae,"Hieracium legrandianum Arv.-Touv., 1884",espece,LC,
102146,Asteraceae,"Hieracium leiopogon Gren. ex Verl., 1872",espece,LC,
102147,Asteraceae,"Hieracium leontodontoides Arv.-Touv. & Briq., 1894",espece,EN,
102156,Asteraceae,"Hieracium leucophaeum Gren. & Godr., 1850",espece,LC,
717248,Asteraceae,"Hieracium levicaule Jord., 1848",espece,DD,
135824,Asteraceae,"Hieracium levicaule subsp. oligochristum Zahn, 1921",sous-espece,DD,
102159,Asteraceae,"Hieracium liotardii Vill., 1779",espece,LC,
102171,Asteraceae,"Hieracium longifolium Schleich. ex Froel., 1838",espece,LC,
102178,Asteraceae,"Hieracium lychnioides Arv.-Touv., 1873",espece,VU,
102179,Asteraceae,"Hieracium lychnitis Scheele, 1862",espece,EN,
717249,Asteraceae,"Hieracium lycopifolioides (Zahn) Prain, 1905",espece,LC,
102182,Asteraceae,"Hieracium lycopifolium Froel., 1838",espece,NT,
102183,Asteraceae,"Hieracium lysanum Arv.-Touv. & Gaut., 1904",espece,DD,
102189,Asteraceae,"Hieracium maculatum Schrank, 1789",espece,LC,
135922,Asteraceae,"Hieracium maculatum subsp. schistogenes Sudre, 1902",sous-espece,LC,
102192,Asteraceae,"Hieracium maestum Arv.-Touv. & Gaut., 1897",espece,LC,
717250,Asteraceae,"Hieracium marsillyanum Arv.-Touv., 1913",espece,EN,
788805,Asteraceae,"Hieracium massoniae Favrat, 1892",espece,LC,
102201,Asteraceae,"Hieracium medium Jord., 1849",espece,LC,
619709,Asteraceae,"Hieracium melandryfolium Arv.-Touv., 1888",espece,DD,
102206,Asteraceae,"Hieracium melanops Arv.-Touv., 1888",espece,DD,
721305,Asteraceae,"Hieracium melanops subsp. pseudopraeustum (Zahn) Greuter, 2008",sous-espece,DD,
135866,Asteraceae,"Hieracium mendiolanum Arv.-Touv. & Gaut., 1908",espece,DD,
611264,Asteraceae,"Hieracium metallicorum Gottschl., 2006",espece,LC,
102214,Asteraceae,"Hieracium misaucinum N�geli & Peter, 1886",espece,DD,
102217,Asteraceae,"Hieracium mixtum Froel., 1838",espece,LC,
102219,Asteraceae,"Hieracium molinerianum Arv.-Touv. & Gaut., 1904",espece,LC,
102221,Asteraceae,"Hieracium mollitum Arv.-Touv., 1977",espece,EN,
102223,Asteraceae,"Hieracium monregalense Burnat & Gremli, 1883",espece,LC,
102227,Asteraceae,"Hieracium morisianum Zahn, 1906",espece,LC,
102230,Asteraceae,"Hieracium mucronatum Arv.-Touv. & Gaut., 1897",espece,DD,
810876,Asteraceae,Hieracium muellerianum Arv.-Touv. & Gaut.,espece,VU,
102235,Asteraceae,"Hieracium murorum L., 1753",espece,LC,
102241,Asteraceae,"Hieracium naevuliferum Jord. ex Boreau, 1857",espece,DD,
102247,Asteraceae,"Hieracium neocerinthe Fr., 1848",espece,LC,
102249,Asteraceae,"Hieracium neochlorum Arv.-Touv. & Gaut., 1904",espece,DD,
102255,Asteraceae,"Hieracium neopicris Arv.-Touv., 1881",espece,DD,
102257,Asteraceae,"Hieracium neoprenanthes Arv.-Touv., 1887",espece,DD,
102263,Asteraceae,"Hieracium neurophyllum Arv.-Touv., 1888",espece,DD,
102264,Asteraceae,"Hieracium neyranum Arv.-Touv., 1883",espece,DD,
717251,Asteraceae,"Hieracium nigratum (Murr & Zahn) Prain, 1913",espece,LC,
102265,Asteraceae,"Hieracium nigrescens Willd., 1803",espece,DD,
102267,Asteraceae,"Hieracium nigritellum Arv.-Touv., 1871",espece,LC,
102272,Asteraceae,"Hieracium nobile Gren. & Godr., 1850",espece,DD,
102273,Asteraceae,"Hieracium obliquum Jord., 1848",espece,LC,
102274,Asteraceae,"Hieracium oblongum Jord., 1849",espece,LC,
102275,Asteraceae,"Hieracium obovatum Lapeyr., 1818",espece,DD,
102277,Asteraceae,"Hieracium occitanicum Jord., 1849",espece,DD,
102280,Asteraceae,"Hieracium odontinum Arv.-Touv., 1897",espece,DD,
102287,Asteraceae,"Hieracium oligocephalum Arv.-Touv., 1876",espece,VU,
102288,Asteraceae,"Hieracium olivaceum Gren. & Godr., 1850",espece,LC,
102291,Asteraceae,"Hieracium oreiocephalum Zahn, 1921",espece,EN,
102293,Asteraceae,"Hieracium orthoglossum Arv.-Touv. & Gaut., 1904",espece,DD,
102294,Asteraceae,"Hieracium ovalifolium Jord., 1849",espece,LC,
102296,Asteraceae,"Hieracium oxyodon Fr., 1848",espece,DD,
102299,Asteraceae,"Hieracium pallidifolium Jord. ex Boreau, 1857",espece,LC,
136210,Asteraceae,"Hieracium pallidifrons Sudre, 1900",espece,DD,
102300,Asteraceae,"Hieracium pallidulum Jord. ex Boreau, 1857",espece,LC,
102304,Asteraceae,"Hieracium pamphilii Arv.-Touv., 1888",espece,DD,
102309,Asteraceae,"Hieracium parcepilosum Arv.-Touv., 1888",espece,LC,
102312,Asteraceae,Hieracium patens Bartl. ex Griseb.,espece,DD,
102314,Asteraceae,"Hieracium paucifoliatum Jord. ex Boreau, 1857",espece,LC,
102316,Asteraceae,"Hieracium pedemontanum Burnat & Gremli, 1883",espece,LC,
102319,Asteraceae,"Hieracium pellitum Fr., 1862",espece,LC,
717772,Asteraceae,Hieracium peltifolium Arv.-Touv.,espece,DD,
102321,Asteraceae,"Hieracium percissum Jord. ex Boreau, 1857",espece,DD,
102336,Asteraceae,"Hieracium petiolare Jord., 1849",espece,LC,
717773,Asteraceae,Hieracium petrosae (Zahn) J.-M.Tison,espece,NT,
102340,Asteraceae,"Hieracium petryanum Zahn, 1923",espece,NT,
102343,Asteraceae,"Hieracium phlomoides Froel., 1838",espece,DD,
102345,Asteraceae,"Hieracium picroides Vill., 1812",espece,LC,
717252,Asteraceae,"Hieracium pictiforme Belli & Arv.-Touv., 1904",espece,DD,
102347,Asteraceae,"Hieracium pictum Schleich. ex Pers., 1807",espece,DD,
102350,Asteraceae,"Hieracium piliferum Hoppe, 1799",espece,LC,
102356,Asteraceae,"Hieracium pilosum Schleich. ex Fro�l., 1838",espece,DD,
102360,Asteraceae,"Hieracium planchonianum Timb.-Lagr. & Loret, 1858",espece,LC,
102364,Asteraceae,"Hieracium plecophyllum Arv.-Touv. & Gaut., 1894",espece,EN,
102365,Asteraceae,"Hieracium plumbagineum Arv.-Touv., 1913",espece,LC,
102377,Asteraceae,"Hieracium porrectum Fr., 1848",espece,DD,
102389,Asteraceae,"Hieracium prasinifolium Jord. ex Boreau, 1857",espece,DD,
102390,Asteraceae,"Hieracium prasinops Touton & Zahn, 1907",espece,DD,
611275,Asteraceae,Hieracium prasiophaeum Arv.-Touv. & Gaut.,espece,DD,
102392,Asteraceae,"Hieracium prenanthoides Vill., 1779",espece,LC,
102395,Asteraceae,"Hieracium prionatum Arv.-Touv., 1888",espece,DD,
102397,Asteraceae,"Hieracium provinciale Jord., 1849",espece,LC,
717253,Asteraceae,"Hieracium pseudalpinum (N�geli & Peter) Prain, 1913",espece,LC,
102400,Asteraceae,"Hieracium pseudocerinthe (Gaudin) W.D.J.Koch, 1846",espece,LC,
717254,Asteraceae,"Hieracium pseudocirritum (Favre) Touton & Zahn, 1905",espece,LC,
102401,Asteraceae,"Hieracium pseudocorymbosum Gremli, 1883",espece,NAa,Exotiques
102407,Asteraceae,"Hieracium pseudojuranum Arv.-Touv., 1897",espece,LC,
102408,Asteraceae,"Hieracium pseudolanatum Arv.-Touv., 1871",espece,DD,
717774,Asteraceae,Hieracium pseudopraecox (Zahn) Prain,espece,DD,
102423,Asteraceae,"Hieracium pseudoviride Arv.-Touv., 1876",espece,LC,
102426,Asteraceae,"Hieracium pteropogon Arv.-Touv., 1879",espece,LC,
102427,Asteraceae,"Hieracium pulchellum Gren. ex Griseb., 1852",espece,LC,
102431,Asteraceae,"Hieracium pulmonarioides Vill., 1779",espece,LC,
717255,Asteraceae,"Hieracium pulviscapum Arv.-Touv., 1913",espece,EN,
102443,Asteraceae,"Hieracium querceticola Jord. ex Boreau, 1857",espece,DD,
135872,Asteraceae,"Hieracium ragusinoides Arv.-Touv. & St.-Yves, 1908",espece,DD,
102446,Asteraceae,"Hieracium ramondii Griseb., 1852",espece,DD,
102449,Asteraceae,"Hieracium rapunculoides Arv.-Touv., 1876",espece,LC,
102451,Asteraceae,"Hieracium ravaudii Arv.-Touv., 1873",espece,EN,
102453,Asteraceae,"Hieracium recensitum Jord. ex Boreau, 1857",espece,LC,
717256,Asteraceae,"Hieracium retardatum (Zahn) Prain, 1913",espece,DD,
717257,Asteraceae,"Hieracium revolii Sudre, 1913",espece,DD,
102461,Asteraceae,"Hieracium rhaeticum Fr., 1862",espece,VU,
102464,Asteraceae,"Hieracium rhomboidale Lapeyr., 1782",espece,LC,
102471,Asteraceae,"Hieracium rionii Gremli, 1883",espece,LC,
717258,Asteraceae,"Hieracium romieuxianum Zahn, 1926",espece,DD,
102473,Asteraceae,"Hieracium rotgesianum Arv.-Touv. & Gaut., 1904",espece,NT,
717775,Asteraceae,Hieracium runcinatolobatum (Zahn) J.-M.Tison,espece,LC,
102478,Asteraceae,"Hieracium rupestre All., 1789",espece,LC,
102482,Asteraceae,"Hieracium ruppertianum Zahn, 1906",espece,DD,
788806,Asteraceae,"Hieracium sabaudiforme (Zahn) Prain, 1913",espece,LC,
717259,Asteraceae,"Hieracium samnaunicum (Zahn) Prain, 1913",espece,DD,
102492,Asteraceae,"Hieracium sandozianum Zahn, 1901",espece,RE,
102497,Asteraceae,"Hieracium sarretoides Arv.-Touv. & H.J.Coste, 1913",espece,VU,
102499,Asteraceae,"Hieracium sauzei (Arv.-Touv.) Arv.-Touv., 1913",espece,EN,
102511,Asteraceae,"Hieracium scariolifolium Arv.-Touv., 1888",espece,LC,
717260,Asteraceae,"Hieracium schenkii (Griseb.) Schljakov, 1989",espece,LC,
102519,Asteraceae,"Hieracium scorzonerifolium Vill., 1779",espece,LC,
102523,Asteraceae,"Hieracium segureum Arv.-Touv., 1886",espece,EN,
102524,Asteraceae,"Hieracium semisilvaticum (Zahn) P.D.Sell & C.West, 1976",espece,LC,
717261,Asteraceae,"Hieracium seneppense (Arv.-Touv.) Belli, 1904",espece,DD,
102536,Asteraceae,"Hieracium serresianum Arv.-Touv., 1902",espece,NT,
619680,Asteraceae,"Hieracium setibifidum Arv.-Touv. & Gaut., 1908",espece,LC,
102551,Asteraceae,"Hieracium solidagineum Fr., 1862",espece,LC,
102554,Asteraceae,"Hieracium sonchoides Arv.-Touv., 1876",espece,LC,
102555,Asteraceae,"Hieracium souliei Arv.-Touv. & Gaut., 1908",espece,DD,
102563,Asteraceae,"Hieracium speluncarum Arv.-Touv., 1881",espece,VU,
102566,Asteraceae,"Hieracium spicatum All., 1785",espece,LC,
102567,Asteraceae,"Hieracium spilophaeum Jord. ex Boreau, 1857",espece,DD,
717262,Asteraceae,"Hieracium stauii Belli, 1904",espece,DD,
102573,Asteraceae,"Hieracium stelligerum Froel., 1838",espece,LC,
102593,Asteraceae,"Hieracium subhirsutum Jord. ex Boreau, 1857",espece,DD,
717263,Asteraceae,"Hieracium sublacteum Arv.-Touv. & Gaut., 1894",espece,DD,
102595,Asteraceae,"Hieracium submacilentum (Rouy) Prain, 1913",espece,DD,
102597,Asteraceae,"Hieracium subnivale Gren., 1850",espece,LC,
102607,Asteraceae,"Hieracium subrude (Arv.-Touv.) Arv.-Touv., 1879",espece,DD,
717264,Asteraceae,"Hieracium succisoides Arv.-Touv., 1879",espece,DD,
628303,Asteraceae,"Hieracium sutteri Soest, 1965",espece,DD,
717265,Asteraceae,"Hieracium taraxaciforme Arv.-Touv., 1880",espece,LC,
102631,Asteraceae,"Hieracium tarnense Arv.-Touv. & Sudre, 1894",espece,LC,
102633,Asteraceae,"Hieracium taurinense Jord., 1849",espece,LC,
102643,Asteraceae,"Hieracium thapsifolium Arv.-Touv., 1873",espece,VU,
102647,Asteraceae,"Hieracium tinctum Jord. ex Boreau, 1857",espece,LC,
717266,Asteraceae,"Hieracium tomentellum N�geli & Peter, 1886",espece,VU,
102650,Asteraceae,"Hieracium tomentosum L., 1755",espece,LC,
102652,Asteraceae,"Hieracium tortifolium Jord. ex Boreau, 1857",espece,DD,
161285,Asteraceae,"Hieracium trachselianum Christener, 1860",espece,DD,
619653,Asteraceae,"Hieracium translucens Arv.-Touv., 1888",espece,LC,
717267,Asteraceae,"Hieracium trichocaulon (Dahlst.) Johanss., 1902",espece,NAa,Exotiques
102659,Asteraceae,"Hieracium trichocerinthe Arv.-Touv. & Gaut., 1894",espece,LC,
102662,Asteraceae,"Hieracium trichodermum Arv.-Touv. & Gaut., 1894",espece,DD,
102665,Asteraceae,"Hieracium tridentatifolium (Zahn) P.D.Sell & C.West, 1976",espece,DD,
102669,Asteraceae,"Hieracium turritifolium Arv.-Touv., 1894",espece,DD,
102670,Asteraceae,"Hieracium ucenicum Arv.-Touv., 1888",espece,NT,
102671,Asteraceae,"Hieracium umbellatum L., 1753",espece,LC,
102674,Asteraceae,"Hieracium umbrosum Jord., 1848",espece,LC,
102675,Asteraceae,"Hieracium urticaceum Arv.-Touv. & Ravaud, 1876",espece,DD,
102677,Asteraceae,"Hieracium vaginatum Jeanb. & Timb.-Lagr., 1879",espece,DD,
102678,Asteraceae,"Hieracium vagum Jord., 1849",espece,LC,
102680,Asteraceae,"Hieracium valdepilosum Vill., 1779",espece,LC,
102681,Asteraceae,"Hieracium valerianifolium Arv.-Touv. & Gaut., 1897",espece,DD,
102683,Asteraceae,"Hieracium vallisiacum Fr., 1862",espece,LC,
102685,Asteraceae,"Hieracium vasconicum Martrin-Donos, 1864",espece,LC,
717268,Asteraceae,"Hieracium venascanum Arv.-Touv. & Gaut., 1902",espece,LC,
102691,Asteraceae,"Hieracium verbascifolium Vill., 1812",espece,DD,
102695,Asteraceae,"Hieracium vestitum Gren., 1850",espece,LC,
102701,Asteraceae,"Hieracium villosum Jacq., 1762",espece,LC,
102706,Asteraceae,"Hieracium virgaurea Coss., 1847",espece,NT,
102708,Asteraceae,"Hieracium virgultorum Jord., 1848",espece,LC,
102709,Asteraceae,"Hieracium viride Arv.-Touv., 1871",espece,VU,
102713,Asteraceae,"Hieracium viscosum Arv.-Touv., 1876",espece,LC,
788804,Asteraceae,Hieracium vizzavonae (Zahn) J.-M.Tison,espece,LC,
102787,Asteraceae,"Hieracium xatardianum Arv.-Touv., 1894",espece,LC,
102788,Asteraceae,"Hieracium yvesianum Arv.-Touv., 1913",espece,DD,
102794,Poaceae,"Hierochloe odorata (L.) P.Beauv., 1812",espece,NT,
102797,Orchidaceae,"Himantoglossum hircinum (L.) Spreng., 1826",espece,LC,
162131,Orchidaceae,"Himantoglossum robertianum (Loisel.) P.Delforge, 1999",espece,LC,
102840,Fabaceae,"Hippocrepis biflora Spreng., 1815",espece,LC,
102841,Fabaceae,"Hippocrepis ciliata Willd., 1808",espece,LC,
102842,Fabaceae,"Hippocrepis comosa L., 1753",espece,LC,
717269,Fabaceae,"Hippocrepis conradiae Gamisans & Hugot, 2011",espece,LC,
102845,Fabaceae,"Hippocrepis emerus (L.) Lassen, 1989",espece,LC,
102851,Fabaceae,"Hippocrepis multisiliquosa L., 1753",espece,VU,
102857,Fabaceae,"Hippocrepis scorpioides Benth., 1826",espece,LC,
102863,Elaeagnaceae,"Hippophae rhamnoides L., 1753",espece,LC,
136646,Elaeagnaceae,"Hippophae rhamnoides subsp. fluviatilis Soest, 1952",sous-espece,LC,
136648,Elaeagnaceae,"Hippophae rhamnoides subsp. rhamnoides L., 1753",sous-espece,LC,
102870,Plantaginaceae,"Hippuris vulgaris L., 1753",espece,NT,
102876,Brassicaceae,"Hirschfeldia incana (L.) Lagr.-Foss., 1847",espece,LC,
102900,Poaceae,"Holcus lanatus L., 1753",espece,LC,
102901,Poaceae,"Holcus mollis L., 1759",espece,LC,
717776,Caryophyllaceae,"Holosteum breistrofferi Greuter & Charpin, 1971",espece,NT,
102921,Caryophyllaceae,"Holosteum umbellatum L., 1753",espece,LC,
102925,Asteraceae,"Homogyne alpina (L.) Cass., 1821",espece,LC,
102929,Caryophyllaceae,"Honckenya peploides (L.) Ehrh., 1788",espece,LC,
102930,Asparagaceae,"Honorius nutans (Sm.) Gray, 1821",espece,NT,
102934,Poaceae,"Hordelymus europaeus (L.) Harz, 1885",espece,LC,
102942,Poaceae,"Hordeum bulbosum L., 1756",espece,NT,
136659,Poaceae,"Hordeum bulbosum subsp. bulbosum L., 1756",sous-espece,NAa,Exotiques
136660,Poaceae,"Hordeum bulbosum subsp. nodosum (L.) B.R.Baum, 1985",sous-espece,NT,
102959,Poaceae,"Hordeum geniculatum All., 1785",espece,LC,
102964,Poaceae,"Hordeum jubatum L., 1753",espece,NAa,Exotiques
102968,Poaceae,"Hordeum marinum Huds., 1778",espece,LC,
102974,Poaceae,"Hordeum murinum L., 1753",espece,LC,
136673,Poaceae,"Hordeum murinum subsp. murinum L., 1753",sous-espece,LC,
136671,Poaceae,"Hordeum murinum subsp. glaucum (Steud.) Tzvelev, 1972",sous-espece,LC,
136672,Poaceae,"Hordeum murinum subsp. leporinum (Link) Arcang., 1882",sous-espece,LC,
102990,Poaceae,"Hordeum secalinum Schreb., 1771",espece,LC,
102999,Poaceae,"Hordeum vulgare L., 1753",espece,NAa,Exotiques
718237,Poaceae,"Hordeum vulgare subsp. distichon (L.) K�rn., 1882",sous-espece,NAa,Exotiques
612498,Poaceae,"Hordeum vulgare subsp. vulgare L., 1753",sous-espece,NAa,Exotiques
103005,Brassicaceae,"Hormathophylla halimifolia (Boiss.) P.K�pfer, 1974",espece,LC,
103006,Brassicaceae,"Hormathophylla lapeyrousiana (Jord.) P.K�pfer, 1974",espece,NT,
103007,Brassicaceae,"Hormathophylla macrocarpa (DC.) P.K�pfer, 1974",espece,LC,
103008,Brassicaceae,"Hormathophylla pyrenaica (Lapeyr.) Dudley & Cullen, 1965",espece,VU,
103009,Brassicaceae,"Hormathophylla spinosa (L.) P.K�pfer, 1974",espece,LC,
103012,Lamiaceae,"Horminum pyrenaicum L., 1753",espece,LC,
103018,Brassicaceae,"Hornungia alpina (L.) O.Appel, 1997",espece,LC,
718363,Brassicaceae,"Hornungia alpina subsp. alpina (L.) O.Appel, 1997",sous-espece,LC,
136691,Brassicaceae,"Hornungia alpina subsp. brevicaulis (Spreng.) O.Appel, 1997",sous-espece,DD,
103019,Brassicaceae,"Hornungia petraea (L.) Rchb., 1838",espece,LC,
103020,Brassicaceae,"Hornungia procumbens (L.) Hayek, 1925",espece,LC,
103027,Primulaceae,"Hottonia palustris L., 1753",espece,LC,
103030,Cannabaceae,"Humulus japonicus Siebold & Zucc., 1846",espece,NAa,Exotiques
103031,Cannabaceae,"Humulus lupulus L., 1753",espece,LC,
103034,Lycopodiaceae,"Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829",espece,LC,
103055,Asparagaceae,"Hyacinthoides hispanica (Mill.) Rothm., 1944",espece,NAa,Exotiques
103056,Asparagaceae,"Hyacinthoides italica (L.) Rothm., 1944",espece,LC,
103057,Asparagaceae,"Hyacinthoides non-scripta (L.) Chouard ex Rothm., 1944",espece,LC,
103081,Asparagaceae,"Hyacinthus orientalis L., 1753",espece,NAa,Exotiques
103108,Hydrangeaceae,"Hydrangea macrophylla (Thunb.) Ser., 1830",espece,NAa,Exotiques
103120,Hydrocharitaceae,"Hydrocharis morsus-ranae L., 1753",espece,LC,
103129,Araliaceae,"Hydrocotyle bonariensis Comm. ex Lam., 1789",espece,NAa,Exotiques
103139,Araliaceae,"Hydrocotyle ranunculoides L.f., 1782",espece,NAa,Exotiques
103142,Araliaceae,"Hydrocotyle vulgaris L., 1753",espece,LC,
103155,Crassulaceae,"Hylotelephium anacampseros (L.) H.Ohba, 1977",espece,LC,
103158,Crassulaceae,"Hylotelephium jullianum (Boreau) Grulich, 1984",espece,NAa,Exotiques
103159,Crassulaceae,"Hylotelephium maximum (L.) Holub, 1978",espece,LC,
610624,Crassulaceae,"Hylotelephium spectabile (Boreau) H.Ohba, 1977",espece,NAa,Exotiques
103162,Crassulaceae,"Hylotelephium telephium (L.) H.Ohba, 1977",espece,LC,
103173,Hymenophyllaceae,"Hymenophyllum tunbrigense (L.) Sm., 1793",espece,LC,
103175,Hymenophyllaceae,"Hymenophyllum wilsonii Hook., 1830",espece,EN,
103178,Solanaceae,"Hyoscyamus albus L., 1753",espece,LC,
103185,Solanaceae,"Hyoscyamus niger L., 1753",espece,LC,
103205,Asteraceae,"Hyoseris radiata L., 1753",espece,LC,
103207,Asteraceae,"Hyoseris scabra L., 1753",espece,VU,
717271,Asteraceae,"Hyoseris taurina (Pamp.) Martinoli, 1953",espece,DD,
103216,Poaceae,"Hyparrhenia hirta (L.) Stapf, 1919",espece,LC,
103219,Poaceae,"Hyparrhenia sinaica (Delile) Llaurad� ex G.L�pez, 1994",espece,LC,
103229,Papaveraceae,"Hypecoum imberbe Sm., 1806",espece,NT,
103233,Papaveraceae,"Hypecoum pendulum L., 1753",espece,EN,
103235,Papaveraceae,"Hypecoum procumbens L., 1753",espece,LC,
103245,Hypericaceae,"Hypericum androsaemum L., 1753",espece,LC,
103246,Hypericaceae,"Hypericum australe Ten., 1826",espece,LC,
103254,Hypericaceae,"Hypericum calycinum L., 1767",espece,NAa,Exotiques
103260,Hypericaceae,"Hypericum coris L., 1753",espece,LC,
103261,Hypericaceae,"Hypericum corsicum Godr., 1847",espece,LC,
103272,Hypericaceae,"Hypericum elodes L., 1759",espece,LC,
103283,Hypericaceae,"Hypericum gentianoides (L.) Britton, Sterns & Poggenb., 1888",espece,NAa,Exotiques
103286,Hypericaceae,"Hypericum hircinum L., 1753",espece,LC,
136737,Hypericaceae,"Hypericum hircinum subsp. hircinum L., 1753",sous-espece,LC,
136738,Hypericaceae,"Hypericum hircinum subsp. majus (Aiton) N.Robson, 1985",sous-espece,NAa,Exotiques
103287,Hypericaceae,"Hypericum hirsutum L., 1753",espece,LC,
103288,Hypericaceae,"Hypericum humifusum L., 1753",espece,LC,
103289,Hypericaceae,"Hypericum hyssopifolium Chaix, 1785",espece,LC,
103292,Hypericaceae,"Hypericum linariifolium Vahl, 1790",espece,LC,
103298,Hypericaceae,"Hypericum maculatum Crantz, 1763",espece,LC,
136750,Hypericaceae,"Hypericum maculatum subsp. maculatum Crantz, 1763",sous-espece,LC,
136751,Hypericaceae,"Hypericum maculatum subsp. obtusiusculum (Tourlet) Hayek, 1912",sous-espece,LC,
103299,Hypericaceae,"Hypericum majus (A.Gray) Britton, 1894",espece,NAa,Exotiques
103301,Hypericaceae,"Hypericum montanum L., 1755",espece,LC,
103302,Hypericaceae,"Hypericum mutilum L., 1753",espece,NAa,Exotiques
103308,Hypericaceae,"Hypericum nummularium L., 1753",espece,LC,
103315,Hypericaceae,"Hypericum perfoliatum L., 1767",espece,LC,
103316,Hypericaceae,"Hypericum perforatum L., 1753",espece,LC,
103320,Hypericaceae,"Hypericum pulchrum L., 1753",espece,LC,
136771,Hypericaceae,"Hypericum richeri subsp. burseri (DC.) Nyman, 1878",sous-espece,LC,
103324,Hypericaceae,"Hypericum richeri Vill., 1779",espece,LC,
136772,Hypericaceae,"Hypericum richeri subsp. richeri Vill., 1779",sous-espece,LC,
103329,Hypericaceae,"Hypericum tetrapterum Fr., 1823",espece,LC,
103330,Hypericaceae,"Hypericum tomentosum L., 1753",espece,LC,
103331,Hypericaceae,"Hypericum triquetrifolium Turra, 1765",espece,NAa,Exotiques
103332,Hypericaceae,"Hypericum undulatum Schousb. ex Willd., 1809",espece,NAb,éteintes en France
103352,Asteraceae,"Hypochaeris achyrophorus L., 1753",espece,LC,
