CD_REF,FAMILLE,Nom scientifique,Rang,Categorie,Commentaires
119860,Alismataceae,"Sagittaria sagittifolia L., 1753",espece,LC,
119881,Amaranthaceae,"Salicornia europaea L., 1753",espece,LC,
788983,Amaranthaceae,"Salicornia europaea subsp. disarticulata (Moss) Lambinon & Vanderp., 2012",sous-espece,LC,
788985,Amaranthaceae,"Salicornia europaea subsp. europaea L., 1753",sous-espece,LC,
788876,Amaranthaceae,"Salicornia perennans Willd., 1797",espece,LC,
119894,Amaranthaceae,"Salicornia procumbens Sm., 1813",espece,LC,
119915,Salicaceae,"Salix alba L., 1753",espece,LC,
119931,Salicaceae,"Salix apennina A.K.Skvortsov, 1965",espece,DD,
119933,Salicaceae,"Salix appendiculata Vill., 1789",espece,LC,
119948,Salicaceae,"Salix atrocinerea Brot., 1804",espece,LC,
119952,Salicaceae,"Salix aurita L., 1753",espece,LC,
119954,Salicaceae,"Salix babylonica L., 1753",espece,NAa,Exotiques
119959,Salicaceae,"Salix bicolor Willd., 1796",espece,LC,
119968,Salicaceae,"Salix breviserrata Flod., 1940",espece,LC,
119970,Salicaceae,"Salix caesia Vill., 1789",espece,LC,
119977,Salicaceae,"Salix caprea L., 1753",espece,LC,
119985,Salicaceae,"Salix ceretana (P.Monts.) Chmelar, 1981",espece,DD,
119991,Salicaceae,"Salix cinerea L., 1753",espece,LC,
120009,Salicaceae,"Salix daphnoides Vill., 1779",espece,LC,
120029,Salicaceae,"Salix eleagnos Scop., 1772",espece,LC,
120037,Salicaceae,"Salix foetida Schleich. ex DC., 1805",espece,LC,
120040,Salicaceae,"Salix fragilis L., 1753",espece,LC,
120048,Salicaceae,"Salix glaucosericea Flod., 1943",espece,LC,
120052,Salicaceae,"Salix hastata L., 1753",espece,LC,
120056,Salicaceae,"Salix helvetica Vill., 1789",espece,LC,
120057,Salicaceae,"Salix herbacea L., 1753",espece,LC,
120085,Salicaceae,"Salix laggeri Wimm., 1854",espece,LC,
120091,Salicaceae,"Salix lapponum L., 1753",espece,LC,
120135,Salicaceae,"Salix myrsinifolia Salisb., 1796",espece,LC,
120163,Salicaceae,"Salix pentandra L., 1753",espece,LC,
120189,Salicaceae,"Salix purpurea L., 1753",espece,LC,
120191,Salicaceae,"Salix pyrenaica Gouan, 1773",espece,LC,
120192,Salicaceae,"Salix repens L., 1753",espece,LC,
120193,Salicaceae,"Salix reticulata L., 1753",espece,LC,
120195,Salicaceae,"Salix retusa L., 1759",espece,LC,
120219,Salicaceae,"Salix serpyllifolia Scop., 1772",espece,LC,
120246,Salicaceae,"Salix triandra L., 1753",espece,LC,
120260,Salicaceae,"Salix viminalis L., 1753",espece,LC,
120582,Solanaceae,"Salpichroa origanifolia (Lam.) Baill., 1888",espece,NAa,Exotiques
120608,Amaranthaceae,"Salsola soda L., 1753",espece,LC,
120619,Lamiaceae,"Salvia aethiopis L., 1753",espece,NT,
445723,Lamiaceae,"Salvia farinacea Benth., 1834",espece,NAa,Exotiques
120643,Lamiaceae,"Salvia glutinosa L., 1753",espece,LC,
120667,Lamiaceae,"Salvia microphylla Kunth, 1818",espece,NAa,Exotiques
120673,Lamiaceae,"Salvia nemorosa L., 1762",espece,NAa,Exotiques
120678,Lamiaceae,"Salvia officinalis L., 1753",espece,NT,
140519,Lamiaceae,"Salvia officinalis subsp. officinalis L., 1753",sous-espece,NAa,Exotiques
718283,Lamiaceae,"Salvia officinalis subsp. gallica (W.Lippert) Reales, D.Rivera & Ob�n, 2004",sous-espece,NAa,Exotiques
718284,Lamiaceae,"Salvia officinalis subsp. lavandulifolia (Vahl) Gams, 1927",sous-espece,NT,
120685,Lamiaceae,"Salvia pratensis L., 1753",espece,LC,
611559,Lamiaceae,"Salvia reflexa Hornem., 1807",espece,NAa,Exotiques
120691,Lamiaceae,"Salvia sclarea L., 1753",espece,NAa,Exotiques
721755,Lamiaceae,"Salvia splendens Sellow ex Nees, 1821",espece,NAa,Exotiques
120696,Lamiaceae,"Salvia tomentosa Mill., 1768",espece,NAa,Exotiques
120700,Lamiaceae,"Salvia verbenaca L., 1753",espece,LC,
140527,Lamiaceae,"Salvia verbenaca subsp. clandestina (L.) Batt., 1890",sous-espece,DD,
612559,Lamiaceae,"Salvia verbenaca subsp. verbenaca L., 1753",sous-espece,DD,
120703,Lamiaceae,"Salvia verticillata L., 1753",espece,LC,
120704,Lamiaceae,"Salvia viridis L., 1753",espece,NAa,Exotiques
446498,Salviniaceae,"Salvinia molesta D.S.Mitch., 1972",espece,NAa,Exotiques
120709,Salviniaceae,"Salvinia natans (L.) All., 1785",espece,NAa,Exotiques
120712,Adoxaceae,"Sambucus ebulus L., 1753",espece,LC,
120717,Adoxaceae,"Sambucus nigra L., 1753",espece,LC,
120720,Adoxaceae,"Sambucus racemosa L., 1753",espece,LC,
120732,Primulaceae,"Samolus valerandi L., 1753",espece,LC,
120758,Rosaceae,"Sanguisorba officinalis L., 1753",espece,LC,
120772,Apiaceae,"Sanicula europaea L., 1753",espece,LC,
120784,Asteraceae,"Santolina benthamiana Jord. & Fourr, 1869",espece,LC,
120785,Asteraceae,"Santolina chamaecyparissus L., 1753",espece,NAa,Exotiques
120786,Asteraceae,"Santolina corsica Jord. & Fourr., 1869",espece,LC,
611570,Asteraceae,"Santolina decumbens Mill., 1768",espece,LC,
717866,Asteraceae,"Santolina villosa Mill., 1768",espece,LC,
120812,Caryophyllaceae,"Saponaria bellidifolia Sm., 1791",espece,VU,
120813,Caryophyllaceae,"Saponaria caespitosa DC., 1808",espece,LC,
120819,Caryophyllaceae,"Saponaria lutea L., 1762",espece,NT,
120823,Caryophyllaceae,"Saponaria ocymoides L., 1753",espece,LC,
140569,Caryophyllaceae,"Saponaria ocymoides subsp. ocymoides L., 1753",sous-espece,LC,
140568,Caryophyllaceae,"Saponaria ocymoides subsp. alsinoides (Viv.) Arcang., 1894",sous-espece,LC,
120824,Caryophyllaceae,"Saponaria officinalis L., 1753",espece,LC,
120840,Papaveraceae,"Sarcocapnos enneaphylla (L.) DC., 1821",espece,NT,
120842,Amaranthaceae,"Sarcocornia fruticosa (L.) A.J.Scott, 1978",espece,LC,
120843,Amaranthaceae,"Sarcocornia perennis (Mill.) A.J.Scott, 1978",espece,LC,
140570,Amaranthaceae,"Sarcocornia perennis subsp. perennis (Mill.) A.J.Scott, 1978",sous-espece,LC,
612595,Amaranthaceae,"Sarcocornia perennis subsp. alpini (Lag.) Castrov., 1980",sous-espece,LC,
120875,Sarraceniaceae,"Sarracenia purpurea L., 1753",espece,NAa,Exotiques
120878,Poaceae,"Sasa palmata (Burb.) Camus, 1913",espece,NAa,Exotiques
120901,Lamiaceae,"Satureja hortensis L., 1753",espece,NAa,Exotiques
120908,Lamiaceae,"Satureja montana L., 1753",espece,LC,
120949,Asteraceae,"Saussurea alpina (L.) DC., 1810",espece,LC,
120950,Asteraceae,"Saussurea depressa Gren., 1849",espece,LC,
120951,Asteraceae,"Saussurea discolor (Willd.) DC., 1810",espece,LC,
120962,Saxifragaceae,"Saxifraga adscendens L., 1753",espece,VU,
120965,Saxifragaceae,"Saxifraga aizoides L., 1753",espece,LC,
120973,Saxifragaceae,"Saxifraga androsacea L., 1753",espece,LC,
120976,Saxifragaceae,"Saxifraga aquatica Lapeyr., 1801",espece,LC,
120977,Saxifragaceae,"Saxifraga aretioides Lapeyr., 1801",espece,LC,
120978,Saxifragaceae,"Saxifraga aspera L., 1753",espece,LC,
120987,Saxifragaceae,"Saxifraga biflora All., 1773",espece,LC,
120988,Saxifragaceae,"Saxifraga bryoides L., 1753",espece,LC,
120989,Saxifragaceae,"Saxifraga bulbifera L., 1753",espece,LC,
120994,Saxifragaceae,"Saxifraga caesia L., 1753",espece,LC,
120995,Saxifragaceae,"Saxifraga callosa Sm., 1791",espece,LC,
121002,Saxifragaceae,"Saxifraga cebennensis Rouy & E.G.Camus, 1901",espece,LC,
121004,Saxifragaceae,"Saxifraga cervicornis Viv., 1825",espece,LC,
121012,Saxifragaceae,"Saxifraga cochlearis Rchb., 1832",espece,LC,
121022,Saxifragaceae,"Saxifraga corsica (Ser.) Gren. & Godr., 1848",espece,LC,
121024,Saxifragaceae,"Saxifraga cotyledon L., 1753",espece,NT,
121028,Saxifragaceae,"Saxifraga cuneata Willd., 1799",espece,NAb,éteintes en France
121031,Saxifragaceae,"Saxifraga cuneifolia L., 1759",espece,LC,
140615,Saxifragaceae,"Saxifraga cuneifolia subsp. cuneifolia L., 1759",sous-espece,LC,
140616,Saxifragaceae,"Saxifraga cuneifolia subsp. robusta D.A.Webb, 1988",sous-espece,LC,
121035,Saxifragaceae,"Saxifraga delphinensis Ravaud, 1890",espece,LC,
121039,Saxifragaceae,"Saxifraga diapensioides Bellardi, 1792",espece,LC,
121047,Saxifragaceae,"Saxifraga exarata Vill., 1779",espece,LC,
121054,Saxifragaceae,"Saxifraga florulenta Moretti, 1823",espece,LC,
121055,Saxifragaceae,"Saxifraga fragilis Schrank, 1822",espece,LC,
121056,Saxifragaceae,"Saxifraga fragosoi Sennen, 1929",espece,LC,
121059,Saxifragaceae,"Saxifraga geranioides L., 1755",espece,LC,
121062,Saxifragaceae,"Saxifraga giziana Genty & Bouchard, 1947",espece,CR,
121065,Saxifragaceae,"Saxifraga granulata L., 1753",espece,LC,
121070,Saxifragaceae,"Saxifraga hariotii Luizet & Souli�, 1912",espece,LC,
121076,Saxifragaceae,"Saxifraga hirculus L., 1753",espece,CR,
121077,Saxifragaceae,"Saxifraga hirsuta L., 1759",espece,LC,
140642,Saxifragaceae,"Saxifraga hirsuta subsp. hirsuta L., 1759",sous-espece,LC,
140643,Saxifragaceae,"Saxifraga hirsuta subsp. paucicrenata (Leresche ex Gillot) D.A.Webb, 1963",sous-espece,LC,
121090,Saxifragaceae,"Saxifraga intricata Lapeyr., 1801",espece,LC,
121091,Saxifragaceae,"Saxifraga iratiana F.W.Schultz, 1851",espece,LC,
121096,Saxifragaceae,"Saxifraga lamottei Luizet, 1913",espece,VU,
121098,Saxifragaceae,"Saxifraga lantoscana Boiss. & Reut., 1856",espece,LC,
121106,Saxifragaceae,"Saxifraga longifolia Lapeyr., 1801",espece,LC,
121110,Saxifragaceae,"Saxifraga media Gouan, 1773",espece,LC,
121115,Saxifragaceae,"Saxifraga moschata Wulfen, 1781",espece,LC,
121120,Saxifragaceae,"Saxifraga muscoides All., 1773",espece,LC,
121124,Saxifragaceae,"Saxifraga mutata L., 1762",espece,VU,
121132,Saxifragaceae,"Saxifraga oppositifolia L., 1753",espece,LC,
121139,Saxifragaceae,"Saxifraga paniculata Mill., 1768",espece,LC,
121144,Saxifragaceae,"Saxifraga pedemontana All., 1785",espece,LC,
121146,Saxifragaceae,"Saxifraga pentadactylis Lapeyr., 1801",espece,LC,
121154,Saxifragaceae,"Saxifraga praetermissa D.A.Webb, 1963",espece,LC,
121156,Saxifragaceae,"Saxifraga prostii Sternb., 1831",espece,LC,
121158,Saxifragaceae,"Saxifraga pubescens Pourr., 1788",espece,LC,
121174,Saxifragaceae,"Saxifraga retusa Gouan, 1773",espece,LC,
121176,Saxifragaceae,"Saxifraga rosacea Moench, 1794",espece,CR,
140685,Saxifragaceae,"Saxifraga rosacea subsp. rosacea Moench, 1794",sous-espece,CR,
140686,Saxifragaceae,"Saxifraga rosacea subsp. sponhemica (C.C.Gmel.) D.A.Webb, 1963",sous-espece,CR,
121177,Saxifragaceae,"Saxifraga rotundifolia L., 1753",espece,LC,
121184,Saxifragaceae,"Saxifraga seguieri Spreng., 1807",espece,CR*,
121201,Saxifragaceae,"Saxifraga tridactylites L., 1753",espece,LC,
121203,Saxifragaceae,"Saxifraga umbrosa L., 1762",espece,LC,
121205,Saxifragaceae,"Saxifraga valdensis DC., 1815",espece,LC,
121316,Caprifoliaceae,"Scabiosa atropurpurea L., 1753",espece,LC,
121329,Caprifoliaceae,"Scabiosa canescens Waldst. & Kit., 1802",espece,VU,
121331,Caprifoliaceae,"Scabiosa cinerea Lapeyr. ex Lam., 1792",espece,LC,
121334,Caprifoliaceae,"Scabiosa columbaria L., 1753",espece,LC,
121337,Caprifoliaceae,"Scabiosa corsica (Litard.) Gamisans, 1985",espece,LC,
121367,Caprifoliaceae,"Scabiosa lucida Vill., 1779",espece,LC,
121380,Caprifoliaceae,"Scabiosa ochroleuca L., 1753",espece,NAa,Exotiques
121414,Caprifoliaceae,"Scabiosa triandra L., 1753",espece,LC,
121430,Apiaceae,"Scandix australis L., 1753",espece,LC,
140743,Apiaceae,"Scandix australis subsp. australis L., 1753",sous-espece,LC,
140747,Apiaceae,"Scandix australis subsp. grandiflora (L.) Thell., 1926",sous-espece,NAa,Exotiques
121431,Apiaceae,"Scandix balansae Reut. ex Boiss., 1872",espece,NAa,Exotiques
121449,Apiaceae,"Scandix pecten-veneris L., 1753",espece,LC,
140752,Apiaceae,"Scandix pecten-veneris subsp. pecten-veneris L., 1753",sous-espece,LC,
140750,Apiaceae,"Scandix pecten-veneris subsp. hispanica (Boiss.) Bonnier & Layens, 1894",sous-espece,LC,
121455,Apiaceae,"Scandix stellata Banks & Sol., 1794",espece,VU,
121461,Ophioglossaceae,"Sceptridium multifidum (S.G.Gmel.) Tagawa, 1940",espece,CR*,
717533,Poaceae,"Schedonorus arundinaceus (Schreb.) Dumort., 1824",espece,LC,
718405,Poaceae,"Schedonorus arundinaceus subsp. arundinaceus (Schreb.) Dumort., 1824",sous-espece,LC,
718285,Poaceae,"Schedonorus arundinaceus subsp. corsicus (Hack.) Foggi & Signorini, 2005",sous-espece,LC,
121471,Poaceae,"Schedonorus giganteus (L.) Holub, 1998",espece,LC,
717534,Poaceae,"Schedonorus interruptus (Desf.) Tzvelev, 1998",espece,LC,
121479,Poaceae,"Schedonorus pratensis (Huds.) P.Beauv., 1812",espece,LC,
718288,Poaceae,"Schedonorus pratensis subsp. apenninus (De Not.) H.Scholz & Vald�s, 2005",sous-espece,LC,
718406,Poaceae,"Schedonorus pratensis subsp. pratensis (Huds.) P.Beauv., 1812",sous-espece,LC,
619065,Gentianaceae,"Schenkia spicata (L.) G.Mans., 2004",espece,LC,
121500,Scheuchzeriaceae,"Scheuchzeria palustris L., 1753",espece,NT,
121504,Anacardiaceae,"Schinus molle L., 1753",espece,NAa,Exotiques
121507,Poaceae,"Schismus barbatus (L.) Thell., 1907",espece,NAa,Exotiques
121530,Asteraceae,"Schkuhria pinnata (Lam.) Kuntze, 1898",espece,NAa,Exotiques
121537,Poaceae,"Schmidtia kahalariensis Stent, 1928",espece,NAa,Exotiques
121549,Cyperaceae,"Schoenoplectus lacustris (L.) Palla, 1888",espece,LC,
121550,Cyperaceae,"Schoenoplectus litoralis (Schrad.) Palla, 1888",espece,LC,
121552,Cyperaceae,"Schoenoplectus mucronatus (L.) Palla, 1888",espece,LC,
121553,Cyperaceae,"Schoenoplectus pungens (Vahl) Palla, 1888",espece,LC,
121554,Cyperaceae,"Schoenoplectus supinus (L.) Palla, 1888",espece,NT,
121555,Cyperaceae,"Schoenoplectus tabernaemontani (C.C.Gmel.) Palla, 1888",espece,LC,
121556,Cyperaceae,"Schoenoplectus triqueter (L.) Palla, 1888",espece,LC,
121570,Cyperaceae,"Schoenus ferrugineus L., 1753",espece,LC,
121581,Cyperaceae,"Schoenus nigricans L., 1753",espece,LC,
121606,Asparagaceae,"Scilla bifolia L., 1753",espece,LC,
121673,Cyperaceae,"Scirpoides holoschoenus (L.) Soj�k, 1972",espece,LC,
140762,Cyperaceae,"Scirpoides holoschoenus subsp. holoschoenus (L.) Soj�k, 1972",sous-espece,LC,
611922,Cyperaceae,"Scirpoides holoschoenus subsp. australis (L.) Soj�k, 1972",sous-espece,LC,
121686,Cyperaceae,"Scirpus atrovirens Willd., 1809",espece,NAa,Exotiques
621680,Cyperaceae,"Scirpus georgianus R.M.Harper, 1900",espece,NAa,Exotiques
717867,Cyperaceae,"Scirpus hattorianus Makino, 1933",espece,NAa,Exotiques
717535,Cyperaceae,"Scirpus pendulus Muhl., 1817",espece,NAa,Exotiques
121777,Cyperaceae,"Scirpus radicans Schkuhr, 1793",espece,RE,
121792,Cyperaceae,"Scirpus sylvaticus L., 1753",espece,LC,
121823,Caryophyllaceae,"Scleranthus annuus L., 1753",espece,LC,
140781,Caryophyllaceae,"Scleranthus annuus subsp. annuus L., 1753",sous-espece,LC,
140786,Caryophyllaceae,"Scleranthus annuus subsp. polycarpos (L.) Bonnier & Layens, 1894",sous-espece,LC,
140790,Caryophyllaceae,"Scleranthus annuus subsp. verticillatus (Tausch) Arcang., 1882",sous-espece,DD,
121825,Caryophyllaceae,"Scleranthus burnatii Briq., 1910",espece,LC,
121839,Caryophyllaceae,"Scleranthus perennis L., 1753",espece,LC,
140793,Caryophyllaceae,"Scleranthus perennis subsp. perennis L., 1753",sous-espece,LC,
140794,Caryophyllaceae,"Scleranthus perennis subsp. polycnemoides (Willk. & Costa) Font Quer, 1949",sous-espece,LC,
121846,Caryophyllaceae,"Scleranthus uncinatus Schur, 1850",espece,LC,
121860,Poaceae,"Sclerochloa dura (L.) P.Beauv., 1812",espece,LC,
121899,Asteraceae,"Scolymus grandiflorus Desf., 1799",espece,NT,
121901,Asteraceae,"Scolymus hispanicus L., 1753",espece,LC,
121902,Asteraceae,"Scolymus maculatus L., 1753",espece,NT,
121926,Fabaceae,"Scorpiurus muricatus L., 1753",espece,NAa,Exotiques
121929,Fabaceae,"Scorpiurus subvillosus L., 1753",espece,LC,
160126,Fabaceae,"Scorpiurus sulcatus L., 1753",espece,NAa,Exotiques
121933,Fabaceae,"Scorpiurus vermiculatus L., 1753",espece,NAa,Exotiques
121937,Asteraceae,"Scorzonera aristata Ramond ex DC., 1805",espece,DD,
140804,Asteraceae,"Scorzonera austriaca subsp. austriaca Willd., 1803",sous-espece,DD,
140805,Asteraceae,"Scorzonera austriaca subsp. bupleurifolia (Pouzolz ex Timb.-Lagr. & Jeanb.) Bonnier, 1923",sous-espece,LC,
121939,Asteraceae,"Scorzonera austriaca Willd., 1803",espece,LC,
121958,Asteraceae,"Scorzonera hirsuta L., 1771",espece,LC,
121959,Asteraceae,"Scorzonera hispanica L., 1753",espece,LC,
140810,Asteraceae,"Scorzonera hispanica subsp. hispanica L., 1753",sous-espece,NAa,Exotiques
140807,Asteraceae,"Scorzonera hispanica subsp. asphodeloides (Wallr.) Arcang., 1882",sous-espece,LC,
140808,Asteraceae,"Scorzonera hispanica subsp. crispatula (Boiss.) Nyman, 1879",sous-espece,LC,
121960,Asteraceae,"Scorzonera humilis L., 1753",espece,LC,
121971,Asteraceae,"Scorzonera parviflora Jacq., 1776",espece,EN,
161683,Asteraceae,"Scorzonera undulata Vahl, 1791",espece,NAa,Exotiques
718408,Asteraceae,"Scorzonera undulata subsp. deliciosa (Guss. ex DC.) Maire, 1931",sous-espece,NAa,Exotiques
121988,Asteraceae,"Scorzoneroides autumnalis (L.) Moench, 1794",espece,LC,
611355,Asteraceae,"Scorzoneroides duboisii (Sennen) Greuter, 2006",espece,LC,
121989,Asteraceae,"Scorzoneroides montana (Lam.) Holub, 1977",espece,LC,
611356,Asteraceae,"Scorzoneroides pyrenaica (Gouan) Holub, 1977",espece,LC,
121995,Scrophulariaceae,"Scrophularia alpestris J.Gay ex Benth., 1846",espece,LC,
121999,Scrophulariaceae,"Scrophularia auriculata L., 1753",espece,LC,
122003,Scrophulariaceae,"Scrophularia canina L., 1753",espece,LC,
140822,Scrophulariaceae,"Scrophularia canina subsp. canina L., 1753",sous-espece,LC,
140824,Scrophulariaceae,"Scrophularia canina subsp. hoppii (W.D.J.Koch) P.Fourn., 1937",sous-espece,LC,
612566,Scrophulariaceae,"Scrophularia canina subsp. pinnatifida (Brot.) J.-M.Tison, 2010",sous-espece,LC,
140827,Scrophulariaceae,"Scrophularia canina subsp. ramosissima (Loisel.) Bonnier & Layens, 1894",sous-espece,LC,
122028,Scrophulariaceae,"Scrophularia nodosa L., 1753",espece,LC,
122029,Scrophulariaceae,"Scrophularia oblongifolia Loisel., 1827",espece,LC,
613680,Scrophulariaceae,"Scrophularia oblongifolia subsp. neesii (Wirtg.) B.Bock, 2012",sous-espece,DD,
612567,Scrophulariaceae,"Scrophularia oblongifolia subsp. oblongifolia Loisel., 1827",sous-espece,LC,
140831,Scrophulariaceae,"Scrophularia oblongifolia subsp. umbrosa (Dumort.) Gamisans, 1992",sous-espece,DD,
122032,Scrophulariaceae,"Scrophularia peregrina L., 1753",espece,LC,
122036,Scrophulariaceae,"Scrophularia provincialis Rouy, 1909",espece,LC,
122038,Scrophulariaceae,"Scrophularia pyrenaica Benth., 1846",espece,LC,
122046,Scrophulariaceae,"Scrophularia scorodonia L., 1753",espece,LC,
122056,Scrophulariaceae,"Scrophularia trifoliata L., 1759",espece,LC,
122060,Scrophulariaceae,"Scrophularia vernalis L., 1753",espece,LC,
122061,Lamiaceae,"Scutellaria albida L., 1771",espece,NAa,Exotiques
122062,Lamiaceae,"Scutellaria alpina L., 1753",espece,LC,
122064,Lamiaceae,"Scutellaria altissima L., 1753",espece,NAa,Exotiques
122065,Lamiaceae,"Scutellaria columnae All., 1785",espece,EN,
122069,Lamiaceae,"Scutellaria galericulata L., 1753",espece,LC,
122070,Lamiaceae,"Scutellaria hastifolia L., 1753",espece,VU,
122073,Lamiaceae,"Scutellaria minor Huds., 1762",espece,LC,
122085,Poaceae,"Secale cereale L., 1753",espece,NAa,Exotiques
717868,Poaceae,Secale strictum (C.Presl) Strobl,espece,NAa,Exotiques
122101,Crassulaceae,"Sedum acre L., 1753",espece,LC,
122106,Crassulaceae,"Sedum album L., 1753",espece,LC,
122107,Crassulaceae,"Sedum alpestre Vill., 1779",espece,LC,
122112,Crassulaceae,"Sedum amplexicaule DC., 1808",espece,NT,
122114,Crassulaceae,"Sedum andegavense (DC.) Desv., 1818",espece,LC,
122115,Crassulaceae,"Sedum anglicum Huds., 1778",espece,LC,
122116,Crassulaceae,"Sedum annuum L., 1753",espece,LC,
122124,Crassulaceae,"Sedum atratum L., 1763",espece,LC,
122132,Crassulaceae,"Sedum brevifolium DC., 1808",espece,LC,
122135,Crassulaceae,"Sedum caeruleum L., 1771",espece,LC,
122136,Crassulaceae,"Sedum caespitosum (Cav.) DC., 1828",espece,LC,
122138,Crassulaceae,"Sedum candollei H�met-Ahti, 1929",espece,LC,
122140,Crassulaceae,"Sedum cepaea L., 1753",espece,LC,
122150,Crassulaceae,"Sedum dasyphyllum L., 1753",espece,LC,
159827,Crassulaceae,"Sedum dendroideum Moc. & Sess� ex DC., 1828",espece,NAa,Exotiques
122162,Crassulaceae,"Sedum forsterianum Sm., 1808",espece,LC,
122163,Crassulaceae,"Sedum fragrans 't Hart, 1983",espece,LC,
122182,Crassulaceae,"Sedum hirsutum All., 1785",espece,LC,
122195,Crassulaceae,"Sedum litoreum Guss., 1826",espece,NT,
122209,Crassulaceae,"Sedum monregalense Balb., 1804",espece,LC,
122211,Crassulaceae,"Sedum montanum Perrier & Songeon, 1864",espece,LC,
122213,Crassulaceae,"Sedum multiceps Coss. & Durieu, 1862",espece,NAa,Exotiques
122215,Crassulaceae,"Sedum nevadense Coss., 1852",espece,EN,
122218,Crassulaceae,"Sedum ochroleucum Chaix, 1785",espece,LC,
122225,Crassulaceae,"Sedum pentandrum (DC.) Boreau, 1849",espece,EN,
122243,Crassulaceae,"Sedum rubens L., 1753",espece,LC,
122246,Crassulaceae,"Sedum rupestre L., 1753",espece,LC,
122248,Crassulaceae,"Sedum sarmentosum Bunge, 1835",espece,NAa,Exotiques
122254,Crassulaceae,"Sedum sediforme (Jacq.) Pau, 1909",espece,LC,
122256,Crassulaceae,"Sedum sexangulare L., 1753",espece,LC,
122281,Crassulaceae,"Sedum villosum L., 1753",espece,LC,
122304,Selaginellaceae,"Selaginella denticulata (L.) Spring, 1838",espece,LC,
122305,Selaginellaceae,"Selaginella helvetica (L.) Spring, 1838",espece,LC,
122306,Selaginellaceae,"Selaginella kraussiana (Kunze) A.Braun, 1860",espece,NAa,Exotiques
122308,Selaginellaceae,"Selaginella selaginoides (L.) P.Beauv. ex Schrank & Mart., 1829",espece,LC,
122326,Apiaceae,"Selinum broteri Hoffmanns. & Link, 1824",espece,NT,
122329,Apiaceae,"Selinum carvifolia (L.) L., 1762",espece,LC,
