"","CD_REF","LB_NOM","FAMILLE","FR"
"1792",95749,"Echium creticum","Boraginaceae","P"
"1793",95758,"Echium italicum","Boraginaceae","P"
"1794",95774,"Echium plantagineum","Boraginaceae","P"
"1795",95784,"Echium rosulatum","Boraginaceae","P"
"1796",95786,"Echium sabulicola","Boraginaceae","P"
"1797",95793,"Echium vulgare","Boraginaceae","P"
"1798",95806,"Eclipta prostrata","Asteraceae","I"
"1799",95823,"Egeria densa","Hydrocharitaceae","J"
"1800",710411,"Ehrharta erecta","Poaceae","I"
"1801",454932,"Pontederia crassipes","Pontederiaceae","J"
"1802",95831,"Elaeagnus angustifolia","Elaeagnaceae","I"
"1803",95839,"Elaeagnus pungens","Elaeagnaceae","M"
"1804",95841,"Elaeagnus umbellata","Elaeagnaceae","I"
"1805",95844,"Elaeoselinum meoides","Apiaceae","P"
"1806",95847,"Elatine alsinastrum","Elatinaceae","P"
"1807",95848,"Elatine brochonii","Elatinaceae","P"
"1808",95858,"Elatine hexandra","Elatinaceae","P"
"1809",95860,"Elatine hydropiper","Elatinaceae","P"
"1810",95864,"Elatine macropoda","Elatinaceae","P"
"1811",95877,"Elatine triandra","Elatinaceae","P"
"1812",95889,"Eleocharis acicularis","Cyperaceae","P"
"1813",95891,"Eleocharis atropurpurea","Cyperaceae","M"
"1814",95895,"Eleocharis bonariensis","Cyperaceae","I"
"1815",95914,"Eleocharis mamillata","Cyperaceae","P"
"1816",95916,"Eleocharis multicaulis","Cyperaceae","P"
"1817",95919,"Eleocharis ovata","Cyperaceae","P"
"1818",95922,"Eleocharis palustris","Cyperaceae","P"
"1819",95923,"Eleocharis parvula","Cyperaceae","P"
"1820",95927,"Eleocharis quinqueflora","Cyperaceae","P"
"1821",95933,"Eleocharis uniglumis","Cyperaceae","P"
"1822",95965,"Eleusine indica","Poaceae","I"
"1823",95975,"Eleusine tristachya","Poaceae","I"
"1824",95979,"Elodea callitrichoides","Hydrocharitaceae","J"
"1825",95980,"Elodea canadensis","Hydrocharitaceae","J"
"1826",95983,"Elodea nuttallii","Hydrocharitaceae","J"
"1827",95992,"Elymus caninus","Poaceae","P"
"1828",96025,"Elytrigia acuta","Poaceae","P"
"1829",96030,"Elytrigia campestris","Poaceae","P"
"1830",96031,"Elytrigia corsica","Poaceae","E"
"1831",96032,"Elytrigia elongata","Poaceae","P"
"1832",96034,"Elytrigia intermedia","Poaceae","P"
"1833",96035,"Elytrigia juncea","Poaceae","P"
"1834",96040,"Elytrigia obtusiflora","Poaceae","I"
"1835",96046,"Elytrigia repens","Poaceae","P"
"1836",96047,"Elytrigia scirpea","Poaceae","P"
"1837",119590,"Rumex spinosus","Polygonaceae","P"
"1838",96069,"Empetrum nigrum","Ericaceae","P"
"1839",96079,"Endressia pyrenaica","Apiaceae","P"
"1840",96098,"Ephedra altissima","Ephedraceae","I"
"1841",96101,"Ephedra distachya","Ephedraceae","P"
"1842",96106,"Ephedra major","Ephedraceae","P"
"1843",96119,"Epikeros pyrenaeus","Apiaceae","P"
"1844",96127,"Epilobium alpestre","Onagraceae","P"
"1845",96130,"Epilobium alsinifolium","Onagraceae","P"
"1846",96134,"Epilobium anagallidifolium","Onagraceae","P"
"1847",90483,"Chamaenerion angustifolium","Onagraceae","P"
"1848",96143,"Epilobium brachycarpum","Onagraceae","I"
"1849",96149,"Epilobium ciliatum","Onagraceae","I"
"1850",96150,"Epilobium collinum","Onagraceae","P"
"1851",1019304,"Chamaenerion dodonaei","Onagraceae","P"
"1852",96165,"Epilobium duriaei","Onagraceae","P"
"1853",96180,"Epilobium hirsutum","Onagraceae","P"
"1854",96191,"Epilobium lanceolatum","Onagraceae","P"
"1855",96208,"Epilobium montanum","Onagraceae","P"
"1856",96218,"Epilobium nutans","Onagraceae","P"
"1857",96220,"Epilobium obscurum","Onagraceae","P"
"1858",96226,"Epilobium palustre","Onagraceae","P"
"1859",96229,"Epilobium parviflorum","Onagraceae","P"
"1860",96251,"Epilobium roseum","Onagraceae","P"
"1861",96271,"Epilobium tetragonum","Onagraceae","P"
"1862",96426,"Epimedium alpinum","Berberidaceae","I"
"1863",96432,"Epipactis atrorubens","Orchidaceae","P"
"1864",96439,"Epipactis distans","Orchidaceae","P"
"1865",521628,"Epipactis exilis","Orchidaceae","P"
"1866",521629,"Epipactis fageticola","Orchidaceae","P"
"1867",96443,"Epipactis fibri","Orchidaceae","E"
"1868",96447,"Epipactis helleborine","Orchidaceae","P"
"1869",521630,"Epipactis kleinii","Orchidaceae","P"
"1870",96449,"Epipactis leptochila","Orchidaceae","P"
"1871",96454,"Epipactis microphylla","Orchidaceae","P"
"1872",96456,"Epipactis muelleri","Orchidaceae","P"
"1873",96465,"Epipactis palustris","Orchidaceae","P"
"1874",96468,"Epipactis phyllanthes","Orchidaceae","P"
"1875",96469,"Epipactis placentina","Orchidaceae","P"
"1876",96471,"Epipactis purpurata","Orchidaceae","P"
"1877",96476,"Epipactis rhodanensis","Orchidaceae","P"
"1878",96499,"Epipogium aphyllum","Orchidaceae","P"
"1879",96508,"Equisetum arvense","Equisetaceae","P"
"1880",96519,"Equisetum fluviatile","Equisetaceae","P"
"1881",96523,"Equisetum hyemale","Equisetaceae","P"
"1882",96534,"Equisetum palustre","Equisetaceae","P"
"1883",96539,"Equisetum ramosissimum","Equisetaceae","P"
"1884",96545,"Equisetum sylvaticum","Equisetaceae","P"
"1885",96546,"Equisetum telmateia","Equisetaceae","P"
"1886",762284,"Equisetum variegatum","Equisetaceae","P"
"1887",96580,"Eragrostis barrelieri","Poaceae","P"
"1888",96585,"Eragrostis cilianensis","Poaceae","P"
"1889",96591,"Eragrostis curvula","Poaceae","I"
"1890",96594,"Eragrostis diffusa","Poaceae","M"
"1891",96612,"Eragrostis mexicana","Poaceae","I"
"1892",96613,"Eragrostis minor","Poaceae","P"
"1893",96614,"Eragrostis multicaulis","Poaceae","I"
"1894",96619,"Eragrostis orcuttiana","Poaceae","I"
"1895",96624,"Eragrostis pectinacea","Poaceae","I"
"1896",96628,"Eragrostis pilosa","Poaceae","P"
"1897",160623,"Eragrostis tephrosanthos","Poaceae","I"
"1898",96644,"Eragrostis virescens","Poaceae","I"
"1899",96648,"Eranthis hyemalis","Ranunculaceae","I"
"1900",96659,"Erica arborea","Ericaceae","P"
"1901",96664,"Erica carnea","Ericaceae","P"
"1902",96665,"Erica ciliaris","Ericaceae","P"
"1903",96667,"Erica cinerea","Ericaceae","P"
"1904",96675,"Erica erigena","Ericaceae","P"
"1905",96679,"Erica lusitanica","Ericaceae","P"
"1906",96683,"Erica multiflora","Ericaceae","P"
"1907",96691,"Erica scoparia","Ericaceae","P"
"1908",96694,"Erica terminalis","Ericaceae","P"
"1909",96695,"Erica tetralix","Ericaceae","P"
"1910",96698,"Erica vagans","Ericaceae","P"
"1911",611688,"Erigeron acris","Asteraceae","P"
"1912",96736,"Erigeron alpinus","Asteraceae","P"
"1913",96739,"Erigeron annuus","Asteraceae","I"
"1914",96742,"Erigeron atticus","Asteraceae","P"
"1915",96745,"Erigeron blakei","Asteraceae","I"
"1916",96746,"Erigeron bonariensis","Asteraceae","I"
"1917",96749,"Erigeron canadensis","Asteraceae","I"
"1918",611690,"Erigeron floribundus","Asteraceae","I"
"1919",96761,"Erigeron glabratus","Asteraceae","P"
"1920",96775,"Erigeron karvinskianus","Asteraceae","I"
"1921",96790,"Erigeron neglectus","Asteraceae","P"
"1922",96793,"Erigeron paolii","Asteraceae","E"
"1923",96805,"Erigeron schleicheri","Asteraceae","P"
"1924",96814,"Erigeron sumatrensis","Asteraceae","I"
"1925",96816,"Erigeron uniflorus","Asteraceae","P"
"1926",96829,"Erinacea anthyllis","Fabaceae","P"
"1927",96834,"Erinus alpinus","Plantaginaceae","P"
"1928",96836,"Eriobotrya japonica","Rosaceae","M"
"1929",96844,"Eriophorum angustifolium","Cyperaceae","P"
"1930",96851,"Eriophorum gracile","Cyperaceae","P"
"1931",96852,"Eriophorum latifolium","Cyperaceae","P"
"1932",96859,"Eriophorum scheuchzeri","Cyperaceae","P"
"1933",96861,"Eriophorum vaginatum","Cyperaceae","P"
"1934",96872,"Eritrichium nanum","Boraginaceae","P"
"1935",96876,"Erodium acaule","Geraniaceae","P"
"1936",96887,"Erodium botrys","Geraniaceae","P"
"1937",96893,"Erodium chium","Geraniaceae","P"
"1938",96894,"Erodium ciconium","Geraniaceae","P"
"1939",96895,"Erodium cicutarium","Geraniaceae","P"
"1940",96897,"Erodium corsicum","Geraniaceae","P"
"1941",96902,"Erodium foetidum","Geraniaceae","P"
"1942",96904,"Erodium glandulosum","Geraniaceae","P"
"1943",96911,"Erodium laciniatum","Geraniaceae","P"
"1944",96912,"Erodium lebelii","Geraniaceae","P"
"1945",1013321,"Erodium rupestre","Geraniaceae","P"
"1946",96919,"Erodium malacoides","Geraniaceae","P"
"1947",96921,"Erodium manescavii","Geraniaceae","E"
"1948",96923,"Erodium maritimum","Geraniaceae","P"
"1949",96925,"Erodium moschatum","Geraniaceae","P"
"1950",96939,"Erodium rodiei","Geraniaceae","E"
"1951",96942,"Erodium salzmannii","Geraniaceae","Y"
"1952",97064,"Erucastrum gallicum","Brassicaceae","P"
"1953",97072,"Erucastrum nasturtiifolium","Brassicaceae","P"
"1954",717179,"Erucastrum supinum","Brassicaceae","P"
"1955",97041,"Eruca vesicaria","Brassicaceae","I"
"1956",97085,"Ervilia monanthos","Fabaceae","M"
"1957",97084,"Ervilia hirsuta","Fabaceae","P"
"1958",788868,"Ervilia loiseleurii","Fabaceae","P"
"1959",97088,"Ervilia sativa","Fabaceae","M"
"1960",788869,"Ervilia sylvatica","Fabaceae","P"
"1961",97101,"Ervum gracile","Fabaceae","P"
"1962",97116,"Ervum pubescens","Fabaceae","P"
"1963",97128,"Ervum tetraspermum","Fabaceae","P"
"1964",97133,"Eryngium alpinum","Apiaceae","P"
"1965",97140,"Eryngium bourgatii","Apiaceae","P"
"1966",97141,"Eryngium campestre","Apiaceae","P"
"1967",611126,"Eryngium creticum","Apiaceae","M"
"1968",97145,"Eryngium maritimum","Apiaceae","P"
"1969",611112,"Eryngium planum","Apiaceae","I"
"1970",97147,"Eryngium pusillum","Apiaceae","P"
"1971",97148,"Eryngium spinalba","Apiaceae","P"
"1972",160399,"Eryngium tricuspidatum","Apiaceae","M"
"1973",611123,"Eryngium triquetrum","Apiaceae","M"
"1974",97152,"Eryngium viviparum","Apiaceae","P"
"1975",97183,"Erysimum cheiranthoides","Brassicaceae","P"
"1976",97185,"Erysimum cheiri","Brassicaceae","M"
"1977",97201,"Erysimum duriaei","Brassicaceae","P"
"1978",97221,"Erysimum incanum","Brassicaceae","P"
"1979",97222,"Erysimum jugicola","Brassicaceae","P"
"1980",97230,"Erysimum montosicola","Brassicaceae","P"
"1981",159654,"Erysimum nevadense","Brassicaceae","P"
"1982",97234,"Erysimum ochroleucum","Brassicaceae","P"
"1983",97235,"Erysimum odoratum","Brassicaceae","P"
"1984",97257,"Erysimum repandum","Brassicaceae","M"
"1985",97258,"Erysimum rhaeticum","Brassicaceae","P"
"1986",97277,"Erysimum virgatum","Brassicaceae","P"
"1987",717180,"Erythranthe guttata","Phrymaceae","I"
"1988",717182,"Erythranthe moschata","Phrymaceae","I"
"1989",97325,"Erythronium dens-canis","Liliaceae","P"
"1990",97341,"Escallonia rubra","Escalloniaceae","M"
"1991",97346,"Eschscholzia californica","Papaveraceae","I"
"1992",97398,"Eucalyptus camaldulensis","Myrtaceae","M"
"1993",611733,"Eucalyptus cinerea","Myrtaceae","M"
"1994",611735,"Eucalyptus delegatensis","Myrtaceae","M"
"1995",97409,"Eucalyptus robusta","Myrtaceae","M"
"1996",453244,"Eucalyptus sideroxylon","Myrtaceae","M"
"1997",97411,"Eucalyptus viminalis","Myrtaceae","M"
"1998",811157,"Litwinowia tenuissima","Brassicaceae","I"
"1999",97423,"Eudianthe coelirosa","Caryophyllaceae","P"
"2000",97424,"Eudianthe laeta","Caryophyllaceae","P"
"2001",609982,"Euonymus europaeus","Celastraceae","P"
"2002",448138,"Euonymus japonicus","Celastraceae","I"
"2003",609983,"Euonymus latifolius","Celastraceae","P"
"2004",97434,"Eupatorium cannabinum","Asteraceae","P"
"2005",97449,"Euphorbia aleppica","Euphorbiaceae","Y"
"2006",97452,"Euphorbia amygdaloides","Euphorbiaceae","P"
"2007",97454,"Euphorbia angulata","Euphorbiaceae","P"
"2008",97463,"Euphorbia biumbellata","Euphorbiaceae","P"
"2009",97472,"Euphorbia canutii","Euphorbiaceae","P"
"2010",97477,"Euphorbia chamaesyce","Euphorbiaceae","P"
"2011",97478,"Euphorbia characias","Euphorbiaceae","P"
"2012",97482,"Euphorbia corsica","Euphorbiaceae","E"
"2013",97486,"Euphorbia cuneifolia","Euphorbiaceae","P"
"2014",97490,"Euphorbia cyparissias","Euphorbiaceae","P"
"2015",611146,"Euphorbia davidii","Euphorbiaceae","I"
"2016",97492,"Euphorbia dendroides","Euphorbiaceae","P"
"2017",97502,"Euphorbia dulcis","Euphorbiaceae","P"
"2018",97504,"Euphorbia duvalii","Euphorbiaceae","P"
"2019",97508,"Euphorbia esula","Euphorbiaceae","P"
"2020",97511,"Euphorbia exigua","Euphorbiaceae","P"
"2021",97513,"Euphorbia falcata","Euphorbiaceae","P"
"2022",97516,"Euphorbia flavicoma","Euphorbiaceae","P"
"2023",97522,"Euphorbia gayi","Euphorbiaceae","P"
"2024",97527,"Euphorbia glyptosperma","Euphorbiaceae","I"
"2025",97533,"Euphorbia graminifolia","Euphorbiaceae","E"
"2026",97537,"Euphorbia helioscopia","Euphorbiaceae","P"
"2027",97541,"Euphorbia hirsuta","Euphorbiaceae","P"
"2028",97543,"Euphorbia humifusa","Euphorbiaceae","I"
"2029",97544,"Euphorbia hyberna","Euphorbiaceae","P"
"2030",619438,"Euphorbia illirica","Euphorbiaceae","P"
"2031",97550,"Euphorbia insularis","Euphorbiaceae","P"
"2032",97556,"Euphorbia lathyris","Euphorbiaceae","I"
"2033",97567,"Euphorbia loreyi","Euphorbiaceae","P"
"2034",97571,"Euphorbia maculata","Euphorbiaceae","I"
"2035",97574,"Euphorbia marginata","Euphorbiaceae","M"
"2036",97591,"Euphorbia nicaeensis","Euphorbiaceae","P"
"2037",97594,"Euphorbia nutans","Euphorbiaceae","I"
"2038",97601,"Euphorbia palustris","Euphorbiaceae","P"
"2039",97604,"Euphorbia paralias","Euphorbiaceae","P"
"2040",97607,"Euphorbia peplis","Euphorbiaceae","P"
"2041",97609,"Euphorbia peplus","Euphorbiaceae","P"
"2042",97615,"Euphorbia pithyusa","Euphorbiaceae","P"
"2043",97616,"Euphorbia platyphyllos","Euphorbiaceae","P"
"2044",97619,"Euphorbia polygonifolia","Euphorbiaceae","I"
"2045",97623,"Euphorbia prostrata","Euphorbiaceae","I"
"2046",97630,"Euphorbia pterococca","Euphorbiaceae","P"
"2047",97635,"Euphorbia pyrenaica","Euphorbiaceae","P"
"2048",97659,"Euphorbia segetalis","Euphorbiaceae","P"
"2049",97660,"Euphorbia seguieriana","Euphorbiaceae","P"
"2050",97666,"Euphorbia serpens","Euphorbiaceae","I"
"2051",97667,"Euphorbia serrata","Euphorbiaceae","P"
"2052",97673,"Euphorbia spinosa","Euphorbiaceae","P"
"2053",97676,"Euphorbia stricta","Euphorbiaceae","P"
"2054",97680,"Euphorbia sulcata","Euphorbiaceae","P"
"2055",97685,"Euphorbia taurinensis","Euphorbiaceae","P"
"2056",97687,"Euphorbia terracina","Euphorbiaceae","P"
"2057",97695,"Euphorbia vallinoana","Euphorbiaceae","P"
"2058",97725,"Euphrasia alpina","Orobanchaceae","P"
"2059",97776,"Euphrasia nemorosa","Orobanchaceae","P"
"2060",97759,"Euphrasia hirtella","Orobanchaceae","P"
"2061",97771,"Euphrasia micrantha","Orobanchaceae","P"
"2062",97772,"Euphrasia minima","Orobanchaceae","P"
"2063",97775,"Euphrasia nana","Orobanchaceae","P"
"2064",97781,"Euphrasia officinalis","Orobanchaceae","P"
"2065",97784,"Euphrasia pectinata","Orobanchaceae","P"
"2066",97804,"Euphrasia salisburgensis","Orobanchaceae","P"
"2067",97811,"Euphrasia stricta","Orobanchaceae","P"
"2068",97817,"Euphrasia tetraquetra","Orobanchaceae","P"
"2069",97862,"Euthamia graminifolia","Asteraceae","I"
"2070",97904,"Exaculum pusillum","Gentianaceae","P"
"2071",97931,"Fagopyrum cymosum","Polygonaceae","I"
"2072",97935,"Fagopyrum esculentum","Polygonaceae","M"
"2073",97940,"Fagopyrum tataricum","Polygonaceae","I"
"2074",97947,"Fagus sylvatica","Fagaceae","P"
"2075",97956,"Falcaria vulgaris","Apiaceae","P"
"2076",97961,"Fallopia baldschuanica","Polygonaceae","I"
"2077",97962,"Fallopia convolvulus","Polygonaceae","P"
"2078",97963,"Fallopia dumetorum","Polygonaceae","P"
"2079",717758,"Fascicularia bicolor","Bromeliaceae","I"
"2080",97994,"Fedia graciliflora","Caprifoliaceae","M"
"2081",98014,"Ferula arrigonii","Apiaceae","P"
"2082",98020,"Ferula communis","Apiaceae","P"
"2083",98023,"Ferula glauca","Apiaceae","P"
"2084",98032,"Ferulago campestris","Apiaceae","P"
"2085",98039,"Festuca acuminata","Poaceae","P"
"2086",98048,"Festuca alfrediana","Poaceae","P"
"2087",98054,"Festuca alpina","Poaceae","P"
"2088",98060,"Festuca amethystina","Poaceae","P"
"2089",98072,"Festuca arenaria","Poaceae","P"
"2090",98076,"Festuca armoricana","Poaceae","P"
"2091",98079,"Festuca arvernensis","Poaceae","P"
"2092",98086,"Festuca auquieri","Poaceae","P"
"2093",98104,"Festuca billyi","Poaceae","P"
"2094",98107,"Festuca borderei","Poaceae","P"
"2095",98110,"Festuca breistrofferi","Poaceae","E"
"2096",98114,"Festuca brevipila","Poaceae","P"
"2097",98120,"Festuca burgundiana","Poaceae","P"
"2098",98139,"Festuca chasii","Poaceae","P"
"2099",98141,"Festuca christiani-bernardi","Poaceae","P"
"2100",98147,"Festuca cinerea","Poaceae","P"
"2101",98172,"Festuca cyrnea","Poaceae","P"
"2102",945050,"Festuca duvalii","Poaceae","P"
"2103",98213,"Festuca eskia","Poaceae","P"
"2104",98216,"Festuca fabrei","Poaceae","E"
"2105",98228,"Festuca filiformis","Poaceae","P"
"2106",98232,"Festuca flavescens","Poaceae","P"
"2107",98244,"Festuca gamisansii","Poaceae","P"
"2108",98246,"Festuca gautieri","Poaceae","P"
"2109",98252,"Festuca glacialis","Poaceae","P"
"2110",98258,"Festuca glauca","Poaceae","M"
"2111",98272,"Festuca halleri","Poaceae","P"
"2112",611171,"Festuca heteroidea","Poaceae","P"
"2113",98278,"Festuca heteromalla","Poaceae","P"
"2114",98279,"Festuca heteropachys","Poaceae","P"
"2115",98280,"Festuca heterophylla","Poaceae","P"
"2116",98289,"Festuca huonii","Poaceae","P"
"2117",611182,"Festuca inops","Poaceae","P"
"2118",98305,"Festuca intercedens","Poaceae","P"
"2119",98312,"Festuca juncifolia","Poaceae","P"
"2120",98319,"Festuca laevigata","Poaceae","P"
"2121",98322,"Festuca lahonderei","Poaceae","E"
"2122",98334,"Festuca lemanii","Poaceae","P"
"2123",98349,"Festuca longifolia","Poaceae","P"
"2124",98358,"Festuca marginata","Poaceae","P"
"2125",98370,"Festuca melanopsis","Poaceae","P"
"2126",98374,"Festuca microphylla","Poaceae","P"
"2127",98404,"Festuca nigrescens","Poaceae","P"
"2128",98415,"Festuca occitanica","Poaceae","P"
"2129",98417,"Festuca ochroleuca","Poaceae","P"
"2130",98425,"Festuca ovina","Poaceae","P"
"2131",98426,"Festuca pallens","Poaceae","P"
"2132",98433,"Festuca patzkei","Poaceae","P"
"2133",717201,"Festuca plonkae","Poaceae","P"
"2134",98467,"Festuca prudhommei","Poaceae","E"
"2135",98477,"Festuca pumila","Poaceae","P"
"2136",98485,"Festuca pyrenaica","Poaceae","P"
"2137",98506,"Festuca rivularis","Poaceae","P"
"2138",98512,"Festuca rubra","Poaceae","P"
"2139",98516,"Festuca rupicola","Poaceae","P"
"2140",98522,"Festuca sardoa","Poaceae","P"
"2141",98527,"Festuca scabriculmis","Poaceae","P"
"2142",98586,"Festuca trichophylla","Poaceae","P"
"2143",98596,"Festuca valesiaca","Poaceae","P"
"2144",98600,"Festuca vasconcensis","Poaceae","P"
"2145",98607,"Festuca violacea","Poaceae","P"
"2146",98633,"Festuca yvesii","Poaceae","P"
"2147",98640,"Fibigia clypeata","Brassicaceae","I"
"2148",98651,"Ficaria verna","Ranunculaceae","P"
"2149",98653,"Ficus carica","Moraceae","I"
"2150",98669,"Filago arvensis","Asteraceae","P"
"2151",611763,"Filago carpetana","Asteraceae","P"
"2152",717759,"Filago gaditana","Asteraceae","I"
"2153",98681,"Filago germanica","Asteraceae","P"
"2154",98687,"Filago lutescens","Asteraceae","P"
"2155",98694,"Filago neglecta","Asteraceae","X"
"2156",98698,"Filago pygmaea","Asteraceae","P"
"2157",98699,"Filago pyramidata","Asteraceae","P"
"2158",98704,"Filago tyrrhenica","Asteraceae","P"
"2159",98717,"Filipendula ulmaria","Rosaceae","P"
"2160",98718,"Filipendula vulgaris","Rosaceae","P"
"2161",98723,"Fimbristylis bisumbellata","Cyperaceae","W"
"2162",98756,"Foeniculum vulgare","Apiaceae","P"
"2163",98787,"Fourraea alpina","Brassicaceae","P"
"2164",98830,"Fragaria moschata","Rosaceae","P"
"2165",98865,"Fragaria vesca","Rosaceae","P"
"2166",98868,"Fragaria viridis","Rosaceae","P"
"2167",98887,"Frangula alnus","Rhamnaceae","P"
"2168",717204,"Frankenia composita","Frankeniaceae","Q"
"2169",98897,"Frankenia hirsuta","Frankeniaceae","P"
"2170",98900,"Frankenia laevis","Frankeniaceae","P"
"2171",98903,"Frankenia pulverulenta","Frankeniaceae","P"
"2172",98910,"Fraxinus angustifolia","Oleaceae","P"
"2173",98921,"Fraxinus excelsior","Oleaceae","P"
"2174",98933,"Fraxinus ornus","Oleaceae","P"
"2175",98939,"Fraxinus pennsylvanica","Oleaceae","M"
"2176",98958,"Freesia alba","Iridaceae","I"
"2177",98967,"Fritillaria burnatii","Liliaceae","P"
"2178",98970,"Fritillaria imperialis","Liliaceae","M"
"2179",98972,"Fritillaria involucrata","Liliaceae","P"
"2180",98977,"Fritillaria meleagris","Liliaceae","P"
"2181",98978,"Fritillaria moggridgei","Liliaceae","P"
"2182",98979,"Fritillaria montana","Liliaceae","P"
"2183",98985,"Fritillaria pyrenaica","Liliaceae","P"
"2184",98988,"Fritillaria tubiformis","Liliaceae","P"
"2185",99011,"Fuirena pubescens","Cyperaceae","P"
