"","CD_REF","LB_NOM","FAMILLE","FR"
"3046",610648,"Jacobaea alpina","Asteraceae","P"
"3047",103987,"Jacobaea aquatica","Asteraceae","P"
"3048",610644,"Jacobaea erratica","Asteraceae","P"
"3049",103991,"Jacobaea erucifolia","Asteraceae","P"
"3050",610642,"Jacobaea incana","Asteraceae","P"
"3051",610647,"Jacobaea leucophylla","Asteraceae","P"
"3052",610643,"Jacobaea maritima","Asteraceae","P"
"3053",103995,"Jacobaea paludosa","Asteraceae","P"
"3054",610654,"Jacobaea persoonii","Asteraceae","S"
"3055",610645,"Jacobaea uniflora","Asteraceae","P"
"3056",610646,"Jacobaea vulgaris","Asteraceae","P"
"3057",104014,"Jasione crispa","Campanulaceae","P"
"3058",104018,"Jasione laevis","Campanulaceae","P"
"3059",104020,"Jasione maritima","Campanulaceae","P"
"3060",104022,"Jasione montana","Campanulaceae","P"
"3061",104036,"Jasminum fruticans","Oleaceae","P"
"3062",104039,"Jasminum nudiflorum","Oleaceae","M"
"3063",104041,"Jasminum officinale","Oleaceae","I"
"3064",104052,"Jasonia tuberosa","Asteraceae","P"
"3065",104074,"Juglans nigra","Juglandaceae","I"
"3066",104076,"Juglans regia","Juglandaceae","I"
"3067",104101,"Juncus acutiflorus","Juncaceae","P"
"3068",104104,"Juncus acutus","Juncaceae","P"
"3069",104111,"Juncus alpinoarticulatus","Juncaceae","P"
"3070",104115,"Juncus anceps","Juncaceae","P"
"3071",104123,"Juncus arcticus","Juncaceae","P"
"3072",104126,"Juncus articulatus","Juncaceae","P"
"3073",762272,"Juncus balticus","Juncaceae","P"
"3074",104144,"Juncus bufonius","Juncaceae","P"
"3075",104145,"Juncus bulbosus","Juncaceae","P"
"3076",104148,"Juncus capitatus","Juncaceae","P"
"3077",104155,"Juncus compressus","Juncaceae","P"
"3078",104160,"Juncus conglomeratus","Juncaceae","P"
"3079",104173,"Juncus effusus","Juncaceae","P"
"3080",104183,"Juncus filiformis","Juncaceae","P"
"3081",104189,"Juncus foliosus","Juncaceae","P"
"3082",104192,"Juncus fontanesii","Juncaceae","P"
"3083",104196,"Juncus gerardi","Juncaceae","P"
"3084",104208,"Juncus heterophyllus","Juncaceae","P"
"3085",104212,"Juncus hybridus","Juncaceae","P"
"3086",104214,"Juncus inflexus","Juncaceae","P"
"3087",104221,"Juncus jacquinii","Juncaceae","P"
"3088",104235,"Juncus littoralis","Juncaceae","P"
"3089",104246,"Juncus maritimus","Juncaceae","P"
"3090",104302,"Juncus pygmaeus","Juncaceae","P"
"3091",717280,"Juncus rechingeri","Juncaceae","P"
"3092",104310,"Juncus requienii","Juncaceae","P"
"3093",104329,"Juncus sphaerocarpus","Juncaceae","P"
"3094",104334,"Juncus squarrosus","Juncaceae","P"
"3095",104337,"Juncus striatus","Juncaceae","P"
"3096",104340,"Juncus subnodulosus","Juncaceae","P"
"3097",104341,"Juncus subulatus","Juncaceae","P"
"3098",104349,"Juncus tenageia","Juncaceae","P"
"3099",104353,"Juncus tenuis","Juncaceae","I"
"3100",104362,"Juncus trifidus","Juncaceae","P"
"3101",104363,"Juncus triglumis","Juncaceae","P"
"3102",104397,"Juniperus communis","Cupressaceae","P"
"3103",104409,"Juniperus oxycedrus","Cupressaceae","P"
"3104",104410,"Juniperus phoenicea","Cupressaceae","P"
"3105",104413,"Juniperus sabina","Cupressaceae","P"
"3106",104419,"Juniperus thurifera","Cupressaceae","P"
"3107",104430,"Jurinea humilis","Asteraceae","P"
"3108",104440,"Kadenia dubia","Apiaceae","P"
"3109",160174,"Kalanchoe delagoensis","Crassulaceae","I"
"3110",120594,"Salsola kali","Amaranthaceae","P"
"3111",120616,"Salsola tragus","Amaranthaceae","Y"
"3112",761945,"Kalmia procumbens","Ericaceae","P"
"3113",104456,"Katapsuxis silaifolia","Apiaceae","P"
"3114",91852,"Cleistogenes serotina","Poaceae","P"
"3115",104488,"Kernera saxatilis","Brassicaceae","P"
"3116",104493,"Kerria japonica","Rosaceae","M"
"3117",104500,"Kickxia cirrhosa","Plantaginaceae","P"
"3118",104501,"Kickxia commutata","Plantaginaceae","P"
"3119",104502,"Kickxia elatine","Plantaginaceae","P"
"3120",104506,"Kickxia spuria","Plantaginaceae","P"
"3121",717782,"Klasea lycopifolia","Asteraceae","P"
"3122",717783,"Klasea nudicaulis","Asteraceae","P"
"3123",104516,"Knautia arvensis","Caprifoliaceae","P"
"3124",104517,"Knautia arvernensis","Caprifoliaceae","P"
"3125",104518,"Knautia basaltica","Caprifoliaceae","P"
"3126",998978,"Knautia collina","Caprifoliaceae","P"
"3127",104528,"Knautia dipsacifolia","Caprifoliaceae","P"
"3128",104532,"Knautia godetii","Caprifoliaceae","P"
"3129",104537,"Knautia integrifolia","Caprifoliaceae","P"
"3130",104540,"Knautia lebrunii","Caprifoliaceae","E"
"3131",104558,"Knautia timeroyi","Caprifoliaceae","P"
"3132",104602,"Koeleria arenaria","Poaceae","P"
"3133",104613,"Koeleria cenisia","Poaceae","P"
"3134",104644,"Koeleria macrantha","Poaceae","P"
"3135",104665,"Koeleria pyramidata","Poaceae","P"
"3136",104680,"Koeleria vallesiana","Poaceae","P"
"3137",161872,"Koelreuteria paniculata","Sapindaceae","M"
"3138",883891,"Koenigia alpina","Polygonaceae","P"
"3139",883894,"Koenigia polystachya","Polygonaceae","I"
"3140",101539,"Hibiscus pentacarpos","Malvaceae","P"
"3141",610672,"Krubera peregrina","Apiaceae","M"
"3142",104713,"Kundmannia sicula","Apiaceae","P"
"3143",104715,"Laburnum alpinum","Fabaceae","P"
"3144",104716,"Laburnum anagyroides","Fabaceae","I"
"3145",104734,"Lactuca alpina","Asteraceae","P"
"3146",104760,"Lactuca macrophylla","Asteraceae","I"
"3147",610995,"Lactuca muralis","Asteraceae","P"
"3148",104764,"Lactuca perennis","Asteraceae","P"
"3149",610994,"Lactuca plumieri","Asteraceae","P"
"3150",104766,"Lactuca quercina","Asteraceae","P"
"3151",104767,"Lactuca ramosissima","Asteraceae","P"
"3152",104770,"Lactuca saligna","Asteraceae","P"
"3153",104775,"Lactuca serriola","Asteraceae","P"
"3154",104781,"Lactuca tenerrima","Asteraceae","P"
"3155",104786,"Lactuca viminea","Asteraceae","P"
"3156",104787,"Lactuca virosa","Asteraceae","P"
"3157",104805,"Lagarosiphon major","Hydrocharitaceae","J"
"3158",104811,"Lagerstroemia indica","Lythraceae","M"
"3159",104815,"Lagoecia cuminoides","Apiaceae","M"
"3160",104841,"Lagurus ovatus","Poaceae","P"
"3161",104845,"Lamarckia aurea","Poaceae","P"
"3162",104854,"Lamium album","Lamiaceae","P"
"3163",104855,"Lamium amplexicaule","Lamiaceae","P"
"3164",104858,"Lamium bifidum","Lamiaceae","P"
"3165",717285,"Lamium cyrneum","Lamiaceae","E"
"3166",104872,"Lamium flexuosum","Lamiaceae","P"
"3167",104876,"Lamium galeobdolon","Lamiaceae","P"
"3168",104877,"Lamium garganicum","Lamiaceae","P"
"3169",610998,"Lamium gevorense","Lamiaceae","S"
"3170",104879,"Lamium hybridum","Lamiaceae","P"
"3171",104889,"Lamium maculatum","Lamiaceae","P"
"3172",104903,"Lamium purpureum","Lamiaceae","P"
"3173",887007,"Lantana camara","Verbenaceae","I"
"3174",610681,"Laphangium luteoalbum","Asteraceae","P"
"3175",98740,"Fleurya aestuans","Urticaceae","I"
"3176",105010,"Lappula squarrosa","Boraginaceae","P"
"3177",105017,"Lapsana communis","Asteraceae","P"
"3178",105042,"Larix decidua","Pinaceae","P"
"3179",105044,"Larix kaempferi","Pinaceae","M"
"3180",105071,"Laserpitium gallicum","Apiaceae","P"
"3181",105074,"Laserpitium halleri","Apiaceae","P"
"3182",105076,"Laserpitium latifolium","Apiaceae","P"
"3183",105081,"Laserpitium nestleri","Apiaceae","P"
"3184",105086,"Laserpitium prutenicum","Apiaceae","P"
"3185",105092,"Laserpitium siler","Apiaceae","P"
"3186",105055,"Laser trilobum","Apiaceae","P"
"3187",105145,"Lathraea clandestina","Orobanchaceae","P"
"3188",105148,"Lathraea squamaria","Orobanchaceae","P"
"3189",105154,"Lathyrus amphicarpos","Fabaceae","P"
"3190",105159,"Lathyrus angulatus","Fabaceae","P"
"3191",105161,"Lathyrus annuus","Fabaceae","P"
"3192",105162,"Lathyrus aphaca","Fabaceae","P"
"3193",105168,"Lathyrus bauhinii","Fabaceae","P"
"3194",105175,"Lathyrus cicera","Fabaceae","P"
"3195",105177,"Lathyrus cirrhosus","Fabaceae","P"
"3196",105178,"Lathyrus clymenum","Fabaceae","P"
"3197",105189,"Lathyrus filiformis","Fabaceae","P"
"3198",105199,"Lathyrus heterophyllus","Fabaceae","P"
"3199",105201,"Lathyrus hirsutus","Fabaceae","P"
"3200",105204,"Lathyrus inconspicuus","Fabaceae","P"
"3201",611008,"Lathyrus incurvus","Fabaceae","I"
"3202",105206,"Lathyrus japonicus","Fabaceae","P"
"3203",105211,"Lathyrus latifolius","Fabaceae","P"
"3204",105214,"Lathyrus linifolius","Fabaceae","P"
"3205",105230,"Lathyrus niger","Fabaceae","P"
"3206",105232,"Lathyrus nissolia","Fabaceae","P"
"3207",611007,"Lathyrus nudicaulis","Fabaceae","P"
"3208",611009,"Lathyrus ochraceus","Fabaceae","P"
"3209",105236,"Lathyrus ochrus","Fabaceae","P"
"3210",105237,"Lathyrus odoratus","Fabaceae","M"
"3211",105239,"Lathyrus palustris","Fabaceae","P"
"3212",105241,"Lathyrus pannonicus","Fabaceae","P"
"3213",105247,"Lathyrus pratensis","Fabaceae","P"
"3214",105256,"Lathyrus sativus","Fabaceae","I"
"3215",105260,"Lathyrus setifolius","Fabaceae","P"
"3216",105261,"Lathyrus sphaericus","Fabaceae","P"
"3217",105266,"Lathyrus sylvestris","Fabaceae","P"
"3218",105271,"Lathyrus tingitanus","Fabaceae","I"
"3219",105273,"Lathyrus tuberosus","Fabaceae","P"
"3220",105279,"Lathyrus venetus","Fabaceae","P"
"3221",105280,"Lathyrus vernus","Fabaceae","P"
"3222",105284,"Lathyrus vivantii","Fabaceae","P"
"3223",105295,"Laurus nobilis","Lauraceae","P"
"3224",105297,"Lavandula angustifolia","Lamiaceae","P"
"3225",105304,"Lavandula dentata","Lamiaceae","I"
"3226",105312,"Lavandula latifolia","Lamiaceae","P"
"3227",105321,"Lavandula stoechas","Lamiaceae","P"
"3228",105400,"Leersia oryzoides","Poaceae","P"
"3229",105406,"Legousia falcata","Campanulaceae","P"
"3230",105407,"Legousia hybrida","Campanulaceae","P"
"3231",105410,"Legousia speculum-veneris","Campanulaceae","P"
"3232",105427,"Lemna gibba","Araceae","P"
"3233",105431,"Lemna minor","Araceae","P"
"3234",105433,"Lemna minuta","Araceae","J"
"3235",105441,"Lemna trisulca","Araceae","P"
"3236",105442,"Lemna turionifera","Araceae","J"
"3237",160380,"Leontice leontopetalum","Berberidaceae","M"
"3238",105490,"Leontodon crispus","Asteraceae","P"
"3239",105500,"Leontodon hirtus","Asteraceae","P"
"3240",105502,"Leontodon hispidus","Asteraceae","P"
"3241",105521,"Leontodon saxatilis","Asteraceae","P"
"3242",105529,"Leontodon tuberosus","Asteraceae","P"
"3243",611031,"Leontopodium nivale","Asteraceae","P"
"3244",105548,"Leonurus cardiaca","Lamiaceae","P"
"3245",105604,"Lepidium bonariense","Brassicaceae","M"
"3246",105607,"Lepidium campestre","Brassicaceae","P"
"3247",105612,"Lepidium densiflorum","Brassicaceae","I"
"3248",105615,"Lepidium didymum","Brassicaceae","I"
"3249",105621,"Lepidium draba","Brassicaceae","P"
"3250",105628,"Lepidium graminifolium","Brassicaceae","P"
"3251",105630,"Lepidium heterophyllum","Brassicaceae","P"
"3252",105631,"Lepidium hirtum","Brassicaceae","P"
"3253",105641,"Lepidium latifolium","Brassicaceae","P"
"3254",105657,"Lepidium oxyotum","Brassicaceae","P"
"3255",105658,"Lepidium perfoliatum","Brassicaceae","M"
"3256",105671,"Lepidium ruderale","Brassicaceae","P"
"3257",105673,"Lepidium sativum","Brassicaceae","M"
"3258",984396,"Lepidium coronopus","Brassicaceae","P"
"3259",105687,"Lepidium villarsii","Brassicaceae","P"
"3260",105689,"Lepidium virginicum","Brassicaceae","I"
"3261",105764,"Leucanthemella serotina","Asteraceae","I"
"3262",105765,"Leucanthemopsis alpina","Asteraceae","P"
"3263",105768,"Leucanthemum adustum","Asteraceae","P"
"3264",105770,"Leucanthemum ageratifolium","Asteraceae","P"
"3265",105775,"Leucanthemum burnatii","Asteraceae","E"
"3266",105776,"Leucanthemum cantabricum","Asteraceae","P"
"3267",105777,"Leucanthemum catalaunicum","Asteraceae","P"
"3268",105781,"Leucanthemum coronopifolium","Asteraceae","P"
"3269",105782,"Leucanthemum corsicum","Asteraceae","P"
"3270",105784,"Leucanthemum crassifolium","Asteraceae","P"
"3271",105786,"Leucanthemum delarbrei","Asteraceae","P"
"3272",105793,"Leucanthemum graminifolium","Asteraceae","P"
"3273",105795,"Leucanthemum ircutianum","Asteraceae","P"
"3274",717291,"Leucanthemum legraeanum","Asteraceae","P"
"3275",105799,"Leucanthemum maximum","Asteraceae","P"
"3276",105801,"Leucanthemum meridionale","Asteraceae","E"
"3277",105803,"Leucanthemum monspeliense","Asteraceae","P"
"3278",105807,"Leucanthemum pallens","Asteraceae","P"
"3279",105814,"Leucanthemum subglaucum","Asteraceae","P"
"3280",105816,"Leucanthemum virgatum","Asteraceae","P"
"3281",105817,"Leucanthemum vulgare","Asteraceae","P"
"3282",105827,"Leucojum aestivum","Amaryllidaceae","P"
"3283",105837,"Leucojum pulchellum","Amaryllidaceae","P"
"3284",105841,"Leucojum vernum","Amaryllidaceae","P"
"3285",717785,"Leucopoa dimorpha","Poaceae","P"
"3286",717786,"Leucopoa pulchella","Poaceae","P"
"3287",105857,"Levisticum officinale","Apiaceae","I"
"3288",105870,"Leymus arenarius","Poaceae","P"
"3289",610580,"Libanotis pyrenaica","Apiaceae","P"
"3290",105908,"Ligularia sibirica","Asteraceae","P"
"3291",160481,"Ligustrum japonicum","Oleaceae","M"
"3292",105960,"Ligustrum lucidum","Oleaceae","I"
"3293",105963,"Ligustrum ovalifolium","Oleaceae","M"
"3294",105966,"Ligustrum vulgare","Oleaceae","P"
"3295",105979,"Lilium bulbiferum","Liliaceae","P"
